register	UniDic:lForm	UniDic:lemma	UniDic:pos	UniDic:subLemma	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
PM	ネン	年	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	9717	1822.364
PM		￥	補助記号-一般		記号	x.xxxx					9679	1815.237
PM	ト	と	助詞-接続助詞		和						9659	1811.486
PM	ロク	六	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	9571	1794.982
PM	ナル	成る	動詞-非自立可能		和	2.1220	用	関係	存在	成立	9546	1790.294
PM	コノ	此の	連体詞		和	3.1010	相	関係	真偽	こそあど・他	9382	1759.536
PM	オ	御	接頭辞		和	4.3320	他		挨拶	手紙用語など	9378	1758.786
PM	ニジュウ	二十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	9216	1728.404
PM	ハチ	八	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	9001	1688.082
PM	テキ	的	接尾辞-形状詞的		漢	3.1130	相	関係	類	異同・類似	8715	1634.445
PM		‐	補助記号-一般		記号						8379	1571.43
PM	バ	ば	助詞-接続助詞		和						8376	1570.867
PM	クル	来る	動詞-非自立可能		和	2.1527	用	関係	作用	往復	8300	1556.614
PM	ソレ	其れ	代名詞		和	1.1010	体	関係	事柄	こそあど・他	8300	1556.614
PM	ナナ	七	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	8178	1533.734
PM	ズ	ず	助動詞		和						8049	1509.54
PM	ヨイ	良い	形容詞-非自立可能		和	3.1332	相	関係	様相	良不良・適不適	8023	1504.664
PM	ヨウ	様	形状詞-助動詞語幹		漢	3.1300					7974	1495.475
PM	マン	万	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	7663	1437.149
PM	デキル	出来る	動詞-非自立可能		和	2.1220	用	関係	存在	成立	7624	1429.834
PM	キュウ	九	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	7494	1405.454
PM	カラ	から	助詞-接続助詞		和						7491	1404.891
PM		：	補助記号-一般		記号						7312	1371.321
PM	マデ	まで	助詞-副助詞		和						7290	1367.195
PM	エン	円	名詞-普通名詞-助数詞可能	助数詞	漢	1.1962	体	関係	量	助数接辞	7061	1324.247
PM		●	補助記号-一般		記号						7051	1322.372
PM	オモウ	思う	動詞-一般		和	2.3061	用	活動	心	思考・意見・疑い	6939	1301.367
PM	ネ	ね	助詞-終助詞		和						6706	1257.669
PM		〜	補助記号-一般		記号						6655	1248.104
PM	ガツ	月	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	6608	1239.29
PM		？	補助記号-句点		記号						6512	1221.286
PM	コレ	此れ	代名詞		和	1.1010	体	関係	事柄	こそあど・他	6467	1212.846
PM	ヨ	よ	助詞-終助詞		和						6291	1179.838
PM	ラレル	られる	助動詞		和						6278	1177.4
PM	サンジュウ	三十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	6193	1161.459
PM	ニッポン	日本	名詞-固有名詞-地名-国		固	1.2590	体	主体	公私	固有地名	6191	1161.084
PM	サ	さ	接尾辞-名詞的-一般		和	1.1920	体	関係	量	程度・限度	5866	1100.132
PM		『	補助記号-括弧開		記号						5835	1094.319
PM		』	補助記号-括弧閉		記号						5834	1094.131
PM	ヒト	人	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	5687	1066.562
PM	ヒャク	百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	5646	1058.873
PM	セル	せる	助動詞		和						5255	985.543
PM	ゴジュウ	五十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	5213	977.666
PM	タイ	たい	助動詞		和						5190	973.353
PM		，	補助記号-読点		記号						5173	970.165
PM	ダケ	だけ	助詞-副助詞		和						5164	968.477
PM	ミル	見る	動詞-非自立可能		和	2.3091	用	活動	心	見る	5118	959.85
PM	イク	行く	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	5096	955.724
PM	セン	千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	5090	954.598
PM	エー	Ａ	記号-文字		記号						5009	939.407
PM		…	補助記号-一般		記号						4992	936.219
PM	モノ	物	名詞-普通名詞-サ変可能		和	1.4000	体	生産物	物品	物品	4974	932.843
PM	ワタクシ	私	代名詞	代名詞	和	1.2010	体	主体	人間	われ・なれ・かれ	4860	911.463
PM	ヘ	へ	助詞-格助詞		和						4751	891.021
PM	ナニ	何	代名詞		和	1.1010	体	関係	事柄	こそあど・他	4749	890.646
PM	ツカウ	使う	動詞-一般		和	2.3852	用	活動	事業	扱い・操作・使用	4608	864.202
PM		“	補助記号-括弧開		記号						4510	845.823
PM		”	補助記号-括弧閉		記号						4507	845.26
PM	シャ	者	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	4494	842.822
PM	テン	．	名詞-普通名詞-一般		記号						4399	825.006
PM	タチ	達	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	4333	812.628
PM	ヨウ	様	形状詞-助動詞語幹		漢	3.1130	相	関係	類	異同・類似	4217	790.873
PM	ジブン	自分	名詞-普通名詞-一般		漢	1.2020	体	主体	人間	自他	4201	787.872
PM	ニセン	二千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4051	759.74
PM	キュウヒャク	九百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4027	755.239
PM	シマウ	仕舞う	動詞-非自立可能		和	2.1503	用	関係	作用	終了・中止・停止	4010	752.051
PM	キュウジュウ	九十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4002	750.551
PM	テル	てる	助動詞		和						3967	743.987
PM	ヨンジュウ	四十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	3910	733.297
PM	タメ	為	名詞-普通名詞-副詞可能		和	1.1113	体	関係	類	理由・目的・証拠	3885	728.608
PM	エス	Ｓ	記号-文字		記号						3837	719.606
PM	ケレド	けれど	助詞-接続助詞		和						3794	711.542
PM	ツ	つ	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	3775	707.978
PM			未知語			1.4630	体	生産物	機械	機械・装置	3757	704.603
PM	ヨル	因る	動詞-一般		和	2.1112	用	関係	類	因果	3720	697.663
PM	■	■	名詞-数詞								3697	693.35
PM	モノ	物	名詞-普通名詞-サ変可能		和	1.1000	体	関係	事柄	事柄	3659	686.223
PM	ッテ	って	助詞-副助詞		和						3636	681.91
PM		．	補助記号-句点		記号						3631	680.972
PM	ナカ	中	名詞-普通名詞-副詞可能		和	1.1770	体	関係	空間	内外	3538	663.53
PM	タリ	たり	助詞-副助詞		和						3472	651.153
PM	ソウ	そう	副詞		和	3.1010	相	関係	真偽	こそあど・他	3463	649.465
PM	ナガラ	ながら	助詞-接続助詞		和						3187	597.703
PM	トキ	時	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	3181	596.577
PM		―	補助記号-一般		記号	x.xxxx					3176	595.64
PM	ニヒャク	二百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	3148	590.388
PM	ドウ	どう	副詞		和	3.1010	相	関係	真偽	こそあど・他	3124	585.887
PM	セイ	性	接尾辞-名詞的-一般		漢	1.1330	体	関係	様相	性質	3105	582.324
PM	クレル	呉れる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	3092	579.886
PM	ヤル	遣る	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	3055	572.947
PM	ヨリ	より	助詞-格助詞		和						3048	571.634
PM		×	補助記号-一般		記号						2991	560.944
PM	ハチジュウ	八十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	2984	559.631
PM	ナ	な	助詞-終助詞		和						2914	546.503
PM	サイ	歳	接尾辞-名詞的-助数詞		漢	1.1962	体	関係	量	助数接辞	2867	537.689
PM	ロクジュウ	六十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	2833	531.312
PM	カンガエル	考える	動詞-一般		和	2.3061	用	活動	心	思考・意見・疑い	2771	519.684
PM	ハッピャク	八百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	2734	512.745
PM	ニチ	日	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	2714	508.994
PM	オク	置く	動詞-非自立可能		和	2.1513	用	関係	作用	固定・傾き・転倒など	2706	507.494
PM	オオイ	多い	形容詞-一般		和	3.1910	相	関係	量	多少	2693	505.056
PM		☎	補助記号-一般		記号						2689	504.306
PM	カレ	彼	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	2641	495.304
PM	イマ	今	名詞-普通名詞-副詞可能		和	1.1641	体	関係	時間	現在	2611	489.677
PM	トウキョウ	トウキョウ	名詞-固有名詞-地名-一般		固	1.2590	体	主体	公私	固有地名	2608	489.115
PM	ミル	見る	動詞-非自立可能		和	2.3065	用	活動	心	研究・試験・調査・検査など	2588	485.364
PM	マタ	又	接続詞		和	4.1110	他		接続	累加	2587	485.176
PM	ゴヒャク	五百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	2582	484.239
PM	シャシン	写真	名詞-普通名詞-一般		漢	1.3220	体	活動	芸術	芸術・美術	2565	481.05
PM	トコロ	所	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	2563	480.675
PM	トキ	時	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	2560	480.113
PM	エム	Ｍ	記号-文字		記号						2551	478.425
PM	ダイ	第	接頭辞		漢	3.1101	相	関係	類	等級・系列	2522	472.986
PM	タカイ	高い	形容詞-一般		和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	2488	466.609
PM	ナナジュウ	七十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	2487	466.422
PM	ディー	Ｄ	記号-文字		記号						2480	465.109
PM	シ	し	助詞-接続助詞		和						2473	463.796
PM	ホド	ほど	助詞-副助詞		和						2466	462.483
PM	ワカル	分かる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	2463	461.921
PM	イク	行く	動詞-非自立可能		和	2.1527	用	関係	作用	往復	2442	457.982
PM	ハイル	入る	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	2435	456.67
PM	ヒト	一	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	2432	456.107
PM	アール	Ｒ	記号-文字		記号						2409	451.793
PM	モツ	持つ	動詞-一般		和	2.3701	用	活動	経済	所有	2399	449.918
PM	イレル	入れる	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	2388	447.855
PM	エフ	Ｆ	記号-文字		記号						2383	446.917
PM	シー	Ｃ	記号-文字		記号						2379	446.167
PM	テン	店	接尾辞-名詞的-一般		漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	2374	445.229
PM	バアイ	場合	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	2371	444.667
PM	カン	感	名詞-普通名詞-一般		漢	1.3001	体	活動	心	感覚	2369	444.292
PM	ニ	二	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	2348	440.353
PM	■■	■	名詞-数詞								2346	439.978
PM	セカイ	世界	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	2309	433.039
PM		＆	補助記号-一般		記号						2302	431.726
PM	ティー	Ｔ	記号-文字		記号						2301	431.539
PM	シカシ	然し	接続詞		和	4.1130	他		接続	反対	2297	430.789
PM	マエ	前	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	2289	429.288
PM	ビー	Ｂ	記号-文字		記号						2273	426.288
PM	カタ	方	接尾辞-名詞的-一般		和	1.3081	体	活動	心	方法	2254	422.724
PM	オコナウ	行う	動詞-一般		和	2.3430	用	活動	行為	行為・活動	2247	421.411
PM	ピー	Ｐ	記号-文字		記号						2245	421.036
PM	サンビャク	三百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	2233	418.786
PM	ラ	等	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	2229	418.036
PM	ダイ	大	接頭辞		漢	3.1912	相	関係	量	広狭・大小	2194	411.472
PM	カ	化	接尾辞-名詞的-サ変可能		漢	1.1500	体	関係	作用	作用・変化	2168	406.595
PM	ウエ	上	名詞-普通名詞-副詞可能		和	1.1741	体	関係	空間	上下	2138	400.969
PM	ソコ	其処	代名詞		和	1.1700	体	関係	空間	空間・場所	2130	399.469
PM	フン	分	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	2111	395.905
PM		〉	補助記号-括弧閉		記号						2106	394.968
PM		〈	補助記号-括弧開		記号						2100	393.842
PM	ソシテ	そして	接続詞		和	4.1110	他		接続	累加	2079	389.904
PM	メ	目	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	2078	389.716
PM	イチ	一	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	2072	388.591
PM	カイ	回	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	2068	387.841
PM	アイ	Ｉ	記号-文字		記号						2057	385.778
PM	シル	知る	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	2052	384.84
PM	テ	手	名詞-普通名詞-助数詞可能		和	1.5603	体	自然	身体	手足・指	2050	384.465
PM	カノウ	可能	形状詞-一般		漢	3.1346	相	関係	様相	難易・安危	2041	382.777
PM	ホウ	方	名詞-普通名詞-一般		漢	1.1010	体	関係	事柄	こそあど・他	2035	381.652
PM	アト	後	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	2003	375.651
PM	ジン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	1984	372.087
PM	サンゼン	三千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	1946	364.961
PM	ヤスイ	易い	接尾辞-形容詞的		和	3.1346	相	関係	様相	難易・安危	1942	364.211
PM	ヨンヒャク	四百	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	1940	363.835
PM	ケン	県	名詞-普通名詞-一般		漢	1.2550	体	主体	公私	政治的区画	1939	363.648
PM	ソンナ	そんな	連体詞		和	3.1010	相	関係	真偽	こそあど・他	1930	361.96
PM	ボク	僕	代名詞		漢	1.2010	体	主体	人間	われ・なれ・かれ	1927	361.397
PM	エヌ	Ｎ	記号-文字		記号						1921	360.272
PM	カ	日	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	1917	359.522
PM	シ	氏	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	1896	355.584
PM	クライ	くらい	助詞-副助詞		和						1848	346.581
PM	ヨウ	用	接尾辞-名詞的-一般		漢	1.1113	体	関係	類	理由・目的・証拠	1845	346.019
PM	オオキイ	大きい	形容詞-一般		和	3.1912	相	関係	量	広狭・大小	1831	343.393
PM	ジカン	時間	名詞-普通名詞-助数詞可能		漢	1.1600	体	関係	時間	時間	1828	342.831
PM	サツエイ	撮影	名詞-普通名詞-サ変可能		漢	1.3851	体	活動	事業	練り・塗り・撃ち・録音・撮影	1826	342.455
PM	ド	度	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	1821	341.518
PM	イジョウ	以上	名詞-普通名詞-副詞可能		漢	1.1920	体	関係	量	程度・限度	1816	340.58
PM	チュウ	中	接尾辞-名詞的-副詞可能		漢	1.1652	体	関係	時間	途中・盛り	1812	339.83
PM	ヤク	約	接頭辞		漢	3.1920	相	関係	量	程度	1803	338.142
PM	ジョセイ	女性	名詞-普通名詞-一般		漢	1.2040	体	主体	人間	男女	1797	337.017
PM	コウ	こう	副詞		和	3.1010	相	関係	真偽	こそあど・他	1791	335.891
PM	イー	Ｅ	記号-文字		記号						1787	335.141
PM	カンズル	感ずる	動詞-一般		混	2.3001	用	活動	心	感覚	1778	333.453
PM	ヒ	日	名詞-普通名詞-副詞可能		和	1.1633	体	関係	時間	日	1776	333.078
PM	センチメートル	センチメートル	名詞-普通名詞-助数詞可能		外	1.1962	体	関係	量	助数接辞	1756	329.327
PM	ジダイ	時代	名詞-普通名詞-一般		漢	1.1623	体	関係	時間	時代	1733	325.014
PM	ナル	成る	動詞-非自立可能		和	2.1112	用	関係	類	因果	1727	323.889
PM	モンダイ	問題	名詞-普通名詞-一般		漢	1.3070	体	活動	心	意味・問題・趣旨など	1713	321.263
PM	デル	出る	動詞-一般		和	2.1531	用	関係	作用	出・出し	1677	314.511
PM	オナジ	同じ	連体詞		和	3.1130	相	関係	類	異同・類似	1675	314.136
PM	サン	三	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	1666	312.448
PM	パーセント	パーセント	名詞-普通名詞-助数詞可能	percent	外	1.1962	体	関係	量	助数接辞	1665	312.261
PM	イロ	色	名詞-普通名詞-一般		和	1.5020	体	自然	自然	色	1658	310.948
PM	カカク	価格	名詞-普通名詞-一般		漢	1.3730	体	活動	経済	価格・費用	1657	310.761
PM	ママ	侭	名詞-普通名詞-副詞可能		和	1.1130	体	関係	類	異同・類似	1652	309.823
PM		’	補助記号-括弧閉		記号						1645	308.51
PM	ツクル	作る	動詞-一般		和	2.3801	用	活動	事業	生産・産業	1643	308.135
PM	オー	Ｏ	記号-文字		記号						1639	307.385
PM	ゴセン	五千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	1636	306.822
PM	キ	気	名詞-普通名詞-一般		漢	1.3001	体	活動	心	感覚	1626	304.947
PM	ミエル	見える	動詞-一般		和	2.3091	用	活動	心	見る	1623	304.384
PM	シ	市	名詞-普通名詞-一般		漢	1.2550	体	主体	公私	政治的区画	1613	302.509
PM	デザイン	デザイン	名詞-普通名詞-サ変可能	design	外	1.3220	体	活動	芸術	芸術・美術	1610	301.946
PM	ハナシ	話	名詞-普通名詞-サ変可能		和	1.3131	体	活動	言語	話・談話	1608	301.571
PM	ダス	出す	動詞-非自立可能		和	2.1531	用	関係	作用	出・出し	1593	298.758
PM	ホカ	他	名詞-普通名詞-副詞可能		和	1.1040	体	関係	事柄	本体・代理	1591	298.383
PM	ニン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	1590	298.195
PM	カイシャ	会社	名詞-普通名詞-一般		漢	1.2640	体	主体	社会	事務所・市場・駅など	1578	295.945
PM	オトコ	男	名詞-普通名詞-一般		和	1.2040	体	主体	人間	男女	1577	295.757
PM	ニンキ	人気	名詞-普通名詞-一般		漢	1.3142	体	活動	言語	評判	1573	295.007
PM	モラウ	貰う	動詞-非自立可能		和	2.3770	用	活動	経済	授受	1566	293.694
PM	ツヨイ	強い	形容詞-一般		和	3.1400	相	関係	力	力	1546	289.943
PM		＝	補助記号-一般		記号						1541	289.005
PM	ダイガク	大学	名詞-普通名詞-一般		漢	1.2630	体	主体	社会	社寺・学校	1541	289.005
PM	シン	新	接頭辞		漢	3.1660	相	関係	時間	新旧・遅速	1536	288.068
PM	デキル	出来る	動詞-非自立可能		和	2.3421	用	活動	行為	才能	1529	286.755
PM	カンケイ	関係	名詞-普通名詞-サ変可能		漢	1.1110	体	関係	類	関係	1525	286.005
PM	フタリ	二人	名詞-普通名詞-副詞可能		和	x.xxxx					1521	285.255
PM	タイスル	対する	動詞-一般		混	2.1120	用	関係	類	相対	1521	285.255
PM	ゴ	後	接尾辞-名詞的-副詞可能		漢	1.1670	体	関係	時間	時間的前後	1520	285.067
PM	センシュ	選手	名詞-普通名詞-一般		漢	1.2450	体	主体	成員	その他の仕手	1516	284.317
PM	アワセル	合わせる	動詞-一般		和	2.1550	用	関係	作用	合体・出会い・集合など	1509	283.004
PM	イツ	何時	代名詞		和	1.1611	体	関係	時間	時機・時刻	1494	280.191
PM	ハジメル	始める	動詞-非自立可能		和	2.1502	用	関係	作用	開始	1493	280.003
PM	ゴ	御	接頭辞		漢	4.3320	他		挨拶	手紙用語など	1488	279.066
PM	トモ	共	名詞-普通名詞-一般		和	1.1130	体	関係	類	異同・類似	1483	278.128
PM	キノウ	機能	名詞-普通名詞-サ変可能		漢	1.1500	体	関係	作用	作用・変化	1475	276.628
PM	シゴト	仕事	名詞-普通名詞-サ変可能		和	1.3320	体	活動	生活	労働・作業・休暇	1462	274.19
PM	クワエル	加える	動詞-一般		和	2.1580	用	関係	作用	増減・補充	1450	271.939
PM	メ	目	接尾辞-名詞的-一般		和	1.1962	体	関係	量	助数接辞	1448	271.564
PM	ロッピャク	六百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	1448	271.564
PM	エル	Ｌ	記号-文字		記号						1447	271.376
PM	タノシム	楽しむ	動詞-一般		和	2.3011	用	活動	心	快・喜び	1446	271.189
PM	ケイ	系	接尾辞-名詞的-一般		漢	1.1101	体	関係	類	等級・系列	1438	269.688
PM	ハツバイ	発売	名詞-普通名詞-サ変可能		漢	1.3761	体	活動	経済	売買	1428	267.813
PM	イウ	言う	動詞-一般		和	2.3102	用	活動	言語	名	1423	266.875
PM	ワライ	笑い	名詞-普通名詞-一般		和	1.3030	体	活動	心	表情・態度	1415	265.375
PM	ヨンセン	四千	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	1413	265.0
PM		■	補助記号-一般		記号						1409	264.25
PM	ジ	時	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	1406	263.687
PM	コウカ	効果	名詞-普通名詞-一般		漢	1.1112	体	関係	類	因果	1405	263.5
PM	チガウ	違う	動詞-一般		和	2.1130	用	関係	類	異同・類似	1399	262.374
PM	スキ	好き	形状詞-一般		和	3.3020	相	活動	心	好悪・愛憎	1392	261.061
PM	ツヅケル	続ける	動詞-非自立可能		和	2.1504	用	関係	作用	連続・反復	1392	261.061
PM	ツク	つく	動詞-一般		和	2.3311	用	活動	生活	処世・出処進退	1387	260.124
PM	キク	聞く	動詞-一般		和	2.3093	用	活動	心	聞く・味わう	1384	259.561
PM	エラブ	選ぶ	動詞-一般		和	2.3063	用	活動	心	比較・参考・区別・選択	1382	259.186
PM	ツケル	付ける	動詞-非自立可能		和	2.1560	用	関係	作用	接近・接触・隔離	1374	257.686
PM	エイチ	Ｈ	記号-文字		記号						1373	257.498
PM	クロ	黒	名詞-普通名詞-一般		和	1.5020	体	自然	自然	色	1373	257.498
PM		→	補助記号-一般		記号						1368	256.56
PM	シレル	知れる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	1367	256.373
PM	バッグ	バッグ	名詞-普通名詞-一般	bag	外	1.4514	体	生産物	道具	袋・かばんなど	1366	256.185
PM	コロ	頃	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	1364	255.81
PM	ジョウホウ	情報	名詞-普通名詞-一般		漢	1.3123	体	活動	言語	伝達・報知	1361	255.248
PM	シヨウ	使用	名詞-普通名詞-サ変可能		漢	1.3852	体	活動	事業	扱い・操作・使用	1361	255.248
PM	タメ	為	名詞-普通名詞-副詞可能		和	1.1112	体	関係	類	因果	1359	254.873
PM	ナナヒャク	七百	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	1356	254.31
PM	ヒトリ	一人	名詞-普通名詞-副詞可能		和	x.xxxx					1356	254.31
PM	シロ	白	名詞-普通名詞-一般		和	1.5020	体	自然	自然	色	1352	253.56
PM	サクヒン	作品	名詞-普通名詞-一般		漢	1.3200	体	活動	芸術	創作・著述	1350	253.185
PM	■	■	補助記号-一般		記号						1347	252.622
PM	カク	書く	動詞-一般		和	2.3151	用	活動	言語	書き	1342	251.684
PM	ブブン	部分	名詞-普通名詞-一般		漢	1.1940	体	関係	量	一般・全体・部分	1340	251.309
PM	マズ	先ず	副詞		和	3.1650	相	関係	時間	順序	1335	250.371
PM	ハナ	花	名詞-普通名詞-一般		和	1.5410	体	自然	植物	枝・葉・花・実	1329	249.246
PM	リヨウ	利用	名詞-普通名詞-サ変可能		漢	1.3852	体	活動	事業	扱い・操作・使用	1324	248.308
PM	キュウセン	九千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	1319	247.371
PM	スタイル	スタイル	名詞-普通名詞-一般	style	外	1.1310	体	関係	様相	風・観・姿	1316	246.808
PM	ケー	Ｋ	記号-文字		記号						1311	245.87
PM	シャ	車	接尾辞-名詞的-一般		漢	1.4650	体	生産物	機械	乗り物（陸上）	1310	245.683
PM	サマ	様	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	1306	244.933
PM	コドモ	子供	名詞-普通名詞-一般		和	1.2050	体	主体	人間	老少	1305	244.745
