register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
PN	ナイ	無い		形容詞-非自立可能	和	3.1200	相	関係	存在	存在	3574	2225.105
PN	ニッポン	日本		名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	3362	2093.117
PN	キュウ	九		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3272	2037.085
PN	シ	市		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	3236	2014.672
PN	サン	さん		接尾辞-名詞的-一般	和	1.2000	体	主体	人間	人間	3111	1936.85
PN	ナル	成る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	3097	1928.133
PN	レイ	零		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3097	1928.133
PN	ナナ	七		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	3082	1918.795
PN	テキ	的		接尾辞-形状詞的	漢	3.1130	相	関係	類	異同・類似	2649	1649.217
PN		＝		補助記号-一般	記号						2570	1600.033
PN	マス	ます		助動詞	和						2526	1572.64
PN	ヘ	へ		助詞-格助詞	和						2423	1508.514
PN	マデ	まで		助詞-副助詞	和						2385	1484.856
PN	エン	円	助数詞	名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	2370	1475.517
PN	カ	日		接尾辞-名詞的-助数詞	和	1.1962	体	関係	量	助数接辞	2328	1449.369
PN	サンジュウ	三十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2269	1412.637
PN	ソノ	其の		連体詞	和	3.1010	相	関係	真偽	こそあど・他	2071	1289.366
PN	ト	と		助詞-接続助詞	和						2013	1253.256
PN	ケン	県		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	1980	1232.711
PN	ラレル	られる		助動詞	和						1941	1208.43
PN	クル	来る		動詞-非自立可能	和	2.1527	用	関係	作用	往復	1923	1197.224
PN	カ	か		助詞-副助詞	和						1837	1143.682
PN	コノ	此の		連体詞	和	3.1010	相	関係	真偽	こそあど・他	1820	1133.098
PN	デス	です		助動詞	和						1813	1128.74
PN		―		補助記号-一般	記号	x.xxxx					1787	1112.553
PN	ズ	ず		助動詞	和						1765	1098.856
PN	ナル	成る		動詞-非自立可能	和	2.1500	用	関係	作用	作用・変化	1759	1095.12
PN	バ	ば		助詞-接続助詞	和						1743	1085.159
PN	ゴジュウ	五十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1741	1083.914
PN	カ	か		助詞-終助詞	和						1723	1072.707
PN	ニン	人		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	1677	1044.069
PN	ダイ	第		接頭辞	漢	3.1101	相	関係	類	等級・系列	1583	985.546
PN	ヨンジュウ	四十		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	1568	976.207
PN	テン	．		名詞-普通名詞-一般	記号						1561	971.849
PN	カイ	回		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	1521	946.946
PN	デキル	出来る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	1514	942.588
PN	ヨル	因る		動詞-一般	和	2.1112	用	関係	類	因果	1496	931.382
PN	セン	千		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1495	930.759
PN	シ	氏		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	1477	919.552
PN	ヒャク	百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1474	917.685
PN	ラ	等		接尾辞-名詞的-一般	和	1.1951	体	関係	量	群・組・対	1474	917.685
PN	ヨウ	様		形状詞-助動詞語幹	漢	3.1300					1461	909.591
PN	タイ	たい		助動詞	和						1449	902.12
PN	タメ	為		名詞-普通名詞-副詞可能	和	1.1113	体	関係	類	理由・目的・証拠	1408	876.594
PN	カイ	会		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	1379	858.54
PN	ヤク	約		接頭辞	漢	3.1920	相	関係	量	程度	1334	830.523
PN	トウキョウ	トウキョウ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	1319	821.185
PN	セル	せる		助動詞	和						1292	804.375
PN	カ	化		接尾辞-名詞的-サ変可能	漢	1.1500	体	関係	作用	作用・変化	1257	782.585
PN	ヒト	人		名詞-普通名詞-一般	和	1.2000	体	主体	人間	人間	1249	777.604
PN	ジ	時		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	1241	772.623
PN	ニセン	二千		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1224	762.04
PN	ロクジュウ	六十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1199	746.475
PN	パーセント	パーセント	percent	名詞-普通名詞-助数詞可能	外	1.1962	体	関係	量	助数接辞	1196	744.607
PN	コレ	此れ		代名詞	和	1.1010	体	関係	事柄	こそあど・他	1180	734.646
PN	モンダイ	問題		名詞-普通名詞-一般	漢	1.3070	体	活動	心	意味・問題・趣旨など	1180	734.646
PN	ク	区		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	1164	724.685
PN	キュウジュウ	九十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1160	722.194
PN	タチ	達		接尾辞-名詞的-一般	和	1.1951	体	関係	量	群・組・対	1159	721.572
PN	ツク	つく		動詞-一般	和	2.3311	用	活動	生活	処世・出処進退	1145	712.856
PN	ヨイ	良い		形容詞-非自立可能	和	3.1332	相	関係	様相	良不良・適不適	1143	711.61
PN	ニン	人		接尾辞-名詞的-一般	漢	1.1962	体	関係	量	助数接辞	1135	706.63
PN		】		補助記号-括弧閉	記号						1058	658.691
PN		【		補助記号-括弧開	記号						1058	658.691
PN	セイ	性		接尾辞-名詞的-一般	漢	1.1330	体	関係	様相	性質	1053	655.578
PN	ソレ	其れ		代名詞	和	1.1010	体	関係	事柄	こそあど・他	1051	654.333
PN	トウ	党		接尾辞-名詞的-一般	漢	1.2760	体	主体	機関	同盟・団体	1040	647.485
PN	ドウ	同		名詞-普通名詞-一般	漢	1.1130	体	関係	類	異同・類似	1034	643.749
PN	チョウ	長		接尾辞-名詞的-一般	漢	1.2430	体	主体	成員	長	1033	643.127
PN	イク	行く		動詞-非自立可能	和	2.3430	用	活動	行為	行為・活動	1032	642.504
PN	オ	御		接頭辞	和	4.3320	他		挨拶	手紙用語など	1028	640.014
PN	サ	さ		接尾辞-名詞的-一般	和	1.1920	体	関係	量	程度・限度	1025	638.146
PN	オコナウ	行う		動詞-一般	和	2.3430	用	活動	行為	行為・活動	1025	638.146
PN	オモウ	思う		動詞-一般	和	2.3061	用	活動	心	思考・意見・疑い	1013	630.675
PN	ナナジュウ	七十		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	1006	626.317
PN	セカイ	世界		名詞-普通名詞-一般	漢	1.2600	体	主体	社会	社会・世界	1005	625.694
PN	ミル	見る		動詞-非自立可能	和	2.3091	用	活動	心	見る	976	607.639
PN	ジン	人		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	975	607.017
PN	ダケ	だけ		助詞-副助詞	和						928	577.756
PN	キュウヒャク	九百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	926	576.51
PN	センシュ	選手		名詞-普通名詞-一般	漢	1.2450	体	主体	成員	その他の仕手	923	574.643
PN	マン	万		名詞-数詞	漢	1.1962	体	関係	量	助数接辞	905	563.436
PN	ベイ	米		名詞-普通名詞-一般	漢	1.2590	体	主体	公私	固有地名	882	549.117
PN	サクネン	昨年		名詞-普通名詞-副詞可能	漢	1.1642	体	関係	時間	過去	867	539.778
PN	ゴ	後		接尾辞-名詞的-副詞可能	漢	1.1670	体	関係	時間	時間的前後	862	536.665
PN	メ	目		接尾辞-名詞的-一般	和	1.1962	体	関係	量	助数接辞	854	531.685
PN	ハチジュウ	八十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	854	531.685
PN	シチ	七		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	853	531.062
PN	マン	万		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	841	523.591
PN	セイフ	政府		名詞-普通名詞-一般	漢	1.2710	体	主体	機関	政府機関	840	522.968
PN	シン	新		接頭辞	漢	3.1660	相	関係	時間	新旧・遅速	835	519.856
PN	サイ	歳		接尾辞-名詞的-助数詞	漢	1.1962	体	関係	量	助数接辞	832	517.988
PN	マエ	前		名詞-普通名詞-副詞可能	和	1.1670	体	関係	時間	時間的前後	825	513.63
PN	シュショウ	首相		名詞-普通名詞-一般	漢	1.2411	体	主体	成員	管理的・書記的職業	823	512.385
PN	カンケイ	関係		名詞-普通名詞-サ変可能	漢	1.1110	体	関係	類	関係	821	511.139
PN	チュウゴク	中国		名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	809	503.668
PN	オク	億		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	786	489.349
PN	ダイヒョウ	代表		名詞-普通名詞-サ変可能	漢	1.1040	体	関係	事柄	本体・代理	782	486.859
PN	カラ	から		助詞-接続助詞	和						774	481.878
PN	ベイコク	米国		名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	774	481.878
PN	ツ	つ		接尾辞-名詞的-助数詞	和	1.1962	体	関係	量	助数接辞	771	480.01
PN	カン	館		接尾辞-名詞的-一般	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	768	478.143
PN	ヒ	日		名詞-普通名詞-副詞可能	和	1.1633	体	関係	時間	日	763	475.03
PN	セン	戦		接尾辞-名詞的-一般	漢	1.3542	体	活動	交わり	競争	749	466.314
PN	オオイ	多い		形容詞-一般	和	3.1910	相	関係	量	多少	745	463.823
PN	モノ	物		名詞-普通名詞-サ変可能	和	1.1000	体	関係	事柄	事柄	742	461.956
PN	ジブン	自分		名詞-普通名詞-一般	漢	1.2020	体	主体	人間	自他	737	458.843
PN	カントク	監督		名詞-普通名詞-サ変可能	漢	1.2450	体	主体	成員	その他の仕手	736	458.22
PN	ケイザイ	経済		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	723	450.126
PN	タイスル	対する		動詞-一般	混	2.1120	用	関係	類	相対	717	446.391
PN	カンガエル	考える		動詞-一般	和	2.3061	用	活動	心	思考・意見・疑い	714	444.523
PN	ナガラ	ながら		助詞-接続助詞	和						713	443.901
PN	ジケン	事件		名詞-普通名詞-一般	漢	1.1000	体	関係	事柄	事柄	709	441.41
PN	ハナス	話す		動詞-一般	和	2.3131	用	活動	言語	話・談話	708	440.788
PN	イ	位		接尾辞-名詞的-一般	漢	1.1962	体	関係	量	助数接辞	705	438.92
PN	サンカ	参加		名詞-普通名詞-サ変可能	漢	1.3540	体	活動	交わり	協力・参加	704	438.297
PN	セイ	生		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	702	437.052
PN	シャカイ	社会		名詞-普通名詞-一般	漢	1.2600	体	主体	社会	社会・世界	702	437.052
PN	タイカイ	大会		名詞-普通名詞-一般	漢	1.3510	体	活動	交わり	集会	699	435.185
PN	カイシャ	会社		名詞-普通名詞-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	699	435.185
PN	ニヒャク	二百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	699	435.185
PN	ナニ	何		代名詞	和	1.1010	体	関係	事柄	こそあど・他	698	434.562
PN	ナイ	内		接尾辞-名詞的-一般	漢	1.1770	体	関係	空間	内外	691	430.204
PN	フン	分		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	685	426.468
PN	ジギョウ	事業		名詞-普通名詞-一般	漢	1.3800	体	活動	事業	事業・業務	682	424.601
PN	ワタクシ	私	代名詞	代名詞	和	1.2010	体	主体	人間	われ・なれ・かれ	680	423.356
PN	チイキ	地域		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	675	420.243
PN	ジョウホウ	情報		名詞-普通名詞-一般	漢	1.3123	体	活動	言語	伝達・報知	667	415.262
PN	ツカウ	使う		動詞-一般	和	2.3852	用	活動	事業	扱い・操作・使用	666	414.639
PN	ジョセイ	女性		名詞-普通名詞-一般	漢	1.2040	体	主体	人間	男女	666	414.639
PN	ケンキュウ	研究		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	664	413.394
PN	ショウ	省		接尾辞-名詞的-一般	漢	1.2710	体	主体	機関	政府機関	660	410.904
PN	ダイ	大		接頭辞	漢	3.1912	相	関係	量	広狭・大小	659	410.281
PN	イイン	委員		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	656	408.414
PN	キギョウ	企業		名詞-普通名詞-一般	漢	1.3801	体	活動	事業	生産・産業	655	407.791
PN	キョウドウ	共同		名詞-普通名詞-サ変可能	漢	1.3540	体	活動	交わり	協力・参加	653	406.546
PN		“		補助記号-括弧開	記号						649	404.055
PN		”		補助記号-括弧閉	記号						649	404.055
PN	ヨウ	様		形状詞-助動詞語幹	漢	3.1130	相	関係	類	異同・類似	649	404.055
PN	シカシ	然し		接続詞	和	4.1130	他		接続	反対	643	400.32
PN	ショ	所		接尾辞-名詞的-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	642	399.697
PN	ダイガク	大学		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	641	399.075
PN	ハツ	初		名詞-普通名詞-一般	和	1.1650	体	関係	時間	順序	641	399.075
PN	ヒラク	開く		動詞-一般	和	2.1502	用	関係	作用	開始	639	397.83
PN	チュウ	中		接尾辞-名詞的-副詞可能	漢	1.1652	体	関係	時間	途中・盛り	637	396.585
PN		…		補助記号-一般	記号						631	392.849
PN	ハッピョウ	発表		名詞-普通名詞-サ変可能	漢	1.3140	体	活動	言語	宣告・宣言・発表	627	390.359
PN	ドウ	どう		副詞	和	3.1010	相	関係	真偽	こそあど・他	622	387.246
PN	ガッコウ	学校		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	622	387.246
PN	■■	■■		名詞-固有名詞-人名-姓							621	386.623
PN	オオサカ	オオサカ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	621	386.623
PN	チョウサ	調査		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	612	381.02
PN	オル	居る		動詞-非自立可能	和	2.1200	用	関係	存在	存在	610	379.775
PN	メートル	メートル	metre	名詞-普通名詞-助数詞可能	外	1.1962	体	関係	量	助数接辞	609	379.152
PN	ゴゴ	午後		名詞-普通名詞-副詞可能	漢	1.1635	体	関係	時間	朝晩	608	378.53
PN	ワカル	分かる		動詞-一般	和	2.3062	用	活動	心	注意・認知・了解	606	377.285
PN	イジョウ	以上		名詞-普通名詞-副詞可能	漢	1.1920	体	関係	量	程度・限度	606	377.285
PN	チョウ	町		名詞-普通名詞-助数詞可能	漢	1.2550	体	主体	公私	政治的区画	604	376.039
PN		‐		補助記号-一般	記号						603	375.417
PN	モツ	持つ		動詞-一般	和	2.3701	用	活動	経済	所有	601	374.172
PN	カノウ	可能		形状詞-一般	漢	3.1346	相	関係	様相	難易・安危	595	370.436
PN	コドモ	子供		名詞-普通名詞-一般	和	1.2050	体	主体	人間	老少	588	366.078
PN	ツヅク	続く		動詞-非自立可能	和	2.1504	用	関係	作用	連続・反復	588	366.078
PN	イラク	イラク	Iraq	名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	587	365.455
PN		▽		補助記号-一般	記号						580	361.097
PN		『		補助記号-括弧開	記号						577	359.23
PN		』		補助記号-括弧閉	記号						577	359.23
PN	カツドウ	活動		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	573	356.739
PN	ハイル	入る		動詞-一般	和	2.1532	用	関係	作用	入り・入れ	569	354.249
PN	ジダイ	時代		名詞-普通名詞-一般	漢	1.1623	体	関係	時間	時代	568	353.626
PN	シャシン	写真		名詞-普通名詞-一般	漢	1.3220	体	活動	芸術	芸術・美術	567	353.004
PN	ナカ	中		名詞-普通名詞-副詞可能	和	1.1770	体	関係	空間	内外	563	350.514
PN	ホウ	法		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	561	349.268
PN	ダイトウリョウ	大統領		名詞-普通名詞-一般	漢	1.2320	体	主体	人物	君主	555	345.533
PN	イン	員		接尾辞-名詞的-一般	漢	1.2400	体	主体	成員	成員・職	550	342.42
PN	コトシ	今年		名詞-普通名詞-副詞可能	和	1.1641	体	関係	時間	現在	547	340.552
PN	タリ	たり		助詞-副助詞	和						544	338.685
PN	ツヨイ	強い		形容詞-一般	和	3.1400	相	関係	力	力	544	338.685
PN	ゴヒャク	五百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	544	338.685
PN	ヒト	一		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	542	337.439
PN	カイギ	会議		名詞-普通名詞-サ変可能	漢	1.3133	体	活動	言語	会議・論議	542	337.439
PN	ブンカ	文化		名詞-普通名詞-一般	漢	1.3300	体	活動	生活	文化・歴史・風俗	539	335.572
PN	シエン	支援		名詞-普通名詞-サ変可能	漢	1.3650	体	活動	待遇	救護・救援	539	335.572
PN	ツヅケル	続ける		動詞-非自立可能	和	2.1504	用	関係	作用	連続・反復	539	335.572
PN	アン	案		名詞-普通名詞-一般	漢	1.3084	体	活動	心	計画・案	537	334.326
PN	ブ	部		名詞-普通名詞-助数詞可能	漢	1.2700	体	主体	機関	機関	536	333.704
PN	キロ	キロ	kilo	名詞-普通名詞-助数詞可能	外	1.1962	体	関係	量	助数接辞	536	333.704
PN	ゼンコク	全国		名詞-普通名詞-一般	漢	1.1940	体	関係	量	一般・全体・部分	535	333.081
PN	キタチョウセン	北朝鮮		名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	534	332.459
PN	モト	元		名詞-普通名詞-一般	和	1.1642	体	関係	時間	過去	533	331.836
PN	タカイ	高い		形容詞-一般	和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	529	329.346
PN	キョウト	キョウト		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	529	329.346
PN	シャ	車		接尾辞-名詞的-一般	漢	1.4650	体	生産物	機械	乗り物（陸上）	528	328.723
PN	マタ	又		接続詞	和	4.1110	他		接続	累加	527	328.101
PN	ヤル	遣る		動詞-非自立可能	和	2.3430	用	活動	行為	行為・活動	525	326.855
PN	リョク	力		接尾辞-名詞的-一般	漢	1.1400	体	関係	力	力	524	326.233
PN	ヨリ	より		助詞-格助詞	和						520	323.743
PN	ガワ	側		名詞-普通名詞-一般	和	1.1750	体	関係	空間	面・側・表裏	517	321.875
PN	カタ	方		接尾辞-名詞的-一般	和	1.3081	体	活動	心	方法	514	320.007
PN	カ	家		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	508	316.272
PN	シメス	示す		動詞-一般	和	2.3092	用	活動	心	見せる	505	314.404
PN	キョウギ	協議		名詞-普通名詞-サ変可能	漢	1.3133	体	活動	言語	会議・論議	505	314.404
PN	ド	度		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	504	313.781
PN	ジカン	時間		名詞-普通名詞-助数詞可能	漢	1.1600	体	関係	時間	時間	504	313.781
PN	チュウシン	中心		名詞-普通名詞-一般	漢	1.1742	体	関係	空間	中・隅・端	502	312.536
PN	カイハツ	開発		名詞-普通名詞-サ変可能	漢	1.3801	体	活動	事業	生産・産業	492	306.31
PN	メザス	目指す		動詞-一般	和	2.3042	用	活動	心	欲望・期待・失望	488	303.82
PN	ケイカク	計画		名詞-普通名詞-サ変可能	漢	1.3084	体	活動	心	計画・案	486	302.575
PN	ジミン	自民		名詞-固有名詞-一般	固	1.1500	体	関係	作用	作用・変化	486	302.575
PN	ウケル	受ける		動詞-一般	和	2.3430	用	活動	行為	行為・活動	486	302.575
PN	ハジメル	始める		動詞-非自立可能	和	2.1502	用	関係	作用	開始	482	300.084
PN		◆		補助記号-一般	記号						482	300.084
PN	シル	知る		動詞-一般	和	2.3062	用	活動	心	注意・認知・了解	477	296.972
PN	フタリ	二人		名詞-普通名詞-副詞可能	和	x.xxxx					477	296.972
PN	アト	後		名詞-普通名詞-副詞可能	和	1.1670	体	関係	時間	時間的前後	477	296.972
PN	トキ	時		名詞-普通名詞-副詞可能	和	1.1611	体	関係	時間	時機・時刻	476	296.349
PN	イチ	一		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	476	296.349
PN	ユウショウ	優勝		名詞-普通名詞-サ変可能	漢	1.3570	体	活動	交わり	勝敗	475	295.726
PN	セイカツ	生活		名詞-普通名詞-サ変可能	漢	1.3330	体	活動	生活	生活・起臥	474	295.104
PN	カイ	会		名詞-普通名詞-一般	漢	1.3510	体	活動	交わり	集会	472	293.859
PN	ナル	成る		動詞-非自立可能	和	2.1112	用	関係	類	因果	472	293.859
PN	ダイ	大	大学	接尾辞-名詞的-一般	漢	1.2630	体	主体	社会	社寺・学校	471	293.236
PN	サンビャク	三百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	467	290.746
PN	ホカ	他		名詞-普通名詞-副詞可能	和	1.1040	体	関係	事柄	本体・代理	463	288.255
PN	ヨウギ	容疑		名詞-普通名詞-一般	漢	1.3061	体	活動	心	思考・意見・疑い	462	287.633
PN	チーム	チーム	team	名詞-普通名詞-一般	外	1.2760	体	主体	機関	同盟・団体	460	286.388
PN	モトメル	求める		動詞-一般	和	2.3660	用	活動	待遇	請求・依頼	460	286.388
PN	トモ	共		名詞-普通名詞-一般	和	1.1130	体	関係	類	異同・類似	456	283.897
PN	ケン	権		接尾辞-名詞的-一般	漢	1.3401	体	活動	行為	権利	455	283.275
PN	コク	国		接尾辞-名詞的-一般	漢	1.2530	体	主体	公私	国	454	282.652
PN	サクヒン	作品		名詞-普通名詞-一般	漢	1.3200	体	活動	芸術	創作・著述	452	281.407
PN	カンキョウ	環境		名詞-普通名詞-一般	漢	1.1780	体	関係	空間	ふち・そば・まわり・沿い	452	281.407
PN	ベシ	べし		助動詞	和						451	280.784
PN	テロ	テロ	terrorism	名詞-普通名詞-一般	外	1.3550	体	活動	交わり	平和・治乱	450	280.162
PN	モラウ	貰う		動詞-非自立可能	和	2.3770	用	活動	経済	授受	449	279.539
PN		〜		補助記号-一般	記号						449	279.539
PN	テレビ	テレビ	television	名詞-普通名詞-一般	外	1.4620	体	生産物	機械	電気器具・部品	448	278.917
PN	イマ	今		名詞-普通名詞-副詞可能	和	1.1641	体	関係	時間	現在	447	278.294
PN	キョウイク	教育		名詞-普通名詞-サ変可能	漢	1.3640	体	活動	待遇	教育・養成	446	277.672
PN	ハジメテ	初めて		副詞	和	3.1670	相	関係	時間	時間的前後	445	277.049
PN	クニ	国		名詞-普通名詞-一般	和	1.2530	体	主体	公私	国	445	277.049
PN	コロ	頃		名詞-普通名詞-副詞可能	和	1.1611	体	関係	時間	時機・時刻	442	275.181
PN	モノ	物		名詞-普通名詞-サ変可能	和	1.4000	体	生産物	物品	物品	440	273.936
PN	セイケン	政権		名詞-普通名詞-一般	漢	1.3401	体	活動	行為	権利	436	271.446
PN	カク	核		名詞-普通名詞-一般	漢	1.5100	体	自然	物質	物体・物質	435	270.823
PN	オオキイ	大きい		形容詞-一般	和	3.1912	相	関係	量	広狭・大小	433	269.578
PN	カイチョウ	会長		名詞-普通名詞-一般	漢	1.2430	体	主体	成員	長	433	269.578
PN	テン	店		接尾辞-名詞的-一般	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	432	268.955
PN	ト	都		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	432	268.955
PN	ゴゼン	午前		名詞-普通名詞-副詞可能	漢	1.1635	体	関係	時間	朝晩	431	268.333
PN	キメル	決める		動詞-一般	和	2.3067	用	活動	心	決心・解決・決定・迷い	429	267.088
PN	フ	不		接頭辞	漢	3.1120	相	関係	類	相対	426	265.22
PN	ヒトリ	一人		名詞-普通名詞-副詞可能	和	x.xxxx					426	265.22
PN	シセツ	施設		名詞-普通名詞-サ変可能	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	425	264.597
PN	クレル	呉れる		動詞-非自立可能	和	2.3770	用	活動	経済	授受	425	264.597
PN	ケッカ	結果		名詞-普通名詞-副詞可能	漢	1.1112	体	関係	類	因果	425	264.597
