register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OW	ヨン	四		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	21124	3745.159
OW	ダイ	第		接頭辞	漢	3.1101	相	関係	類	等級・系列	20021	3549.604
OW	オヨビ	及び		接続詞	和	4.1110	他		接続	累加	18453	3271.607
OW	モ	も		助詞-係助詞	和						18165	3220.546
OW	ロク	六		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	18046	3199.448
OW	ゴジュウ	五十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	17651	3129.417
OW	ツク	つく		動詞-一般	和	2.3311	用	活動	生活	処世・出処進退	17117	3034.742
OW	カラ	から		助詞-格助詞	和						17109	3033.324
OW	ナル	成る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	17088	3029.601
OW	オコナウ	行う		動詞-一般	和	2.3430	用	活動	行為	行為・活動	16483	2922.338
OW	タメ	為		名詞-普通名詞-副詞可能	和	1.1113	体	関係	類	理由・目的・証拠	16436	2914.005
OW	ハチ	八		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	16336	2896.276
OW	キュウ	九		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	16067	2848.584
OW	ナナ	七		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	15907	2820.217
OW	ガツ	月		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	14841	2631.221
OW	マタ	又		接続詞	和	4.1110	他		接続	累加	14327	2540.092
OW	ジギョウ	事業		名詞-普通名詞-一般	漢	1.3800	体	活動	事業	事業・業務	14259	2528.036
OW	カ	化		接尾辞-名詞的-サ変可能	漢	1.1500	体	関係	作用	作用・変化	13800	2446.658
OW	ニジュウ	二十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	13444	2383.541
OW	ソノ	其の		連体詞	和	3.1010	相	関係	真偽	こそあど・他	12758	2261.918
OW	ニ	二		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	12033	2133.38
OW	イチ	一		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	11743	2081.964
OW	ケンキュウ	研究		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	11276	1999.168
OW	ヤ	や		助詞-副助詞	和						11195	1984.807
OW	セイビ	整備		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	10984	1947.398
OW	チイキ	地域		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	10900	1932.505
OW	ト	と		助詞-接続助詞	和						10545	1869.566
OW	タイスル	対する		動詞-一般	混	2.1120	用	関係	類	相対	10477	1857.51
OW	ヨンジュウ	四十		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	10354	1835.703
OW	リ	り		助動詞	和						10253	1817.796
OW	ズ	図		名詞-普通名詞-一般	漢	1.3115	体	活動	言語	表・図・譜・式	10179	1804.676
OW	モノ	物		名詞-普通名詞-サ変可能	和	1.1000	体	関係	事柄	事柄	10061	1783.756
OW	コノ	此の		連体詞	和	3.1010	相	関係	真偽	こそあど・他	9827	1742.269
OW	ラレル	られる		助動詞	和						9760	1730.39
OW	ネンド	年度		名詞-普通名詞-一般	漢	1.1962	体	関係	量	助数接辞	9748	1728.263
OW	ロクジュウ	六十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	9582	1698.832
OW	サンジュウ	三十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	9513	1686.599
OW	チョウサ	調査		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	9379	1662.841
OW	ジッシ	実施		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	9356	1658.763
OW	ミル	見る		動詞-非自立可能	和	2.3091	用	活動	心	見る	9349	1657.522
OW	コレ	此れ		代名詞	和	1.1010	体	関係	事柄	こそあど・他	9034	1601.675
OW	ガ	が		助詞-接続助詞	和						9002	1596.001
OW	クニ	国		名詞-普通名詞-一般	和	1.2530	体	主体	公私	国	8829	1565.329
OW	カイハツ	開発		名詞-普通名詞-サ変可能	漢	1.3801	体	活動	事業	生産・産業	8551	1516.042
OW	ヘイセイ	平成		名詞-固有名詞-一般	固	1.1623	体	関係	時間	時代	8514	1509.482
OW	カンスル	関する		動詞-一般	混	2.1110	用	関係	類	関係	8506	1508.063
OW	ナド	など		助詞-副助詞	和						8389	1487.32
OW	ハカル	図る		動詞-一般	和	2.3084	用	活動	心	計画・案	8147	1444.415
OW	スイシン	推進		名詞-普通名詞-サ変可能	漢	1.1660	体	関係	時間	新旧・遅速	8104	1436.791
OW	ゾウカ	増加		名詞-普通名詞-サ変可能	漢	1.1580	体	関係	作用	増減・補充	8086	1433.6
OW	ヨウ	様		形状詞-助動詞語幹	漢	3.1300					8075	1431.65
OW	セン	千		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	8051	1427.395
OW	カンキョウ	環境		名詞-普通名詞-一般	漢	1.1780	体	関係	空間	ふち・そば・まわり・沿い	7984	1415.516
OW	キギョウ	企業		名詞-普通名詞-一般	漢	1.3801	体	活動	事業	生産・産業	7938	1407.36
OW	ショウワ	昭和		名詞-固有名詞-一般	固	1.1623	体	関係	時間	時代	7784	1380.057
OW	オル	居る		動詞-非自立可能	和	2.1200	用	関係	存在	存在	7732	1370.838
OW	キュウジュウ	九十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	7666	1359.136
OW	エン	円	助数詞	名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	7659	1357.895
OW	ベツ	別		名詞-普通名詞-形状詞可能	漢	1.1010	体	関係	事柄	こそあど・他	7628	1352.399
OW	セイ	性		接尾辞-名詞的-一般	漢	1.1330	体	関係	様相	性質	7566	1341.407
OW	タイサク	対策		名詞-普通名詞-一般	漢	1.3084	体	活動	心	計画・案	7521	1333.429
OW	ハチジュウ	八十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	7451	1321.018
OW	マン	万		名詞-数詞	漢	1.1962	体	関係	量	助数接辞	7363	1305.416
OW	ヒョウ	表		名詞-普通名詞-一般	漢	1.3115	体	活動	言語	表・図・譜・式	7361	1305.062
OW	ヒャク	百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	7184	1273.681
OW	ナナジュウ	七十		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	7025	1245.491
OW	シセツ	施設		名詞-普通名詞-サ変可能	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	6924	1227.584
OW	サン	三		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	6872	1218.365
OW	リヨウ	利用		名詞-普通名詞-サ変可能	漢	1.3852	体	活動	事業	扱い・操作・使用	6811	1207.55
OW	ナイ	ない		助動詞	和						6782	1202.409
OW	ヘ	へ		助詞-格助詞	和						6682	1184.679
OW	ワガ	我が		連体詞	和	3.1040	相	関係	真偽	本体・代理	6632	1175.814
OW	ヒ	費		接尾辞-名詞的-一般	漢	1.3730	体	活動	経済	価格・費用	6631	1175.637
OW	カツドウ	活動		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	6629	1175.283
OW	ケイカク	計画		名詞-普通名詞-サ変可能	漢	1.3084	体	活動	心	計画・案	6617	1173.155
OW	ジョウホウ	情報		名詞-普通名詞-一般	漢	1.3123	体	活動	言語	伝達・報知	6564	1163.758
OW	ケイザイ	経済		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	6533	1158.262
OW	カンケイ	関係		名詞-普通名詞-サ変可能	漢	1.1110	体	関係	類	関係	6424	1138.937
OW	トモ	共		名詞-普通名詞-一般	和	1.1130	体	関係	類	異同・類似	6315	1119.612
OW	ニン	人		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	6303	1117.485
OW	ネンド	年度		名詞-普通名詞-一般	漢	1.1630	体	関係	時間	年	6292	1115.535
OW	スウ	数		名詞-普通名詞-一般	漢	1.1902	体	関係	量	数	6246	1107.379
OW	ジョウキョウ	状況		名詞-普通名詞-一般	漢	1.1300	体	関係	様相	様相・情勢	6222	1103.124
OW	ケン	県		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	6125	1085.926
OW	イウ	言う		動詞-一般	和	2.3100	用	活動	言語	言語活動	5907	1047.276
OW	カイ	会		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	5838	1035.043
OW	アンゼン	安全		名詞-普通名詞-形状詞可能	漢	1.1346	体	関係	様相	難易・安危	5687	1008.272
OW		．		補助記号-句点	記号						5604	993.556
OW	ショウ	省		接尾辞-名詞的-一般	漢	1.2710	体	主体	機関	政府機関	5586	990.365
OW	リツ	率		名詞-普通名詞-一般	漢	1.1930	体	関係	量	和・差・比・率など	5495	974.231
OW	セイサン	生産		名詞-普通名詞-サ変可能	漢	1.3801	体	活動	事業	生産・産業	5424	961.643
OW	リョク	力		接尾辞-名詞的-一般	漢	1.1400	体	関係	力	力	5366	951.36
OW	キュウヒャク	九百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	5320	943.205
OW	シャカイ	社会		名詞-普通名詞-一般	漢	1.2600	体	主体	社会	社会・世界	5243	929.553
OW	ギョウ	業		接尾辞-名詞的-一般	漢	1.3800	体	活動	事業	事業・業務	5229	927.071
OW	シリョウ	資料		名詞-普通名詞-一般	漢	1.1040	体	関係	事柄	本体・代理	5212	924.057
OW	レイ	零		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	5071	899.059
OW	オク	億		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	4955	878.492
OW	ギジュツ	技術		名詞-普通名詞-一般	漢	1.3850	体	活動	事業	技術・設備・修理	4946	876.897
OW	コウツウ	交通		名詞-普通名詞-サ変可能	漢	1.3830	体	活動	事業	運輸	4941	876.01
OW	コク	国		接尾辞-名詞的-一般	漢	1.2530	体	主体	公私	国	4938	875.478
OW	サンギョウ	産業		名詞-普通名詞-一般	漢	1.3801	体	活動	事業	生産・産業	4822	854.912
OW	ヒツヨウ	必要		名詞-普通名詞-形状詞可能	漢	1.3711	体	活動	経済	需給	4818	854.203
OW	キョウリョク	協力		名詞-普通名詞-サ変可能	漢	1.3540	体	活動	交わり	協力・参加	4775	846.579
OW	シメル	占める		動詞-一般	和	2.3701	用	活動	経済	所有	4739	840.197
OW	チョウ	庁		接尾辞-名詞的-一般	漢	1.2710	体	主体	機関	政府機関	4717	836.296
OW	ゲンショウ	減少		名詞-普通名詞-サ変可能	漢	1.1580	体	関係	作用	増減・補充	4711	835.233
OW	マデ	まで		助詞-副助詞	和						4631	821.049
OW	ブツ	物		接尾辞-名詞的-一般	漢	1.4000	体	生産物	物品	物品	4619	818.922
OW	ホウ	法		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	4617	818.567
OW	ゼンネン	前年		名詞-普通名詞-副詞可能	漢	1.1670	体	関係	時間	時間的前後	4603	816.085
OW	ゾウ	増		名詞-普通名詞-一般	漢	1.1580	体	関係	作用	増減・補充	4602	815.908
OW	トシ	都市		名詞-普通名詞-一般	漢	1.2540	体	主体	公私	都会・田舎	4593	814.312
OW	ニッポン	日本		名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	4557	807.929
OW	ツウシン	通信		名詞-普通名詞-サ変可能	漢	1.3122	体	活動	言語	通信	4524	802.079
OW		：		補助記号-一般	記号						4496	797.114
OW	モンダイ	問題		名詞-普通名詞-一般	漢	1.3070	体	活動	心	意味・問題・趣旨など	4465	791.618
OW	ロウドウ	労働		名詞-普通名詞-サ変可能	漢	1.3320	体	活動	生活	労働・作業・休暇	4453	789.491
OW	キカン	機関		名詞-普通名詞-一般	漢	1.2700	体	主体	機関	機関	4443	787.718
OW	クル	来る		動詞-非自立可能	和	2.1527	用	関係	作用	往復	4436	786.477
OW	ショ	所		接尾辞-名詞的-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	4390	778.321
OW	チュウ	注		名詞-普通名詞-一般	漢	1.3136	体	活動	言語	説明	4367	774.244
OW	コクサイ	国際		名詞-普通名詞-一般	漢	1.3500	体	活動	交わり	交わり	4365	773.889
OW	ドウ	同		名詞-普通名詞-一般	漢	1.1130	体	関係	類	異同・類似	4352	771.584
OW	セイカツ	生活		名詞-普通名詞-サ変可能	漢	1.3330	体	活動	生活	生活・起臥	4264	755.982
OW		〜		補助記号-一般	記号						4258	754.918
OW	チホウ	地方		名詞-普通名詞-一般	漢	1.2540	体	主体	公私	都会・田舎	4218	747.827
OW	タカイ	高い		形容詞-一般	和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	4131	732.402
OW	マン	万		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	4082	723.715
OW	キョウイク	教育		名詞-普通名詞-サ変可能	漢	1.3640	体	活動	待遇	教育・養成	4076	722.651
OW	ユニュウ	輸入		名詞-普通名詞-サ変可能	漢	1.3760	体	活動	経済	取引	4052	718.396
OW	ワリアイ	割合		名詞-普通名詞-一般	和	1.1930	体	関係	量	和・差・比・率など	4046	717.332
OW	ケン	件		名詞-普通名詞-助数詞可能	漢	1.1000	体	関係	事柄	事柄	3975	704.744
OW	シャ	車		接尾辞-名詞的-一般	漢	1.4650	体	生産物	機械	乗り物（陸上）	3966	703.149
OW	セイド	制度		名詞-普通名詞-一般	漢	1.3082	体	活動	心	制度・慣例	3948	699.957
OW	スイイ	推移		名詞-普通名詞-サ変可能	漢	1.1500	体	関係	作用	作用・変化	3936	697.83
OW	ヨウ	用		接尾辞-名詞的-一般	漢	1.1113	体	関係	類	理由・目的・証拠	3893	690.206
OW	ショリ	処理		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	3886	688.965
OW	ヒ	比		名詞-普通名詞-一般	漢	1.1930	体	関係	量	和・差・比・率など	3865	685.242
OW	ラ	等		接尾辞-名詞的-一般	和	1.1951	体	関係	量	群・組・対	3836	680.1
OW	イク	行く		動詞-非自立可能	和	2.3430	用	活動	行為	行為・活動	3816	676.554
OW	ガク	額		名詞-普通名詞-一般	漢	1.1901	体	関係	量	値・額	3813	676.023
OW	ハッセイ	発生		名詞-普通名詞-サ変可能	漢	1.1211	体	関係	存在	発生・復活	3805	674.604
OW	イジョウ	以上		名詞-普通名詞-副詞可能	漢	1.1920	体	関係	量	程度・限度	3789	671.768
OW	ニセン	二千		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3778	669.817
OW	ゲンシ	原子		名詞-普通名詞-一般	漢	1.5100	体	自然	物質	物体・物質	3740	663.08
OW	キボ	規模		名詞-普通名詞-一般	漢	1.1912	体	関係	量	広狭・大小	3725	660.421
OW	フ	府		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	3684	653.152
OW	シ	市		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	3677	651.911
OW	サイガイ	災害		名詞-普通名詞-一般	漢	1.3310	体	活動	生活	人生・禍福	3642	645.705
OW	ノ	の		助詞-準体助詞	和						3632	643.932
OW	ボウサイ	防災		名詞-普通名詞-一般	漢	1.1563	体	関係	作用	防止・妨害・回避	3606	639.323
OW	ジュウタク	住宅		名詞-普通名詞-一般	漢	1.4400	体	生産物	住居	住居	3599	638.082
OW	ショウ	小		接頭辞	漢	3.1912	相	関係	量	広狭・大小	3596	637.55
OW	ダンタイ	団体		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	3562	631.522
OW	ボウシ	防止		名詞-普通名詞-サ変可能	漢	1.1563	体	関係	作用	防止・妨害・回避	3545	628.508
OW	ガッコウ	学校		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	3518	623.721
OW	ソクシン	促進		名詞-普通名詞-サ変可能	漢	1.1660	体	関係	時間	新旧・遅速	3488	618.402
OW	ナイ	無い		形容詞-非自立可能	和	3.1200	相	関係	存在	存在	3480	616.984
OW	ショウヒ	消費		名詞-普通名詞-サ変可能	漢	1.3710	体	活動	経済	経済・収支	3472	615.565
OW	モノ	者		名詞-普通名詞-一般	和	1.2000	体	主体	人間	人間	3463	613.97
OW	カンリ	管理		名詞-普通名詞-サ変可能	漢	1.3620	体	活動	待遇	運営	3460	613.438
OW	オオイ	多い		形容詞-一般	和	3.1910	相	関係	量	多少	3458	613.083
OW	クラベル	比べる		動詞-一般	和	2.3063	用	活動	心	比較・参考・区別・選択	3449	611.488
OW	モトヅク	基づく		動詞-一般	和	2.1110	用	関係	類	関係	3416	605.637
OW	ネン	年		名詞-普通名詞-助数詞可能	漢	1.1630	体	関係	時間	年	3406	603.864
OW	ト	都		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	3387	600.495
OW	ジコ	事故		名詞-普通名詞-一般	漢	1.1000	体	関係	事柄	事柄	3372	597.836
OW	デキル	出来る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	3366	596.772
OW	バアイ	場合		名詞-普通名詞-副詞可能	和	1.1690	体	関係	時間	場合	3356	594.999
OW	サイ	歳		接尾辞-名詞的-助数詞	漢	1.1962	体	関係	量	助数接辞	3356	594.999
OW	イイン	委員		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	3329	590.212
OW	シドウ	指導		名詞-普通名詞-サ変可能	漢	1.3640	体	活動	待遇	教育・養成	3281	581.702
OW	コクミン	国民		名詞-普通名詞-一般	漢	1.2301	体	主体	人物	国民・住民	3280	581.525
OW	コウガイ	公害		名詞-普通名詞-一般	漢	1.3310	体	活動	生活	人生・禍福	3279	581.348
OW	ヨン	四		名詞-数詞	和	1.1961	体	関係	量	順位記号（甲乙丙）	3226	571.951
OW	コウキョウ	公共		名詞-普通名詞-一般	漢	1.3610	体	活動	待遇	公式・公平	3208	568.76
OW	ケンセツ	建設		名詞-普通名詞-サ変可能	漢	1.3822	体	活動	事業	建設・土木	3202	567.696
OW	シメス	示す		動詞-一般	和	2.3092	用	活動	心	見せる	3176	563.086
OW	カクホ	確保		名詞-普通名詞-サ変可能	漢	1.3701	体	活動	経済	所有	3175	562.909
OW	ジュウヨウ	重要		形状詞-一般	漢	3.3070	相	活動	心	意味・問題・趣旨など	3167	561.491
OW	ニヒャク	二百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3155	559.363
OW	ノウギョウ	農業		名詞-普通名詞-一般	漢	1.3810	体	活動	事業	農業・林業	3139	556.526
OW	ソウゴウ	総合		名詞-普通名詞-サ変可能	漢	1.1550	体	関係	作用	合体・出会い・集合など	3124	553.867
OW	ダイ	大		接頭辞	漢	3.1912	相	関係	量	広狭・大小	3092	548.194
OW	トウシ	投資		名詞-普通名詞-サ変可能	漢	1.3710	体	活動	経済	経済・収支	3065	543.407
OW	リョウ	量		名詞-普通名詞-一般	漢	1.1900	体	関係	量	量	3052	541.102
OW	ギジュツ	技術		名詞-普通名詞-一般	漢	1.3421	体	活動	行為	才能	3049	540.57
OW	ジドウ	自動		名詞-普通名詞-一般	漢	1.1510	体	関係	作用	動き	3023	535.96
OW	カカク	価格		名詞-普通名詞-一般	漢	1.3730	体	活動	経済	価格・費用	3012	534.01
OW	ユシュツ	輸出		名詞-普通名詞-サ変可能	漢	1.3760	体	活動	経済	取引	2987	529.578
OW	ホゴ	保護		名詞-普通名詞-サ変可能	漢	1.3650	体	活動	待遇	救護・救援	2978	527.982
OW	カク	各		接頭辞	漢	3.1940	相	関係	量	一般・全体・部分	2969	526.386
OW	システム	システム	system	名詞-普通名詞-一般	外	1.1320	体	関係	様相	内容・構成	2969	526.386
OW	ソチ	措置		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	2966	525.855
OW	タイオウ	対応		名詞-普通名詞-サ変可能	漢	1.1120	体	関係	類	相対	2962	525.145
OW	カガク	科学		名詞-普通名詞-サ変可能	漢	1.3074	体	活動	心	学問・学科	2960	524.791
OW	ヤク	約		接頭辞	漢	3.1920	相	関係	量	程度	2947	522.486
OW	サービス	サービス	service	名詞-普通名詞-サ変可能	外	1.3711	体	活動	経済	需給	2945	522.131
OW	キョウカ	強化		名詞-普通名詞-サ変可能	漢	1.1500	体	関係	作用	作用・変化	2900	514.153
OW	ホカ	他		名詞-普通名詞-副詞可能	和	1.1040	体	関係	事柄	本体・代理	2887	511.848
OW	キホン	基本		名詞-普通名詞-一般	漢	1.1111	体	関係	類	本末	2870	508.834
OW	ケイサツ	警察		名詞-普通名詞-一般	漢	1.2720	体	主体	機関	公共機関	2850	505.288
OW	トクニ	特に		副詞	混	3.1331	相	関係	様相	特徴	2841	503.693
OW	ドウ	道		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	2835	502.629
OW	タ	他		名詞-普通名詞-副詞可能	漢	1.1040	体	関係	事柄	本体・代理	2823	500.502
OW	オオキイ	大きい		形容詞-一般	和	3.1912	相	関係	量	広狭・大小	2806	497.488
OW	カクダイ	拡大		名詞-普通名詞-サ変可能	漢	1.1581	体	関係	作用	伸縮	2786	493.942
OW	チュウシン	中心		名詞-普通名詞-一般	漢	1.1742	体	関係	空間	中・隅・端	2773	491.637
OW	ウチ	内		名詞-普通名詞-副詞可能	和	1.1770	体	関係	空間	内外	2759	489.155
OW	チュウ	中		接頭辞	漢	3.1912	相	関係	量	広狭・大小	2752	487.914
OW	ボウエキ	貿易		名詞-普通名詞-サ変可能	漢	1.3760	体	活動	経済	取引	2751	487.736
OW	タイセイ	体制		名詞-普通名詞-一般	漢	1.1320	体	関係	様相	内容・構成	2727	483.481
OW	カンガエル	考える		動詞-一般	和	2.3061	用	活動	心	思考・意見・疑い	2721	482.418
OW	ブンヤ	分野		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	2720	482.24
OW	タイショウ	対象		名詞-普通名詞-一般	漢	1.1000	体	関係	事柄	事柄	2701	478.872
OW	ショウガイ	障害		名詞-普通名詞-サ変可能	漢	1.5720	体	自然	生命	障害・けが	2696	477.985
OW	コウジョウ	向上		名詞-普通名詞-サ変可能	漢	1.1583	体	関係	作用	進歩・衰退	2694	477.631
OW	ジョウショウ	上昇		名詞-普通名詞-サ変可能	漢	1.1540	体	関係	作用	上がり・下がり	2686	476.212
OW	サラニ	更に		接続詞	和	4.1110	他		接続	累加	2686	476.212
OW	チ	地		名詞-普通名詞-一般	漢	1.1700	体	関係	空間	空間・場所	2681	475.326
OW	トオリ	通り		名詞-普通名詞-助数詞可能	和	1.1130	体	関係	類	異同・類似	2677	474.617
OW	ゼンタイ	全体		名詞-普通名詞-一般	漢	1.1940	体	関係	量	一般・全体・部分	2668	473.021
OW	トウケイ	統計		名詞-普通名詞-サ変可能	漢	1.3064	体	活動	心	測定・計算	2663	472.134
OW	ジンコウ	人口		名詞-普通名詞-一般	漢	1.1902	体	関係	量	数	2649	469.652
OW	ケイコウ	傾向		名詞-普通名詞-一般	漢	1.1300	体	関係	様相	様相・情勢	2642	468.411
OW	ドウロ	道路		名詞-普通名詞-一般	漢	1.4710	体	生産物	土地利用	道路・橋	2623	465.043
OW	イコウ	以降		名詞-普通名詞-副詞可能	漢	1.1670	体	関係	時間	時間的前後	2613	463.27
OW	ケッカ	結果		名詞-普通名詞-副詞可能	漢	1.1112	体	関係	類	因果	2610	462.738
OW	ケンスウ	件数		名詞-普通名詞-一般	漢	1.1902	体	関係	量	数	2608	462.383
OW	ヒン	品		接尾辞-名詞的-一般	漢	1.4000	体	生産物	物品	物品	2584	458.128
OW	シエン	支援		名詞-普通名詞-サ変可能	漢	1.3650	体	活動	待遇	救護・救援	2574	456.355
OW	エイキョウ	影響		名詞-普通名詞-サ変可能	漢	1.1112	体	関係	類	因果	2566	454.937
OW	ヘンカ	変化		名詞-普通名詞-サ変可能	漢	1.1500	体	関係	作用	作用・変化	2559	453.696
OW	ケントウ	検討		名詞-普通名詞-サ変可能	漢	1.3061	体	活動	心	思考・意見・疑い	2553	452.632
OW	ヨリ	より		助詞-格助詞	和						2530	448.554
OW	タメ	為		名詞-普通名詞-副詞可能	和	1.1112	体	関係	類	因果	2523	447.313
OW	キジュン	基準		名詞-普通名詞-一般	漢	1.1101	体	関係	類	等級・系列	2516	446.072
OW	ススメル	進める		動詞-一般	和	2.1526	用	関係	作用	進退	2489	441.285
OW	トモナウ	伴う		動詞-一般	和	2.1525	用	関係	作用	連れ・導き・追い・逃げなど	2477	439.158
OW	ニン	人		接尾辞-名詞的-一般	漢	1.1962	体	関係	量	助数接辞	2404	426.215
OW	ショウボウ	消防		名詞-普通名詞-一般	漢	x.xxxx					2392	424.088
OW	ジュウジツ	充実		名詞-普通名詞-サ変可能	漢	1.1580	体	関係	作用	増減・補充	2386	423.024
