register	UniDic:lForm	UniDic:lemma	UniDic:pos	UniDic:subLemma	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
PB	イク	行く	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	34225	1019.223
PB	バアイ	場合	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	34146	1016.87
PB	ニジュウ	二十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	33895	1009.395
PB	ダイ	第	接頭辞		漢	3.1101	相	関係	類	等級・系列	33856	1008.234
PB	ヨ	よ	助詞-終助詞		和						33239	989.86
PB	ロク	六	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	32460	966.661
PB	マタ	又	接続詞		和	4.1110	他		接続	累加	32428	965.708
PB	ジブン	自分	名詞-普通名詞-一般		漢	1.2020	体	主体	人間	自他	31495	937.923
PB	ニッポン	日本	名詞-固有名詞-地名-国		固	1.2590	体	主体	公私	固有地名	31299	932.086
PB	ダケ	だけ	助詞-副助詞		和						31129	927.024
PB	ツ	つ	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	30941	921.425
PB	ヨウ	様	形状詞-助動詞語幹		漢	3.1130	相	関係	類	異同・類似	30919	920.77
PB		『	補助記号-括弧開		記号						30466	907.28
PB		』	補助記号-括弧閉		記号						30449	906.773
PB	セイ	性	接尾辞-名詞的-一般		漢	1.1330	体	関係	様相	性質	30431	906.237
PB	カレ	彼	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	29861	889.263
PB	ソウ	そう	副詞		和	3.1010	相	関係	真偽	こそあど・他	29328	873.39
PB	ハチ	八	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	29315	873.003
PB	カンガエル	考える	動詞-一般		和	2.3061	用	活動	心	思考・意見・疑い	28678	854.033
PB	ナカ	中	名詞-普通名詞-副詞可能		和	1.1770	体	関係	空間	内外	28039	835.003
PB	ネ	ね	助詞-終助詞		和						27757	826.605
PB	モノ	物	名詞-普通名詞-サ変可能		和	1.4000	体	生産物	物品	物品	27442	817.225
PB	キュウ	九	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	27111	807.368
PB	ナナ	七	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	27046	805.432
PB		―	補助記号-一般		記号	x.xxxx					26959	802.841
PB	キュウヒャク	九百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	26902	801.144
PB	ラ	等	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	26364	785.122
PB		‐	補助記号-一般		記号						26083	776.754
PB	ガツ	月	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	25492	759.154
PB	ドウ	どう	副詞		和	3.1010	相	関係	真偽	こそあど・他	25481	758.826
PB	シマウ	仕舞う	動詞-非自立可能		和	2.1503	用	関係	作用	終了・中止・停止	25446	757.784
PB	ツク	つく	動詞-一般		和	2.3311	用	活動	生活	処世・出処進退	24630	733.483
PB	タイ	たい	助動詞		和						24516	730.088
PB	オク	於く	動詞-一般		和	2.1513	用	関係	作用	固定・傾き・転倒など	24512	729.969
PB	シカシ	然し	接続詞		和	4.1130	他		接続	反対	23735	706.83
PB	イチ	一	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	23703	705.877
PB	ニ	二	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	23686	705.371
PB	オコナウ	行う	動詞-一般		和	2.3430	用	活動	行為	行為・活動	23390	696.556
PB	サンジュウ	三十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	23078	687.265
PB		！	補助記号-句点		記号						22915	682.41
PB	トキ	時	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	22553	671.63
PB	ナガラ	ながら	助詞-接続助詞		和						21981	654.596
PB			カタカナ文								21953	653.762
PB	タイスル	対する	動詞-一般		混	2.1120	用	関係	類	相対	21803	649.295
PB	モツ	持つ	動詞-一般		和	2.3701	用	活動	経済	所有	21634	644.262
PB	トキ	時	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	21448	638.723
PB	カ	化	接尾辞-名詞的-サ変可能		漢	1.1500	体	関係	作用	作用・変化	21345	635.656
PB	ワカル	分かる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	20908	622.642
PB	テン	．	名詞-普通名詞-一般		記号						20814	619.843
PB	サ	さ	接尾辞-名詞的-一般		和	1.1920	体	関係	量	程度・限度	20463	609.39
PB	タリ	たり	助詞-副助詞		和						20224	602.272
PB	ソシテ	そして	接続詞		和	4.1110	他		接続	累加	19329	575.619
PB	ヤル	遣る	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	19189	571.45
PB	モンダイ	問題	名詞-普通名詞-一般		漢	1.3070	体	活動	心	意味・問題・趣旨など	18864	561.771
PB	イク	行く	動詞-非自立可能		和	2.1527	用	関係	作用	往復	18804	559.985
PB	ヨリ	より	助詞-格助詞		和						18678	556.232
PB	ジン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	18499	550.902
PB	ツカウ	使う	動詞-一般		和	2.3852	用	活動	事業	扱い・操作・使用	18365	546.911
PB	オク	置く	動詞-非自立可能		和	2.1513	用	関係	作用	固定・傾き・転倒など	18287	544.588
PB	ナ	な	助詞-終助詞		和						18170	541.104
PB	エー	Ａ	記号-文字		記号						18121	539.645
PB	ヒト	一	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	18107	539.228
PB	ヒャク	百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	18020	536.637
PB	トコロ	所	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	17689	526.78
PB	カンケイ	関係	名詞-普通名詞-サ変可能		漢	1.1110	体	関係	類	関係	17517	521.658
PB	テル	てる	助動詞		和						17376	517.459
PB	シル	知る	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	17284	514.719
PB	ゴジュウ	五十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	17051	507.78
PB	キュウジュウ	九十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	16987	505.874
PB	サン	三	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	16729	498.191
PB	クレル	呉れる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	16640	495.541
PB	メ	目	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	16485	490.925
PB	シャカイ	社会	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	16473	490.567
PB	ソコ	其処	代名詞		和	1.1700	体	関係	空間	空間・場所	16360	487.202
PB	ッテ	って	助詞-副助詞		和						16312	485.773
PB	ヨンジュウ	四十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	16219	483.003
PB		：	補助記号-一般		記号						16018	477.017
PB	レイ	零	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	15894	473.325
PB	オオイ	多い	形容詞-一般		和	3.1910	相	関係	量	多少	15408	458.852
PB	トウ	等	接尾辞-名詞的-一般		漢	1.1951	体	関係	量	群・組・対	15223	453.342
PB	ホド	ほど	助詞-副助詞		和						15157	451.377
PB	ズ	図	名詞-普通名詞-一般		漢	1.3115	体	活動	言語	表・図・譜・式	15043	447.982
PB	ナル	成る	動詞-非自立可能		和	2.1112	用	関係	類	因果	14883	443.217
PB	ボク	僕	代名詞		漢	1.2010	体	主体	人間	われ・なれ・かれ	14337	426.957
PB	ハイル	入る	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	14280	425.26
PB	ベシ	べし	助動詞		和						14257	424.575
PB		〜	補助記号-一般		記号						14126	420.674
PB	コウ	こう	副詞		和	3.1010	相	関係	真偽	こそあど・他	14030	417.815
PB	ニンゲン	人間	名詞-普通名詞-一般		漢	1.2000	体	主体	人間	人間	14001	416.951
PB	アト	後	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	13940	415.134
PB	ツギ	次	名詞-普通名詞-一般		和	1.1650	体	関係	時間	順序	13744	409.298
PB	ミル	見る	動詞-非自立可能		和	2.3065	用	活動	心	研究・試験・調査・検査など	13727	408.791
PB	ヒツヨウ	必要	名詞-普通名詞-形状詞可能		漢	1.3711	体	活動	経済	需給	13711	408.315
PB	カタ	方	接尾辞-名詞的-一般		和	1.3081	体	活動	心	方法	13566	403.997
PB	テ	手	名詞-普通名詞-助数詞可能		和	1.5603	体	自然	身体	手足・指	13427	399.857
PB	ジカン	時間	名詞-普通名詞-助数詞可能		漢	1.1600	体	関係	時間	時間	13335	397.118
PB	ケレド	けれど	助詞-接続助詞		和						13325	396.82
PB	デキル	出来る	動詞-非自立可能		和	2.3421	用	活動	行為	才能	13239	394.259
PB	ホウ	方	名詞-普通名詞-一般		漢	1.1010	体	関係	事柄	こそあど・他	13158	391.846
PB	オル	居る	動詞-非自立可能		和	2.1200	用	関係	存在	存在	13140	391.31
PB	ロクジュウ	六十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	13115	390.566
PB	ウエ	上	名詞-普通名詞-副詞可能		和	1.1741	体	関係	空間	上下	13021	387.767
PB	ワタシ	私	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	12999	387.111
PB	キギョウ	企業	名詞-普通名詞-一般		漢	1.3801	体	活動	事業	生産・産業	12924	384.878
PB	セカイ	世界	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	12867	383.18
PB	ハチジュウ	八十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	12840	382.376
PB	イマ	今	名詞-普通名詞-副詞可能		和	1.1641	体	関係	時間	現在	12837	382.287
PB	カノウ	可能	形状詞-一般		漢	3.1346	相	関係	様相	難易・安危	12653	376.808
PB	オヨビ	及び	接続詞		和	4.1110	他		接続	累加	12409	369.541
PB	イミ	意味	名詞-普通名詞-サ変可能		漢	1.3070	体	活動	心	意味・問題・趣旨など	12319	366.861
PB	カイシャ	会社	名詞-普通名詞-一般		漢	1.2640	体	主体	社会	事務所・市場・駅など	12272	365.461
PB	セイカツ	生活	名詞-普通名詞-サ変可能		漢	1.3330	体	活動	生活	生活・起臥	12192	363.079
PB	カノジョ	彼女	代名詞		混	1.2010	体	主体	人間	われ・なれ・かれ	12191	363.049
PB	アナタ	貴方	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	12053	358.939
PB	マエ	前	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	12037	358.463
PB	ナナジュウ	七十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	11977	356.676
PB		［	補助記号-括弧開		記号						11931	355.306
PB	シ	し	助詞-接続助詞		和						11923	355.068
PB	イジョウ	以上	名詞-普通名詞-副詞可能		漢	1.1920	体	関係	量	程度・限度	11902	354.443
PB		］	補助記号-括弧閉		記号						11897	354.294
PB	ハナシ	話	名詞-普通名詞-サ変可能		和	1.3131	体	活動	言語	話・談話	11759	350.184
PB	リ	り	助動詞		和						11741	349.648
PB	オナジ	同じ	連体詞		和	3.1130	相	関係	類	異同・類似	11706	348.606
PB	エン	円	名詞-普通名詞-助数詞可能	助数詞	漢	1.1962	体	関係	量	助数接辞	11669	347.504
PB	パーセント	パーセント	名詞-普通名詞-助数詞可能	percent	外	1.1962	体	関係	量	助数接辞	11614	345.866
PB		／	補助記号-一般		記号						11613	345.836
PB	フ	不	接頭辞		漢	3.1120	相	関係	類	相対	11521	343.096
PB	デル	出る	動詞-一般		和	2.1531	用	関係	作用	出・出し	11516	342.948
PB	ホウ	法	名詞-普通名詞-一般		漢	1.3080	体	活動	心	原理・規則	11470	341.578
PB	ケンキュウ	研究	名詞-普通名詞-サ変可能		漢	1.3065	体	活動	心	研究・試験・調査・検査など	11441	340.714
PB	ジョウホウ	情報	名詞-普通名詞-一般		漢	1.3123	体	活動	言語	伝達・報知	11332	337.468
PB	エス	Ｓ	記号-文字		記号						11304	336.634
PB	オオキイ	大きい	形容詞-一般		和	3.1912	相	関係	量	広狭・大小	11297	336.426
PB	ド	度	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	11229	334.401
PB	ジョウ	条	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	11145	331.899
PB		●	補助記号-一般		記号						11098	330.5
PB	タカイ	高い	形容詞-一般		和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	11096	330.44
PB	ニチ	日	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	11002	327.641
PB	ママ	侭	名詞-普通名詞-副詞可能		和	1.1130	体	関係	類	異同・類似	10963	326.479
PB	ホウホウ	方法	名詞-普通名詞-一般		漢	1.3081	体	活動	心	方法	10935	325.645
PB	イウ	言う	動詞-一般		和	2.3102	用	活動	言語	名	10879	323.978
PB	ジダイ	時代	名詞-普通名詞-一般		漢	1.1623	体	関係	時間	時代	10878	323.948
PB	コドモ	子供	名詞-普通名詞-一般		和	1.2050	体	主体	人間	老少	10794	321.446
PB	トル	取る	動詞-一般		和	2.3063	用	活動	心	比較・参考・区別・選択	10763	320.523
PB		”	補助記号-括弧閉		記号						10661	317.486
PB		“	補助記号-括弧開		記号						10648	317.099
PB	モノ	者	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	10642	316.92
PB	シー	Ｃ	記号-文字		記号						10621	316.294
PB	キク	聞く	動詞-一般		和	2.3093	用	活動	心	聞く・味わう	10606	315.848
PB	オトコ	男	名詞-普通名詞-一般		和	1.2040	体	主体	人間	男女	10604	315.788
PB	カンスル	関する	動詞-一般		混	2.1110	用	関係	類	関係	10574	314.895
PB	ソンナ	そんな	連体詞		和	3.1010	相	関係	真偽	こそあど・他	10530	313.584
PB	シメス	示す	動詞-一般		和	2.3092	用	活動	心	見せる	10477	312.006
PB	カイ	会	名詞-普通名詞-一般		漢	1.2760	体	主体	機関	同盟・団体	10447	311.113
PB	ヒ	日	名詞-普通名詞-副詞可能		和	1.1633	体	関係	時間	日	10368	308.76
PB	シレル	知れる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	10310	307.033
PB	ニセン	二千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	10244	305.067
PB	ココ	此処	代名詞		和	1.1700	体	関係	空間	空間・場所	10219	304.323
PB	ニン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	10190	303.459
PB	ホカ	他	名詞-普通名詞-副詞可能		和	1.1040	体	関係	事柄	本体・代理	10185	303.31
PB	ガッコウ	学校	名詞-普通名詞-一般		漢	1.2630	体	主体	社会	社寺・学校	10145	302.119
PB	ダイ	大	接頭辞		漢	3.1912	相	関係	量	広狭・大小	10141	302.0
PB	エル	得る	動詞-非自立可能		和	2.3700	用	活動	経済	取得	10111	301.107
PB	タメ	為	名詞-普通名詞-副詞可能		和	1.1112	体	関係	類	因果	9921	295.448
PB	テン	点	名詞-普通名詞-助数詞可能		漢	1.1710	体	関係	空間	点	9914	295.24
PB	ダレ	誰	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	9893	294.615
PB	ココロ	心	名詞-普通名詞-サ変可能		和	1.3000	体	活動	心	心	9884	294.347
PB	シゴト	仕事	名詞-普通名詞-サ変可能		和	1.3320	体	活動	生活	労働・作業・休暇	9864	293.751
PB	ソンザイ	存在	名詞-普通名詞-サ変可能		漢	1.1200	体	関係	存在	存在	9845	293.185
PB	コエ	声	名詞-普通名詞-一般		和	1.3031	体	活動	心	声	9818	292.381
PB	カオ	顔	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	9807	292.053
PB	ビー	Ｂ	記号-文字		記号						9805	291.994
PB	ジギョウ	事業	名詞-普通名詞-一般		漢	1.3800	体	活動	事業	事業・業務	9778	291.19
PB	カク	書く	動詞-一般		和	2.3151	用	活動	言語	書き	9716	289.344
PB	コトバ	言葉	名詞-普通名詞-一般		和	1.3100	体	活動	言語	言語活動	9713	289.254
PB	ケッカ	結果	名詞-普通名詞-副詞可能		漢	1.1112	体	関係	類	因果	9686	288.45
PB	ヒツヨウ	必要	名詞-普通名詞-形状詞可能		漢	3.3710	相	活動	経済	経済・収支	9676	288.152
PB	ミエル	見える	動詞-一般		和	2.3091	用	活動	心	見る	9648	287.318
PB	ダス	出す	動詞-非自立可能		和	2.1531	用	関係	作用	出・出し	9600	285.889
PB			未知語			1.4630	体	生産物	機械	機械・装置	9557	284.608
PB	アノ	彼の	連体詞		和	3.1010	相	関係	真偽	こそあど・他	9517	283.417
PB	ピー	Ｐ	記号-文字		記号						9507	283.119
PB	イツ	何時	代名詞		和	1.1611	体	関係	時間	時機・時刻	9498	282.851
PB	ゴ	後	接尾辞-名詞的-副詞可能		漢	1.1670	体	関係	時間	時間的前後	9455	281.571
PB	キョウイク	教育	名詞-普通名詞-サ変可能		漢	1.3640	体	活動	待遇	教育・養成	9439	281.094
PB	フタリ	二人	名詞-普通名詞-副詞可能		和	x.xxxx					9407	280.141
PB	オレ	俺	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	9386	279.516
PB	リヨウ	利用	名詞-普通名詞-サ変可能		漢	1.3852	体	活動	事業	扱い・操作・使用	9378	279.278
PB	ケイザイ	経済	名詞-普通名詞-一般		漢	1.3710	体	活動	経済	経済・収支	9334	277.968
PB	ヒトリ	一人	名詞-普通名詞-副詞可能		和	x.xxxx					9268	276.002
PB	タ	他	名詞-普通名詞-副詞可能		漢	1.1040	体	関係	事柄	本体・代理	9264	275.883
PB	ヨン	四	名詞-数詞		和	1.1961	体	関係	量	順位記号（甲乙丙）	9262	275.823
PB	オオキナ	大きな	連体詞		和	3.1912	相	関係	量	広狭・大小	9257	275.674
PB	ニヒャク	二百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	9112	271.356
PB	イレル	入れる	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	9086	270.582
PB	ワケ	訳	名詞-普通名詞-一般		和	1.1113	体	関係	類	理由・目的・証拠	9015	268.468
PB	ロウドウ	労働	名詞-普通名詞-サ変可能		漢	1.3320	体	活動	生活	労働・作業・休暇	8954	266.651
PB	ノ	の	助詞-終助詞		和						8929	265.907
PB	ハジメル	始める	動詞-非自立可能		和	2.1502	用	関係	作用	開始	8925	265.787
PB	ワ	わ	助詞-終助詞		和						8925	265.787
PB	モラウ	貰う	動詞-非自立可能		和	2.3770	用	活動	経済	授受	8880	264.447
PB	シヨウ	使用	名詞-普通名詞-サ変可能		漢	1.3852	体	活動	事業	扱い・操作・使用	8846	263.435
PB	サイ	歳	接尾辞-名詞的-助数詞		漢	1.1962	体	関係	量	助数接辞	8845	263.405
PB	カツドウ	活動	名詞-普通名詞-サ変可能		漢	1.3430	体	活動	行為	行為・活動	8797	261.976
PB	トモ	共	名詞-普通名詞-一般		和	1.1130	体	関係	類	異同・類似	8731	260.01
PB	タトエバ	例えば	副詞		和	4.1150	他		接続	換言	8730	259.98
PB	ジョウタイ	状態	名詞-普通名詞-一般		漢	1.1300	体	関係	様相	様相・情勢	8690	258.789
PB	ジョセイ	女性	名詞-普通名詞-一般		漢	1.2040	体	主体	人間	男女	8666	258.074
PB	ゴ	御	接頭辞		漢	4.3320	他		挨拶	手紙用語など	8623	256.794
PB	ドコ	何処	代名詞		和	1.1700	体	関係	空間	空間・場所	8560	254.918
PB	モウ	もう	副詞		和	3.1920	相	関係	量	程度	8550	254.62
PB	チイキ	地域	名詞-普通名詞-一般		漢	1.1720	体	関係	空間	範囲・席・跡	8494	252.952
PB	ジュウヨウ	重要	形状詞-一般		漢	3.3070	相	活動	心	意味・問題・趣旨など	8464	252.059
PB	ブブン	部分	名詞-普通名詞-一般		漢	1.1940	体	関係	量	一般・全体・部分	8439	251.314
PB	クライ	くらい	助詞-副助詞		和						8421	250.778
PB	ツヨイ	強い	形容詞-一般		和	3.1400	相	関係	力	力	8368	249.2
PB	カンズル	感ずる	動詞-一般		混	2.3001	用	活動	心	感覚	8304	247.294
PB	コロ	頃	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	8219	244.763
PB	クニ	国	名詞-普通名詞-一般		和	1.2530	体	主体	公私	国	8200	244.197
PB	サマ	様	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	8147	242.619
PB	クダサル	下さる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	8135	242.261
PB	リョク	力	接尾辞-名詞的-一般		漢	1.1400	体	関係	力	力	8127	242.023
PB	ジョウ	上	接尾辞-名詞的-副詞可能		漢	1.1741	体	関係	空間	上下	8087	240.832
PB	ケン	権	接尾辞-名詞的-一般		漢	1.3401	体	活動	行為	権利	8009	238.509
PB	ツヅケル	続ける	動詞-非自立可能		和	2.1504	用	関係	作用	連続・反復	7943	236.543
PB	アメリカ	アメリカ	名詞-固有名詞-地名-国	America	固	1.2590	体	主体	公私	固有地名	7911	235.591
PB	シカ	しか	助詞-副助詞		和						7838	233.417
PB	トコロ	所	名詞-普通名詞-副詞可能		和	1.1700	体	関係	空間	空間・場所	7834	233.297
PB	アイテ	相手	名詞-普通名詞-一般		和	1.2200	体	主体	仲間	相手・仲間	7816	232.761
PB	マダ	未だ	副詞		和	3.1670	相	関係	時間	時間的前後	7763	231.183
PB	マズ	先ず	副詞		和	3.1650	相	関係	時間	順序	7744	230.617
PB	カンキョウ	環境	名詞-普通名詞-一般		漢	1.1780	体	関係	空間	ふち・そば・まわり・沿い	7697	229.218
PB	イッパン	一般	名詞-普通名詞-一般		漢	1.1940	体	関係	量	一般・全体・部分	7695	229.158
PB	ドノ	何の	連体詞		和	3.1010	相	関係	真偽	こそあど・他	7681	228.741
PB	カンリ	管理	名詞-普通名詞-サ変可能		漢	1.3620	体	活動	待遇	運営	7671	228.443
