register	UniDic:lForm	UniDic:lemma	UniDic:pos	UniDic:subLemma	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
LB	ジュウ	十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	55333	1548.538
LB	モノ	物	名詞-普通名詞-サ変可能		和	1.1000	体	関係	事柄	事柄	54439	1523.519
LB	オモウ	思う	動詞-一般		和	2.3061	用	活動	心	思考・意見・疑い	53547	1498.555
LB	ナニ	何	代名詞		和	1.1010	体	関係	事柄	こそあど・他	53006	1483.415
LB	タチ	達	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	51666	1445.914
LB	サン	三	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	50885	1424.057
LB	ヘ	へ	助詞-格助詞		和						50682	1418.376
LB		？	補助記号-句点		記号						50547	1414.598
LB	サン	さん	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	49283	1379.224
LB	ヨイ	良い	形容詞-非自立可能		和	3.1332	相	関係	様相	良不良・適不適	48574	1359.382
LB	マデ	まで	助詞-副助詞		和						47827	1338.477
LB	ヨ	よ	助詞-終助詞		和						47067	1317.207
LB		…	補助記号-一般		記号						46094	1289.977
LB	ナド	など	助詞-副助詞		和						45747	1280.266
LB	ミル	見る	動詞-非自立可能		和	2.3091	用	活動	心	見る	44901	1256.59
LB	ヒト	人	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	44225	1237.672
LB	カレ	彼	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	43654	1221.692
LB	シャ	者	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	42411	1186.906
LB	ヨウ	様	形状詞-助動詞語幹		漢	3.1130	相	関係	類	異同・類似	42284	1183.351
LB	ネ	ね	助詞-終助詞		和						41669	1166.14
LB	ソウ	そう	副詞		和	3.1010	相	関係	真偽	こそあど・他	40955	1146.158
LB	ヨル	因る	動詞-一般		和	2.1112	用	関係	類	因果	39842	1115.01
LB	ニッポン	日本	名詞-固有名詞-地名-国		固	1.2590	体	主体	公私	固有地名	39197	1096.959
LB	セル	せる	助動詞		和						38953	1090.131
LB	ゴ	五	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	38327	1072.612
LB	ジブン	自分	名詞-普通名詞-一般		漢	1.2020	体	主体	人間	自他	38078	1065.643
LB	デキル	出来る	動詞-非自立可能		和	2.1220	用	関係	存在	成立	37715	1055.484
LB	イク	行く	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	37622	1052.882
LB	ナカ	中	名詞-普通名詞-副詞可能		和	1.1770	体	関係	空間	内外	36981	1034.943
LB		―	補助記号-一般		記号	x.xxxx					36606	1024.448
LB	セン	千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	35951	1006.117
LB	ダケ	だけ	助詞-副助詞		和						35902	1004.746
LB		』	補助記号-括弧閉		記号						35492	993.272
LB		『	補助記号-括弧開		記号						35490	993.216
LB	ツ	つ	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	34210	957.394
LB	ドウ	どう	副詞		和	3.1010	相	関係	真偽	こそあど・他	34067	953.392
LB	ヨン	四	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	33417	935.201
LB	タメ	為	名詞-普通名詞-副詞可能		和	1.1113	体	関係	類	理由・目的・証拠	32593	912.141
LB	シマウ	仕舞う	動詞-非自立可能		和	2.1503	用	関係	作用	終了・中止・停止	31618	884.855
LB	モノ	物	名詞-普通名詞-サ変可能		和	1.4000	体	生産物	物品	物品	31238	874.22
LB	トキ	時	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	30865	863.782
LB			未知語								30361	849.677
LB	ラ	等	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	29415	823.202
LB	イク	行く	動詞-非自立可能		和	2.1527	用	関係	作用	往復	28819	806.523
LB	カンガエル	考える	動詞-一般		和	2.3061	用	活動	心	思考・意見・疑い	28787	805.627
LB	シカシ	然し	接続詞		和	4.1130	他		接続	反対	27658	774.031
LB	ニジュウ	二十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	27597	772.324
LB	ヤル	遣る	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	27315	764.432
LB	ガツ	月	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	26843	751.223
LB	タイ	たい	助動詞		和						26824	750.691
LB		！	補助記号-句点		記号						26421	739.413
LB	ナガラ	ながら	助詞-接続助詞		和						26365	737.846
LB	ナ	な	助詞-終助詞		和						26258	734.851
LB	ロク	六	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	26049	729.002
LB	テル	てる	助動詞		和						26007	727.827
LB	ワカル	分かる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	25968	726.735
LB	ジン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	24361	681.762
LB	ハチ	八	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	23796	665.95
LB	トコロ	所	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	23445	656.127
LB	タリ	たり	助詞-副助詞		和						23349	653.441
LB	キュウヒャク	九百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	23190	648.991
LB	ワタシ	私	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	23151	647.899
LB	モツ	持つ	動詞-一般		和	2.3701	用	活動	経済	所有	22948	642.218
LB	ッテ	って	助詞-副助詞		和						22854	639.588
LB	ソシテ	そして	接続詞		和	4.1110	他		接続	累加	22805	638.216
LB	シル	知る	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	22792	637.852
LB	マタ	又	接続詞		和	4.1110	他		接続	累加	22437	627.918
LB	ダイ	第	接頭辞		漢	3.1101	相	関係	類	等級・系列	22338	625.147
LB	メ	目	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	22092	618.262
LB	サ	さ	接尾辞-名詞的-一般		和	1.1920	体	関係	量	程度・限度	22042	616.863
LB	ヒト	一	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	21564	603.486
LB	クレル	呉れる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	21491	601.443
LB	キュウ	九	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	21264	595.09
LB	ナナ	七	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	21026	588.43
LB		．	補助記号-句点		記号						20922	585.519
LB	ソコ	其処	代名詞		和	1.1700	体	関係	空間	空間・場所	20520	574.269
LB	ヨリ	より	助詞-格助詞		和						20328	568.896
LB	オク	置く	動詞-非自立可能		和	2.1513	用	関係	作用	固定・傾き・転倒など	20327	568.868
LB	ボク	僕	代名詞		漢	1.2010	体	主体	人間	われ・なれ・かれ	20029	560.528
LB	ホド	ほど	助詞-副助詞		和						19952	558.373
LB	バアイ	場合	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	19412	543.261
LB	トキ	時	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	19124	535.201
LB	ハイル	入る	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	19093	534.333
LB	ツク	つく	動詞-一般		和	2.3311	用	活動	生活	処世・出処進退	19008	531.954
LB	セイ	性	接尾辞-名詞的-一般		漢	1.1330	体	関係	様相	性質	18914	529.324
LB	サンジュウ	三十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	18845	527.393
LB	ケレド	けれど	助詞-接続助詞		和						18563	519.501
LB			カタカナ文								18256	510.909
LB	オトコ	男	名詞-普通名詞-一般		和	1.2040	体	主体	人間	男女	17979	503.157
LB	ニンゲン	人間	名詞-普通名詞-一般		漢	1.2000	体	主体	人間	人間	17558	491.375
LB	コウ	こう	副詞		和	3.1010	相	関係	真偽	こそあど・他	17552	491.207
LB	モンダイ	問題	名詞-普通名詞-一般		漢	1.3070	体	活動	心	意味・問題・趣旨など	17381	486.421
LB	タイスル	対する	動詞-一般		混	2.1120	用	関係	類	相対	17340	485.274
LB	テ	手	名詞-普通名詞-助数詞可能		和	1.5603	体	自然	身体	手足・指	17253	482.839
LB	カノジョ	彼女	代名詞		混	1.2010	体	主体	人間	われ・なれ・かれ	17097	478.473
LB	ホウ	方	名詞-普通名詞-一般		漢	1.1010	体	関係	事柄	こそあど・他	17084	478.11
LB	アト	後	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	16834	471.113
LB	イマ	今	名詞-普通名詞-副詞可能		和	1.1641	体	関係	時間	現在	16769	469.294
LB	ミル	見る	動詞-非自立可能		和	2.3065	用	活動	心	研究・試験・調査・検査など	16714	467.755
LB	ナル	成る	動詞-非自立可能		和	2.1112	用	関係	類	因果	16577	463.921
LB	ツカウ	使う	動詞-一般		和	2.3852	用	活動	事業	扱い・操作・使用	16479	461.178
LB	デル	出る	動詞-一般		和	2.1531	用	関係	作用	出・出し	16457	460.563
LB	ウエ	上	名詞-普通名詞-副詞可能		和	1.1741	体	関係	空間	上下	16095	450.432
LB	ハナシ	話	名詞-普通名詞-サ変可能		和	1.3131	体	活動	言語	話・談話	16066	449.62
LB	アナタ	貴方	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	16012	448.109
LB	シ	し	助詞-接続助詞		和						15675	438.678
LB	イウ	言う	動詞-一般		和	2.3102	用	活動	言語	名	15474	433.053
LB	カ	化	接尾辞-名詞的-サ変可能		漢	1.1500	体	関係	作用	作用・変化	14889	416.681
LB	シャカイ	社会	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	14882	416.485
LB	アノ	彼の	連体詞		和	3.1010	相	関係	真偽	こそあど・他	14863	415.953
LB	カンケイ	関係	名詞-普通名詞-サ変可能		漢	1.1110	体	関係	類	関係	14783	413.714
LB	オク	於く	動詞-一般		和	2.1513	用	関係	作用	固定・傾き・転倒など	14574	407.865
LB	キク	聞く	動詞-一般		和	2.3093	用	活動	心	聞く・味わう	14488	405.459
LB	セカイ	世界	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	14472	405.011
LB	デキル	出来る	動詞-非自立可能		和	2.3421	用	活動	行為	才能	14380	402.436
LB	オコナウ	行う	動詞-一般		和	2.3430	用	活動	行為	行為・活動	14349	401.569
LB	ジダイ	時代	名詞-普通名詞-一般		漢	1.1623	体	関係	時間	時代	14336	401.205
LB	オオイ	多い	形容詞-一般		和	3.1910	相	関係	量	多少	14296	400.085
LB	ゴジュウ	五十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	14202	397.455
LB	ド	度	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	14044	393.033
LB	ココ	此処	代名詞		和	1.1700	体	関係	空間	空間・場所	13921	389.591
LB	ベシ	べし	助動詞		和						13885	388.583
LB	マエ	前	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	13826	386.932
LB	ソンナ	そんな	連体詞		和	3.1010	相	関係	真偽	こそあど・他	13752	384.861
LB	ヨンジュウ	四十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	13696	383.294
LB	ママ	侭	名詞-普通名詞-副詞可能		和	1.1130	体	関係	類	異同・類似	13672	382.622
LB	ダレ	誰	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	13646	381.895
LB	コエ	声	名詞-普通名詞-一般		和	1.3031	体	活動	心	声	13605	380.747
LB	フタリ	二人	名詞-普通名詞-副詞可能		和	x.xxxx					13568	379.712
LB	カオ	顔	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	13544	379.04
LB	オナジ	同じ	連体詞		和	3.1130	相	関係	類	異同・類似	13467	376.885
LB	ヒャク	百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	13450	376.409
LB	シレル	知れる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	13426	375.738
LB	ミエル	見える	動詞-一般		和	2.3091	用	活動	心	見る	13406	375.178
LB	カク	書く	動詞-一般		和	2.3151	用	活動	言語	書き	13361	373.919
LB	カタ	方	接尾辞-名詞的-一般		和	1.3081	体	活動	心	方法	13349	373.583
LB	ヒトリ	一人	名詞-普通名詞-副詞可能		和	x.xxxx					13240	370.532
LB	イツ	何時	代名詞		和	1.1611	体	関係	時間	時機・時刻	13218	369.917
LB		”	補助記号-括弧閉		記号						13177	368.769
LB		“	補助記号-括弧開		記号						13163	368.377
LB	オル	居る	動詞-非自立可能		和	2.1200	用	関係	存在	存在	13087	366.25
LB	ニン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	12988	363.48
LB	ダス	出す	動詞-非自立可能		和	2.1531	用	関係	作用	出・出し	12957	362.612
LB	キュウジュウ	九十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	12765	357.239
LB	オンナ	女	名詞-普通名詞-一般		和	1.2040	体	主体	人間	男女	12740	356.539
LB	オレ	俺	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	12715	355.84
LB	イミ	意味	名詞-普通名詞-サ変可能		漢	1.3070	体	活動	心	意味・問題・趣旨など	12628	353.405
LB	トル	取る	動詞-一般		和	2.3063	用	活動	心	比較・参考・区別・選択	12520	350.383
LB	ワ	わ	助詞-終助詞		和						12469	348.955
LB	ヒ	日	名詞-普通名詞-副詞可能		和	1.1633	体	関係	時間	日	12424	347.696
LB	ハチジュウ	八十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	12253	342.91
LB	ドコ	何処	代名詞		和	1.1700	体	関係	空間	空間・場所	12247	342.742
LB	ノ	の	助詞-終助詞		和						12176	340.755
LB	コロ	頃	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	12084	338.181
LB	イチ	一	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	12017	336.306
LB	ワケ	訳	名詞-普通名詞-一般		和	1.1113	体	関係	類	理由・目的・証拠	11859	331.884
LB	トコロ	所	名詞-普通名詞-副詞可能		和	1.1700	体	関係	空間	空間・場所	11798	330.177
LB	ニチ	日	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	11783	329.757
LB	セイカツ	生活	名詞-普通名詞-サ変可能		漢	1.3330	体	活動	生活	生活・起臥	11603	324.72
LB	ゴ	御	接頭辞		漢	4.3320	他		挨拶	手紙用語など	11532	322.733
LB	コドモ	子供	名詞-普通名詞-一般		和	1.2050	体	主体	人間	老少	11530	322.677
LB	コトバ	言葉	名詞-普通名詞-一般		和	1.3100	体	活動	言語	言語活動	11514	322.229
LB	クライ	くらい	助詞-副助詞		和						11485	321.417
LB	ダイ	大	接頭辞		漢	3.1912	相	関係	量	広狭・大小	11473	321.081
LB	モウ	もう	副詞		和	3.1920	相	関係	量	程度	11440	320.158
LB	ツギ	次	名詞-普通名詞-一般		和	1.1650	体	関係	時間	順序	11413	319.402
LB	ハジメル	始める	動詞-非自立可能		和	2.1502	用	関係	作用	開始	11367	318.115
LB	シゴト	仕事	名詞-普通名詞-サ変可能		和	1.3320	体	活動	生活	労働・作業・休暇	11329	317.051
LB	ロクジュウ	六十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	11292	316.016
LB	マダ	未だ	副詞		和	3.1670	相	関係	時間	時間的前後	11286	315.848
LB	ココロ	心	名詞-普通名詞-サ変可能		和	1.3000	体	活動	心	心	11225	314.141
LB	ホカ	他	名詞-普通名詞-副詞可能		和	1.1040	体	関係	事柄	本体・代理	11158	312.266
LB	ジカン	時間	名詞-普通名詞-助数詞可能		漢	1.1600	体	関係	時間	時間	11152	312.098
LB	アメリカ	アメリカ	名詞-固有名詞-地名-国	America	固	1.2590	体	主体	公私	固有地名	10970	307.005
LB	ニ	二	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	10804	302.359
LB	モラウ	貰う	動詞-非自立可能		和	2.3770	用	活動	経済	授受	10746	300.736
LB	モノ	者	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	10527	294.607
LB	オオキナ	大きな	連体詞		和	3.1912	相	関係	量	広狭・大小	10408	291.277
LB	オオキイ	大きい	形容詞-一般		和	3.1912	相	関係	量	広狭・大小	10358	289.877
LB	イレル	入れる	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	10299	288.226
LB	イジョウ	以上	名詞-普通名詞-副詞可能		漢	1.1920	体	関係	量	程度・限度	10128	283.441
LB		‐	補助記号-一般		記号						10084	282.209
LB	サイ	歳	接尾辞-名詞的-助数詞		漢	1.1962	体	関係	量	助数接辞	10060	281.537
LB	フ	不	接頭辞		漢	3.1120	相	関係	類	相対	10027	280.614
LB	ジョセイ	女性	名詞-普通名詞-一般		漢	1.2040	体	主体	人間	男女	9912	277.396
LB	キ	気	名詞-普通名詞-一般		漢	1.3001	体	活動	心	感覚	9861	275.968
LB	イマ	今	名詞-普通名詞-副詞可能		和	3.1641	相	関係	時間	現在	9827	275.017
LB	マエ	前	名詞-普通名詞-副詞可能		和	1.1740	体	関係	空間	左右・前後・たてよこ	9775	273.562
LB	ナナジュウ	七十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	9728	272.246
LB	イエ	家	名詞-普通名詞-一般		和	1.4400	体	生産物	住居	住居	9712	271.798
LB	ケンキュウ	研究	名詞-普通名詞-サ変可能		漢	1.3065	体	活動	心	研究・試験・調査・検査など	9684	271.015
LB	サマ	様	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	9654	270.175
LB	タカイ	高い	形容詞-一般		和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	9640	269.783
LB	ツヅケル	続ける	動詞-非自立可能		和	2.1504	用	関係	作用	連続・反復	9626	269.392
LB	シカ	しか	助詞-副助詞		和						9542	267.041
LB	ホントウ	本当	名詞-普通名詞-一般		漢	1.1030	体	関係	事柄	真偽・是非	9447	264.382
LB		〈	補助記号-括弧開		記号						9361	261.975
LB		〉	補助記号-括弧閉		記号						9355	261.808
LB	モウ	もう	副詞		和	3.1670	相	関係	時間	時間的前後	9308	260.492
LB	エー	Ａ	記号-文字		記号						9296	260.156
LB		〜	補助記号-一般		記号						9200	257.47
LB	テン	．	名詞-普通名詞-一般		記号						9169	256.602
LB	エル	得る	動詞-非自立可能		和	2.3700	用	活動	経済	取得	9139	255.763
LB	クニ	国	名詞-普通名詞-一般		和	1.2530	体	主体	公私	国	9033	252.796
LB	ガッコウ	学校	名詞-普通名詞-一般		漢	1.2630	体	主体	社会	社寺・学校	8997	251.789
LB	カ	日	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	8960	250.753
LB	スコシ	少し	副詞		和	3.1920	相	関係	量	程度	8954	250.585
LB	シュギ	主義	名詞-普通名詞-一般		漢	1.3075	体	活動	心	説・論・主義	8932	249.97
LB	ソンザイ	存在	名詞-普通名詞-サ変可能		漢	1.1200	体	関係	存在	存在	8768	245.38
LB	カンズル	感ずる	動詞-一般		混	2.3001	用	活動	心	感覚	8762	245.212
LB	チガウ	違う	動詞-一般		和	2.1130	用	関係	類	異同・類似	8726	244.204
LB	カイシャ	会社	名詞-普通名詞-一般		漢	1.2640	体	主体	社会	事務所・市場・駅など	8667	242.553
LB	カノウ	可能	形状詞-一般		漢	3.1346	相	関係	様相	難易・安危	8579	240.091
LB	アイテ	相手	名詞-普通名詞-一般		和	1.2200	体	主体	仲間	相手・仲間	8573	239.923
LB	ツヨイ	強い	形容詞-一般		和	3.1400	相	関係	力	力	8526	238.607
LB	ツケル	付ける	動詞-非自立可能		和	2.1560	用	関係	作用	接近・接触・隔離	8465	236.9
LB	センセイ	先生	名詞-普通名詞-一般		漢	1.2410	体	主体	成員	専門的・技術的職業	8448	236.424
LB	ツマリ	詰まり	副詞		和	4.1150	他		接続	換言	8429	235.893
LB	シ	氏	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	8408	235.305
LB	クチ	口	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	8404	235.193
LB	ヒトビト	人々	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	8383	234.605
LB	スグ	直ぐ	副詞		和	3.1671	相	関係	時間	即時	8368	234.186
LB	テン	点	名詞-普通名詞-助数詞可能		漢	1.1710	体	関係	空間	点	8364	234.074
LB	クダサル	下さる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	8354	233.794
LB	ヒツヨウ	必要	名詞-普通名詞-形状詞可能		漢	1.3711	体	活動	経済	需給	8323	232.926
LB	アタマ	頭	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	8318	232.786
LB	ソウ	そう	形状詞-助動詞語幹	様態	和	3.3030	相	活動	心	表情・態度	8317	232.758
LB	ゴ	後	接尾辞-名詞的-副詞可能		漢	1.1670	体	関係	時間	時間的前後	8293	232.087
LB	エン	円	名詞-普通名詞-助数詞可能	助数詞	漢	1.1962	体	関係	量	助数接辞	8293	232.087
LB	タメ	為	名詞-普通名詞-副詞可能		和	1.1112	体	関係	類	因果	8259	231.135
LB	ヘヤ	部屋	名詞-普通名詞-一般		和	1.4430	体	生産物	住居	部屋・床・廊下・階段など	8255	231.023
LB	スギル	過ぎる	動詞-非自立可能		和	2.1931	用	関係	量	過不足	8254	230.995
LB	ケイザイ	経済	名詞-普通名詞-一般		漢	1.3710	体	活動	経済	経済・収支	8224	230.156
LB	マズ	先ず	副詞		和	3.1650	相	関係	時間	順序	8187	229.12
LB	アル	或る	連体詞		和	3.3068	相	活動	心	詳細・正確・不思議	8093	226.489
LB	ズ	図	名詞-普通名詞-一般		漢	1.3115	体	活動	言語	表・図・譜・式	8059	225.538
LB	トモ	共	名詞-普通名詞-一般		和	1.1130	体	関係	類	異同・類似	8016	224.335
LB	スガタ	姿	名詞-普通名詞-一般		和	1.1310	体	関係	様相	風・観・姿	8007	224.083
LB	ワケ	訳	名詞-普通名詞-一般		和	1.3070	体	活動	心	意味・問題・趣旨など	7991	223.635
LB	チュウゴク	中国	名詞-固有名詞-地名-国		固	1.2590	体	主体	公私	固有地名	7984	223.439
LB		●	補助記号-一般		記号						7904	221.2
LB	イキル	生きる	動詞-一般		和	2.5701	用	自然	生命	生	7902	221.144
LB	ヨク	良く	副詞		和	3.1921	相	関係	量	限度	7889	220.78
LB	アルイハ	或いは	接続詞		和	4.1140	他		接続	選択	7883	220.612
LB	カエル	返る	動詞-一般		和	2.1527	用	関係	作用	往復	7882	220.584
LB	カ	家	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	7872	220.305
LB	タトエバ	例えば	副詞		和	4.1150	他		接続	換言	7860	219.969
LB	ゴ	語	名詞-普通名詞-一般		漢	1.3101	体	活動	言語	言語	7837	219.325
LB	ワルイ	悪い	形容詞-一般		和	3.1332	相	関係	様相	良不良・適不適	7798	218.234
LB	チャン	ちゃん	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	7794	218.122
LB	ウケル	受ける	動詞-一般		和	2.3430	用	活動	行為	行為・活動	7735	216.471
LB	フタ	二	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	7732	216.387
LB	ダイガク	大学	名詞-普通名詞-一般		漢	1.2630	体	主体	社会	社寺・学校	7711	215.799
LB	スクナイ	少ない	形容詞-一般		和	3.1910	相	関係	量	多少	7693	215.295
LB	コ	子	名詞-普通名詞-一般		和	1.2130	体	主体	家族	子・子孫	7686	215.099
LB	リ	り	助動詞		和						7665	214.512
LB	サン	三	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	7665	214.512
LB	コンナ	こんな	連体詞		和	3.1010	相	関係	真偽	こそあど・他	7660	214.372
LB	ハナス	話す	動詞-一般		和	2.3131	用	活動	言語	話・談話	7658	214.316
LB	モツ	持つ	動詞-一般		和	2.3392	用	活動	生活	手足の動作	7636	213.7
