register	UniDic:lForm	UniDic:lemma	UniDic:pos	UniDic:subLemma	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OY	ッテ	って	助詞-副助詞		和						22589	1739.672
OY		．	補助記号-句点		記号						22557	1737.208
OY	カラ	から	助詞-接続助詞		和						21726	1673.209
OY		−	補助記号-一般		記号						21230	1635.01
OY	ヨン	四	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	20987	1616.295
OY	ハチ	八	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	19868	1530.117
OY	ニジュウ	二十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	19836	1527.652
OY	コレ	此れ	代名詞		和	1.1010	体	関係	事柄	こそあど・他	19491	1501.082
OY	レイ	零	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	19089	1470.123
OY	イク	行く	動詞-非自立可能		和	2.1527	用	関係	作用	往復	19085	1469.815
OY	ナル	成る	動詞-非自立可能		和	2.1220	用	関係	存在	成立	18903	1455.798
OY	ソレ	其れ	代名詞		和	1.1010	体	関係	事柄	こそあど・他	18778	1446.171
OY		♪	補助記号-一般		記号						18667	1437.623
OY	ヨウ	様	形状詞-助動詞語幹		漢	3.1300					18282	1407.972
OY	ワタクシ	私	代名詞	代名詞	和	1.2010	体	主体	人間	われ・なれ・かれ	18198	1401.503
OY	マデ	まで	助詞-副助詞		和						17942	1381.788
OY	バ	ば	助詞-接続助詞		和						16981	1307.777
OY	ネン	年	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	16928	1303.695
OY	ガツ	月	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	16890	1300.769
OY	ロク	六	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	16565	1275.739
OY	ヤ	や	助詞-副助詞		和						16075	1238.002
OY	ヒト	人	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	16031	1234.614
OY	タイ	たい	助動詞		和						15942	1227.759
OY	キュウ	九	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	15762	1213.897
OY		『	補助記号-括弧開		記号						14742	1135.342
OY		』	補助記号-括弧閉		記号						14726	1134.11
OY	キョウ	今日	名詞-普通名詞-副詞可能		和	1.1641	体	関係	時間	現在	14335	1103.998
OY	ナナ	七	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	14084	1084.667
OY	ヘ	へ	助詞-格助詞		和						13980	1076.658
OY		／	補助記号-一般		記号						13055	1005.42
OY	ダケ	だけ	助詞-副助詞		和						12659	974.922
OY	シマウ	仕舞う	動詞-非自立可能		和	2.1503	用	関係	作用	終了・中止・停止	12393	954.436
OY	ニッポン	日本	名詞-固有名詞-地名-国		固	1.2590	体	主体	公私	固有地名	12391	954.282
OY	ワライ	笑い	名詞-普通名詞-一般		和	1.3030	体	活動	心	表情・態度	12301	947.351
OY	シ	し	助詞-接続助詞		和						12236	942.345
OY	テキ	的	接尾辞-形状詞的		漢	3.1130	相	関係	類	異同・類似	11983	922.86
OY	デキル	出来る	動詞-非自立可能		和	2.1220	用	関係	存在	成立	11961	921.166
OY	ヤル	遣る	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	11856	913.08
OY	ヒ	日	名詞-普通名詞-副詞可能		和	1.1633	体	関係	時間	日	11669	898.678
OY	サンジュウ	三十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	11657	897.754
OY	ニチ	日	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	11446	881.504
OY		☆	補助記号-一般		記号						11331	872.647
OY	ラレル	られる	助動詞		和						11282	868.874
OY	ジブン	自分	名詞-普通名詞-一般		漢	1.2020	体	主体	人間	自他	11204	862.866
OY			URL								11143	858.169
OY	エン	円	名詞-普通名詞-助数詞可能	助数詞	漢	1.1962	体	関係	量	助数接辞	10857	836.143
OY	イク	行く	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	10738	826.978
OY	チャン	ちゃん	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	10722	825.746
OY	ダブリュー	Ｗ	記号-文字		記号						10715	825.207
OY	ナド	など	助詞-副助詞		和						10395	800.562
OY	ドウ	どう	副詞		和	3.1010	相	関係	真偽	こそあど・他	10306	793.708
OY	ニセン	二千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	10291	792.553
OY	クレル	呉れる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	9981	768.678
OY		ー	補助記号-一般		記号	x.xxxx					9827	756.818
OY	ブログ	ブログ	名詞-普通名詞-一般	blog	外	x.xxxx					9745	750.503
OY		，	補助記号-読点		記号						9717	748.347
OY		■	補助記号-一般		記号						9642	742.57
OY	モノ	物	名詞-普通名詞-サ変可能		和	1.4000	体	生産物	物品	物品	9637	742.185
OY	ヒャク	百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	9527	733.714
OY	テン	．	名詞-普通名詞-一般		記号						9525	733.56
OY	セン	千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	9498	731.48
OY	タベル	食べる	動詞-一般		和	2.3331	用	活動	生活	食生活	9422	725.627
OY	ミル	見る	動詞-非自立可能		和	2.3065	用	活動	心	研究・試験・調査・検査など	9392	723.317
OY		っ	補助記号-一般		記号						8996	692.819
OY	タチ	達	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	8921	687.043
OY	セル	せる	助動詞		和						8818	679.111
OY		【	補助記号-括弧開		記号						8767	675.183
OY		】	補助記号-括弧閉		記号						8730	672.334
OY	タリ	たり	助詞-副助詞		和						8616	663.554
OY	ゴジュウ	五十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	8490	653.85
OY	ワカル	分かる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	8392	646.303
OY	ソウ	そう	副詞		和	3.1010	相	関係	真偽	こそあど・他	8305	639.603
OY	クダサル	下さる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	8213	632.517
OY	ジ	時	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	8188	630.592
OY	アト	後	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	8019	617.577
OY	ヨリ	より	助詞-格助詞		和						8005	616.498
OY		★	補助記号-一般		記号						7938	611.338
OY	シャ	者	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	7845	604.176
OY	シャシン	写真	名詞-普通名詞-一般		漢	1.3220	体	活動	芸術	芸術・美術	7805	601.096
OY	ソシテ	そして	接続詞		和	4.1110	他		接続	累加	7785	599.555
OY	エー	Ａ	記号-文字		記号						7783	599.401
OY	イマ	今	名詞-普通名詞-副詞可能		和	1.1641	体	関係	時間	現在	7768	598.246
OY	ハイル	入る	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	7748	596.706
OY		”	補助記号-括弧閉		記号						7678	591.315
OY	サマ	様	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	7657	589.697
OY	ホウ	方	名詞-普通名詞-一般		漢	1.1010	体	関係	事柄	こそあど・他	7577	583.536
OY	ゴ	御	接頭辞		漢	4.3320	他		挨拶	手紙用語など	7487	576.605
OY	カイ	回	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	7444	573.293
OY	カウ	買う	動詞-一般		和	2.3761	用	活動	経済	売買	7434	572.523
OY	ジカン	時間	名詞-普通名詞-助数詞可能		漢	1.1600	体	関係	時間	時間	7404	570.213
OY	クライ	くらい	助詞-副助詞		和						7264	559.431
OY	マエ	前	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	7262	559.277
OY	タメ	為	名詞-普通名詞-副詞可能		和	1.1113	体	関係	類	理由・目的・証拠	7229	556.735
OY	ナカ	中	名詞-普通名詞-副詞可能		和	1.1770	体	関係	空間	内外	7079	545.183
OY	モノ	物	名詞-普通名詞-サ変可能		和	1.1000	体	関係	事柄	事柄	7009	539.792
OY	ナガラ	ながら	助詞-接続助詞		和						6992	538.483
OY	サ	さ	接尾辞-名詞的-一般		和	1.1920	体	関係	量	程度・限度	6984	537.867
OY	イツ	何時	代名詞		和	1.1611	体	関係	時間	時機・時刻	6916	532.63
OY	カ	日	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	6865	528.702
OY	キ	気	名詞-普通名詞-一般		漢	1.3001	体	活動	心	感覚	6849	527.47
OY	キノウ	昨日	名詞-普通名詞-副詞可能		和	1.1642	体	関係	時間	過去	6844	527.085
OY	ヨウ	様	形状詞-助動詞語幹		漢	3.1130	相	関係	類	異同・類似	6760	520.616
OY		＊	補助記号-一般		記号						6719	517.458
OY	カンジ	感じ	名詞-普通名詞-一般		混	1.3001	体	活動	心	感覚	6640	511.374
OY	ホントウ	本当	名詞-普通名詞-一般		漢	1.1030	体	関係	事柄	真偽・是非	6639	511.297
OY	ツカウ	使う	動詞-一般		和	2.3852	用	活動	事業	扱い・操作・使用	6574	506.291
OY	ツ	つ	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	6561	505.29
OY	トキ	時	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	6532	503.057
OY	チャウ	ちゃう	助動詞		和						6506	501.054
OY	ヨンジュウ	四十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	6503	500.823
OY	トキ	時	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	6478	498.898
OY	イタダク	頂く	動詞-非自立可能		和	2.3770	用	活動	経済	授受	6432	495.355
OY	チョット	一寸	副詞		和	3.1920	相	関係	量	程度	6275	483.264
OY	モラウ	貰う	動詞-非自立可能		和	2.3770	用	活動	経済	授受	6260	482.109
OY	ミナ	皆	名詞-普通名詞-副詞可能		和	1.2010	体	主体	人間	われ・なれ・かれ	6251	481.416
OY	デキル	出来る	動詞-非自立可能		和	2.3421	用	活動	行為	才能	6209	478.181
OY		＝	補助記号-一般		記号						6098	469.632
OY	メ	目	接尾辞-名詞的-一般		和	1.1962	体	関係	量	助数接辞	6051	466.013
OY	エス	Ｓ	記号-文字		記号						5995	461.7
OY	トコロ	所	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	5909	455.077
OY	ツウ	つう	助動詞		和						5898	454.23
OY	フン	分	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	5864	451.611
OY	ヤハリ	矢張り	副詞		和	4.3120	他		判断	予期	5825	448.608
OY	クン	君	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	5800	446.682
OY	オオイ	多い	形容詞-一般		和	3.1910	相	関係	量	多少	5793	446.143
OY	カンガエル	考える	動詞-一般		和	2.3061	用	活動	心	思考・意見・疑い	5720	440.521
OY	ハナシ	話	名詞-普通名詞-サ変可能		和	1.3131	体	活動	言語	話・談話	5672	436.824
OY	デル	出る	動詞-一般		和	2.1531	用	関係	作用	出・出し	5672	436.824
OY	ソウ	そう	形状詞-助動詞語幹	様態	和	3.3030	相	活動	心	表情・態度	5666	436.362
OY	ソンナ	そんな	連体詞		和	3.1010	相	関係	真偽	こそあど・他	5647	434.899
OY		＞	補助記号-括弧閉		記号	x.xxxx					5584	430.047
OY	ダイ	第	接頭辞		漢	3.1101	相	関係	類	等級・系列	5562	428.353
OY	ド	度	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	5516	424.81
OY	ヨル	因る	動詞-一般		和	2.1112	用	関係	類	因果	5476	421.73
OY	カク	書く	動詞-一般		和	2.3151	用	活動	言語	書き	5464	420.806
OY	スキ	好き	形状詞-一般		和	3.3020	相	活動	心	好悪・愛憎	5444	419.265
OY		→	補助記号-一般		記号						5439	418.88
OY	オー	Ｏ	記号-文字		記号						5417	417.186
OY	シゴト	仕事	名詞-普通名詞-サ変可能		和	1.3320	体	活動	生活	労働・作業・休暇	5403	416.108
OY	スコシ	少し	副詞		和	3.1920	相	関係	量	程度	5398	415.723
OY	キュウヒャク	九百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	5358	412.642
OY	ミタイ	みたい	形状詞-助動詞語幹		和	3.1130	相	関係	類	異同・類似	5280	406.635
OY	チュウ	中	接尾辞-名詞的-副詞可能		漢	1.1652	体	関係	時間	途中・盛り	5261	405.172
OY			未知語			1.4630	体	生産物	機械	機械・装置	5196	400.166
OY	シル	知る	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	5183	399.165
OY	オル	居る	動詞-非自立可能		和	2.1200	用	関係	存在	存在	4971	382.838
OY	ワ	わ	助詞-終助詞		和						4948	381.066
OY	ロクジュウ	六十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4915	378.525
OY	ニヒャク	二百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4823	371.44
OY	シ	市	名詞-普通名詞-一般		漢	1.2550	体	主体	公私	政治的区画	4800	369.668
OY	ハチジュウ	八十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4793	369.129
OY	コンナ	こんな	連体詞		和	3.1010	相	関係	真偽	こそあど・他	4778	367.974
OY	モウ	もう	副詞		和	3.1920	相	関係	量	程度	4768	367.204
OY	マン	万	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4761	366.665
OY		＜	補助記号-括弧開		記号						4759	366.511
OY	マタ	又	接続詞		和	4.1110	他		接続	累加	4743	365.278
OY	マダ	未だ	副詞		和	3.1670	相	関係	時間	時間的前後	4738	364.893
OY	オイシイ	美味しい	形容詞-一般		和	3.5050	相	自然	自然	味	4732	364.431
OY	ノ	の	助詞-終助詞		和						4693	361.428
OY		―	補助記号-一般		記号	x.xxxx					4690	361.197
OY	シカシ	然し	接続詞		和	4.1130	他		接続	反対	4686	360.889
OY	ビー	Ｂ	記号-文字		記号						4658	358.732
OY	イレル	入れる	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	4577	352.494
OY		＾＾	補助記号-ＡＡ-顔文字		記号	x.xxxx					4560	351.185
OY	キク	聞く	動詞-一般		和	2.3093	用	活動	心	聞く・味わう	4500	346.564
OY	モウ	もう	副詞		和	3.1670	相	関係	時間	時間的前後	4482	345.178
OY	オク	置く	動詞-非自立可能		和	2.1513	用	関係	作用	固定・傾き・転倒など	4476	344.716
OY	ヒト	一	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	4476	344.716
OY	エム	Ｍ	記号-文字		記号						4472	344.408
OY	ガンバル	頑張る	動詞-一般		混	2.3040	用	活動	心	信念・努力・忍耐	4464	343.791
OY	ナル	成る	動詞-非自立可能		和	2.1112	用	関係	類	因果	4459	343.406
OY	カエル	返る	動詞-一般		和	2.1527	用	関係	作用	往復	4450	342.713
OY	トウキョウ	トウキョウ	名詞-固有名詞-地名-一般		固	1.2590	体	主体	公私	固有地名	4414	339.941
OY	アサ	朝	名詞-普通名詞-副詞可能		和	1.1635	体	関係	時間	朝晩	4365	336.167
OY	アス	明日	名詞-普通名詞-副詞可能		和	1.1643	体	関係	時間	未来	4361	335.859
OY	コンカイ	今回	名詞-普通名詞-副詞可能		漢	1.1641	体	関係	時間	現在	4356	335.474
OY	キュウジュウ	九十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	4337	334.011
OY		↓	補助記号-一般		記号						4325	333.086
OY	ホド	ほど	助詞-副助詞		和						4303	331.392
OY	イ	位	接尾辞-名詞的-一般		漢	1.1962	体	関係	量	助数接辞	4300	331.161
OY	コチラ	此方	代名詞		和	1.1010	体	関係	事柄	こそあど・他	4264	328.389
OY	ボク	僕	代名詞		漢	1.2010	体	主体	人間	われ・なれ・かれ	4255	327.696
OY	ハナ	花	名詞-普通名詞-一般		和	1.5410	体	自然	植物	枝・葉・花・実	4220	325.0
OY	ナナジュウ	七十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	4180	321.919
OY	ココ	此処	代名詞		和	1.1700	体	関係	空間	空間・場所	4168	320.995
OY	アナタ	貴方	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	4167	320.918
OY	ラ	等	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	4128	317.915
OY	デル	出る	動詞-一般		和	2.1211	用	関係	存在	発生・復活	4106	316.22
OY	ミエル	見える	動詞-一般		和	2.3091	用	活動	心	見る	4080	314.218
OY	セカイ	世界	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	4037	310.906
OY	ホシイ	欲しい	形容詞-非自立可能		和	3.3042	相	活動	心	欲望・期待・失望	4027	310.136
OY	ティー	Ｔ	記号-文字		記号						4012	308.981
OY	ジン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	4005	308.442
OY	ケン	県	名詞-普通名詞-一般		漢	1.2550	体	主体	公私	政治的区画	3959	304.899
OY	メ	目	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	3957	304.745
OY	ダイ	大	接頭辞		漢	3.1912	相	関係	量	広狭・大小	3950	304.206
OY	オワル	終わる	動詞-非自立可能		和	2.1503	用	関係	作用	終了・中止・停止	3932	302.82
OY	サツエイ	撮影	名詞-普通名詞-サ変可能		漢	1.3851	体	活動	事業	練り・塗り・撃ち・録音・撮影	3929	302.589
OY	ゴザル	御座る	動詞-非自立可能		混	2.1200	用	関係	存在	存在	3923	302.127
OY	ソコ	其処	代名詞		和	1.1700	体	関係	空間	空間・場所	3917	301.665
OY		＆	補助記号-一般		記号						3906	300.818
OY	アイ	Ｉ	記号-文字		記号						3887	299.354
OY		○	補助記号-一般		記号						3879	298.738
OY	シカ	しか	助詞-副助詞		和						3873	298.276
OY	シレル	知れる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	3872	298.199
OY	トテモ	迚も	副詞		和	3.1920	相	関係	量	程度	3864	297.583
OY	エキ	駅	名詞-普通名詞-一般		漢	1.2640	体	主体	社会	事務所・市場・駅など	3848	296.351
OY	サイゴ	最後	名詞-普通名詞-一般		漢	1.1651	体	関係	時間	終始	3842	295.889
OY	モツ	持つ	動詞-一般		和	2.3701	用	活動	経済	所有	3830	294.965
OY	シー	Ｃ	記号-文字		記号						3827	294.733
OY	コウ	こう	副詞		和	3.1010	相	関係	真偽	こそあど・他	3805	293.039
OY	ママ	侭	名詞-普通名詞-副詞可能		和	1.1130	体	関係	類	異同・類似	3802	292.808
OY	アール	Ｒ	記号-文字		記号						3795	292.269
OY	トコロ	所	名詞-普通名詞-副詞可能		和	1.1700	体	関係	空間	空間・場所	3779	291.037
OY	ダス	出す	動詞-非自立可能		和	2.1531	用	関係	作用	出・出し	3779	291.037
OY	ココ	此処	代名詞		和	1.1641	体	関係	時間	現在	3738	287.879
OY	コロ	頃	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	3715	286.108
OY	チガウ	違う	動詞-一般		和	2.1130	用	関係	類	異同・類似	3708	285.569
OY		＋	補助記号-一般		記号						3707	285.492
OY	ナンテ	なんて	助詞-副助詞		和						3685	283.797
OY		●	補助記号-一般		記号						3672	282.796
OY	ウエ	上	名詞-普通名詞-副詞可能		和	1.1741	体	関係	空間	上下	3670	282.642
OY	キジ	記事	名詞-普通名詞-一般		漢	1.3154	体	活動	言語	文章	3665	282.257
OY	ニ	二	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	3628	279.408
OY	パーセント	パーセント	名詞-普通名詞-助数詞可能	percent	外	1.1962	体	関係	量	助数接辞	3623	279.023
OY	ディー	Ｄ	記号-文字		記号						3612	278.175
OY	ココロ	心	名詞-普通名詞-サ変可能		和	1.3000	体	活動	心	心	3578	275.557
OY	ドコ	何処	代名詞		和	1.1700	体	関係	空間	空間・場所	3573	275.172
OY	カンズル	感ずる	動詞-一般		混	2.3001	用	活動	心	感覚	3570	274.941
OY	カワル	変わる	動詞-一般		和	2.1500	用	関係	作用	作用・変化	3547	273.17
OY	オナジ	同じ	連体詞		和	3.1130	相	関係	類	異同・類似	3544	272.938
OY	ミセ	店	名詞-普通名詞-一般		和	1.2650	体	主体	社会	店・旅館・病院・劇場など	3540	272.63
OY	カレ	彼	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	3535	272.245
OY	ワルイ	悪い	形容詞-一般		和	3.1332	相	関係	様相	良不良・適不適	3527	271.629
OY	サンビャク	三百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	3525	271.475
OY	ゴヒャク	五百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	3518	270.936
OY	イマ	今	名詞-普通名詞-副詞可能		和	3.1641	相	関係	時間	現在	3510	270.32
OY	ダレ	誰	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	3505	269.935
OY	エヌ	Ｎ	記号-文字		記号						3499	269.473
OY	カナリ	可成	副詞		混	3.1920	相	関係	量	程度	3484	268.318
OY	イチ	一	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	3479	267.933
OY	コトシ	今年	名詞-普通名詞-副詞可能		和	1.1641	体	関係	時間	現在	3451	265.776
OY	ネガウ	願う	動詞-非自立可能		和	2.3042	用	活動	心	欲望・期待・失望	3425	263.774
OY	ニン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	3402	262.002
OY	サイ	歳	接尾辞-名詞的-助数詞		漢	1.1962	体	関係	量	助数接辞	3385	260.693
OY	オコナウ	行う	動詞-一般		和	2.3430	用	活動	行為	行為・活動	3370	259.538
OY	マエ	前	名詞-普通名詞-副詞可能		和	1.1740	体	関係	空間	左右・前後・たてよこ	3358	258.614
OY	ノム	飲む	動詞-一般		和	2.3331	用	活動	生活	食生活	3345	257.613
OY	マタ	又	副詞		和	3.1612	相	関係	時間	毎日・毎度	3331	256.534
OY	イエ	家	名詞-普通名詞-一般		和	1.4400	体	生産物	住居	住居	3324	255.995
OY	セイ	性	接尾辞-名詞的-一般		漢	1.1330	体	関係	様相	性質	3313	255.148
OY	イジョウ	以上	名詞-普通名詞-副詞可能		漢	1.1920	体	関係	量	程度・限度	3307	254.686
OY	アノ	彼の	連体詞		和	3.1010	相	関係	真偽	こそあど・他	3302	254.301
OY	ツヅク	続く	動詞-非自立可能		和	2.1504	用	関係	作用	連続・反復	3299	254.07
OY	テ	手	名詞-普通名詞-助数詞可能		和	1.5603	体	自然	身体	手足・指	3298	253.993
OY	イチバン	一番	副詞		漢	3.1920	相	関係	量	程度	3291	253.454
OY	ジカン	時間	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	3287	253.146
OY	デ	で	接続詞		和	4.1120	他		接続	展開	3285	252.992
OY		［	補助記号-括弧開		記号						3256	250.758
OY	センシュ	選手	名詞-普通名詞-一般		漢	1.2450	体	主体	成員	その他の仕手	3245	249.911
OY	モンダイ	問題	名詞-普通名詞-一般		漢	1.3070	体	活動	心	意味・問題・趣旨など	3244	249.834
OY	ヨム	読む	動詞-一般		和	2.3150	用	活動	言語	読み	3233	248.987
OY	ウレシイ	嬉しい	形容詞-一般		和	3.3011	相	活動	心	快・喜び	3230	248.756
OY	カイシャ	会社	名詞-普通名詞-一般		漢	1.2640	体	主体	社会	事務所・市場・駅など	3229	248.679
OY	オレ	俺	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	3229	248.679
OY		］	補助記号-括弧閉		記号						3228	248.602
OY	ヒトリ	一人	名詞-普通名詞-副詞可能		和	x.xxxx					3227	248.525
OY	デ	で	接続詞		和						3215	247.601
