register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OL	ジュウ	十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	6073	5035.334
OL	トキ	時		名詞-普通名詞-副詞可能	和	1.1690	体	関係	時間	場合	5930	4916.768
OL	サダメル	定める		動詞-一般	和	2.3067	用	活動	心	決心・解決・決定・迷い	5677	4706.997
OL		」		補助記号-括弧閉	記号						5449	4517.954
OL		「		補助記号-括弧開	記号						5444	4513.808
OL	ゴウ	号		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	5432	4503.859
OL	ジギョウ	事業		名詞-普通名詞-一般	漢	1.3800	体	活動	事業	事業・業務	5369	4451.623
OL	バアイ	場合		名詞-普通名詞-副詞可能	和	1.1690	体	関係	時間	場合	5361	4444.99
OL	モノ	物		名詞-普通名詞-サ変可能	和	1.1000	体	関係	事柄	事柄	5025	4166.401
OL	ニ	二		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	5010	4153.964
OL	デ	で		助詞-格助詞	和						4978	4127.432
OL	ヨン	四		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	4950	4104.216
OL	ナル	成る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	4839	4012.182
OL	モノ	者		名詞-普通名詞-一般	和	1.2000	体	主体	人間	人間	4718	3911.857
OL	ホウ	法		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	4426	3669.75
OL	カンスル	関する		動詞-一般	混	2.1110	用	関係	類	関係	4132	3425.984
OL	ニジュウ	二十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3995	3312.393
OL	カカル	掛かる		動詞-非自立可能	和	2.1110	用	関係	類	関係	3849	3191.339
OL	ゴ	五		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3817	3164.807
OL	ホウリツ	法律		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	3747	3106.767
OL	バ	ば		助詞-接続助詞	和						3738	3099.305
OL	レル	れる		助動詞	和						3702	3069.456
OL	コノ	此の		連体詞	和	3.1010	相	関係	真偽	こそあど・他	3392	2812.425
OL	ロク	六		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3326	2757.702
OL	ダイジン	大臣		名詞-普通名詞-一般	漢	1.2411	体	主体	成員	管理的・書記的職業	3123	2589.387
OL	オコナウ	行う		動詞-一般	和	2.3430	用	活動	行為	行為・活動	3121	2587.729
OL	ツク	つく		動詞-一般	和	2.1110	用	関係	類	関係	3107	2576.121
OL	タ	他		名詞-普通名詞-副詞可能	漢	1.1040	体	関係	事柄	本体・代理	3013	2498.183
OL	カラ	から		助詞-格助詞	和						3005	2491.55
OL	カイシャ	会社		名詞-普通名詞-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	2871	2380.446
OL	ウケル	受ける		動詞-一般	和	2.3770	用	活動	経済	授受	2810	2329.868
OL	イウ	言う		動詞-一般	和	2.3100	用	活動	言語	言語活動	2750	2280.12
OL	モシクハ	若しくは		接続詞	和	4.1140	他		接続	選択	2741	2272.658
OL	ギョウム	業務		名詞-普通名詞-一般	漢	1.3800	体	活動	事業	事業・業務	2739	2271.0
OL	ゼンコウ	前項		名詞-普通名詞-一般	漢	x.xxxx					2729	2262.708
OL	イカ	以下		名詞-普通名詞-一般	漢	1.1920	体	関係	量	程度・限度	2726	2260.221
OL	サンジュウ	三十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2723	2257.734
OL	サン	三		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	2687	2227.885
OL	カカゲル	掲げる		動詞-一般	和	2.3092	用	活動	心	見せる	2586	2144.142
OL	ジコウ	事項		名詞-普通名詞-一般	漢	1.1000	体	関係	事柄	事柄	2572	2132.534
OL	タイスル	対する		動詞-一般	混	2.1120	用	関係	類	相対	2483	2058.741
OL	ナナ	七		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	2440	2023.089
OL	ハチ	八		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2390	1981.632
OL	コウ	項		名詞-普通名詞-一般	漢	x.xxxx					2337	1937.688
OL	キュウ	九		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2334	1935.2
OL	シテイ	指定		名詞-普通名詞-サ変可能	漢	1.3067	体	活動	心	決心・解決・決定・迷い	2251	1866.382
OL	ケン	権		接尾辞-名詞的-一般	漢	1.3401	体	活動	行為	権利	2236	1853.945
OL	ヒャク	百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2209	1831.559
OL	イチ	一		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	2197	1821.609
OL	タメ	為		名詞-普通名詞-副詞可能	和	1.1113	体	関係	類	理由・目的・証拠	2183	1810.001
OL	デキル	出来る		動詞-非自立可能	和	2.3421	用	活動	行為	才能	2173	1801.71
OL	ショウ	省		接尾辞-名詞的-一般	漢	1.2710	体	主体	機関	政府機関	2097	1738.695
OL	ヒ	日		名詞-普通名詞-副詞可能	和	1.1633	体	関係	時間	日	2087	1730.404
OL	ガク	額		名詞-普通名詞-一般	漢	1.1901	体	関係	量	値・額	2077	1722.113
OL	トクテイ	特定		名詞-普通名詞-サ変可能	漢	1.3066	体	活動	心	判断・推測・評価	2070	1716.309
OL	ヒツヨウ	必要		名詞-普通名詞-形状詞可能	漢	1.3711	体	活動	経済	需給	1978	1640.028
OL	ツギ	次		名詞-普通名詞-一般	和	1.1650	体	関係	時間	順序	1932	1601.888
OL	ヨンジュウ	四十		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	1865	1546.336
OL	ケイカク	計画		名詞-普通名詞-サ変可能	漢	1.3084	体	活動	心	計画・案	1861	1543.02
OL	キン	金		接尾辞-名詞的-一般	漢	1.4040	体	生産物	物品	貨幣・切符・証券	1861	1543.02
OL	コレ	此れ		代名詞	和	1.1010	体	関係	事柄	こそあど・他	1823	1511.513
OL	レイ	令		接尾辞-名詞的-一般	漢	1.3080	体	活動	心	原理・規則	1801	1493.272
OL	イル	居る		動詞-非自立可能	和	2.1200	用	関係	存在	存在	1781	1476.689
OL	ジュンヨウ	準用		名詞-普通名詞-サ変可能	漢	x.xxxx					1779	1475.031
OL	ネン	年		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	1767	1465.081
OL	ゴジュウ	五十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1757	1456.79
OL	ツク	つく		動詞-一般	和	2.3311	用	活動	生活	処世・出処進退	1680	1392.946
OL	ホケン	保険		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	1619	1342.369
OL	トウロク	登録		名詞-普通名詞-サ変可能	漢	1.3151	体	活動	言語	書き	1582	1311.691
OL	ナイ	無い		形容詞-非自立可能	和	3.1200	相	関係	存在	存在	1580	1310.033
OL	マデ	まで		助詞-副助詞	和						1556	1290.134
OL	セイレイ	政令		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	1525	1264.431
OL	ソチ	措置		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	1519	1259.456
OL	ヨン	四		名詞-数詞	和	1.1961	体	関係	量	順位記号（甲乙丙）	1519	1259.456
OL	ギョウ	業		接尾辞-名詞的-一般	漢	1.3800	体	活動	事業	事業・業務	1506	1248.677
OL	キカン	機関		名詞-普通名詞-一般	漢	1.2700	体	主体	機関	機関	1505	1247.848
OL	ニン	人		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	1503	1246.19
OL	カクゴウ	各号		名詞-普通名詞-一般	漢	x.xxxx					1494	1238.727
OL	ノゾク	除く		動詞-一般	和	2.1251	用	関係	存在	除去	1441	1194.783
OL	ジム	事務		名詞-普通名詞-一般	漢	1.3800	体	活動	事業	事業・業務	1409	1168.251
OL	キカン	期間		名詞-普通名詞-一般	漢	1.1620	体	関係	時間	期間	1390	1152.497
OL	フクム	含む		動詞-一般	和	2.1130	用	関係	類	異同・類似	1390	1152.497
OL	ノ	の		助詞-準体助詞	和						1366	1132.598
OL	トコロ	所		名詞-普通名詞-副詞可能	和	1.1690	体	関係	時間	場合	1339	1110.212
OL	ロウドウ	労働		名詞-普通名詞-サ変可能	漢	1.3320	体	活動	生活	労働・作業・休暇	1331	1103.578
OL	ゼンジョウ	前条		名詞-普通名詞-一般	漢	x.xxxx					1302	1079.534
OL	ベシ	べし		助動詞	和						1298	1076.217
OL	テキ	的		接尾辞-形状詞的	漢	3.1130	相	関係	類	異同・類似	1284	1064.609
OL	ドウコウ	同項		名詞-普通名詞-一般	漢	x.xxxx					1267	1050.514
OL	リ	り		助動詞	和						1253	1038.906
OL	テキヨウ	適用		名詞-普通名詞-サ変可能	漢	1.3852	体	活動	事業	扱い・操作・使用	1250	1036.419
OL	ヘンコウ	変更		名詞-普通名詞-サ変可能	漢	1.1500	体	関係	作用	作用・変化	1246	1033.102
OL	デキル	出来る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	1218	1009.886
OL	サイバン	裁判		名詞-普通名詞-サ変可能	漢	1.3611	体	活動	待遇	裁判	1207	1000.766
OL	ロクジュウ	六十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1206	999.937
OL	ショ	所		接尾辞-名詞的-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	1197	992.474
OL	カイ	会		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	1187	984.183
OL	ジッシ	実施		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	1185	982.525
OL	ショウワ	昭和		名詞-固有名詞-一般	固	1.1623	体	関係	時間	時代	1178	976.721
OL	シッコウ	執行		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	1171	970.917
OL	ケン	県		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	1163	964.284
OL	ドウジョウ	同条		名詞-普通名詞-一般	漢	x.xxxx					1157	959.309
OL	フ	府		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	1144	948.53
OL	シコウ	施行		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	1143	947.701
OL	ホウジン	法人		名詞-普通名詞-一般	漢	1.2500	体	主体	公私	公私	1128	935.264
OL	ミトメル	認める		動詞-一般	和	2.3532	用	活動	交わり	賛否	1116	925.315
OL	ツウシン	通信		名詞-普通名詞-サ変可能	漢	1.3122	体	活動	言語	通信	1110	920.34
OL	ショクイン	職員		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	1106	917.023
OL	リヨウ	利用		名詞-普通名詞-サ変可能	漢	1.3852	体	活動	事業	扱い・操作・使用	1100	912.048
OL	ト	都		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	1097	909.561
OL	ラレル	られる		助動詞	和						1093	906.244
OL	トクベツ	特別		形状詞-一般	漢	3.1331	相	関係	様相	特徴	1081	896.295
OL	ドウ	道		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	1063	881.37
OL	ムネ	旨		名詞-普通名詞-一般	和	1.1000	体	関係	事柄	事柄	1052	872.25
OL	チイキ	地域		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	1032	855.667
OL	シセツ	施設		名詞-普通名詞-サ変可能	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	1023	848.205
OL	コウイ	行為		名詞-普通名詞-一般	漢	1.3430	体	活動	行為	行為・活動	1015	841.572
OL	キコウ	機構		名詞-普通名詞-一般	漢	1.2700	体	主体	機関	機関	1002	830.793
OL	トウキ	登記		名詞-普通名詞-サ変可能	漢	x.xxxx					996	825.818
OL	ニンテイ	認定		名詞-普通名詞-サ変可能	漢	1.3066	体	活動	心	判断・推測・評価	992	822.502
OL	イチブ	一部		名詞-普通名詞-副詞可能	漢	1.1940	体	関係	量	一般・全体・部分	990	820.844
OL	シンセイ	申請		名詞-普通名詞-サ変可能	漢	1.3660	体	活動	待遇	請求・依頼	988	819.185
OL	ガイトウ	該当		名詞-普通名詞-サ変可能	漢	1.1130	体	関係	類	異同・類似	987	818.356
OL	ナナジュウ	七十		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	984	815.869
OL	キジュン	基準		名詞-普通名詞-一般	漢	1.1101	体	関係	類	等級・系列	979	811.723
OL	サイケン	債権		名詞-普通名詞-一般	漢	1.3401	体	活動	行為	権利	978	810.894
OL	セイビ	整備		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	963	798.457
OL	イイン	委員		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	956	792.653
OL	キョカ	許可		名詞-普通名詞-サ変可能	漢	1.3532	体	活動	交わり	賛否	942	781.045
OL	チホウ	地方		名詞-普通名詞-一般	漢	1.2540	体	主体	公私	都会・田舎	939	778.558
OL	シケン	試験		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	935	775.241
OL	イン	員		接尾辞-名詞的-一般	漢	1.2400	体	主体	成員	成員・職	929	770.266
OL	ゼイ	税		名詞-普通名詞-一般	漢	1.3720	体	活動	経済	税	920	762.804
OL	ナイカク	内閣		名詞-普通名詞-一般	漢	1.2710	体	主体	機関	政府機関	909	753.684
OL	カンリ	管理		名詞-普通名詞-サ変可能	漢	1.3620	体	活動	待遇	運営	908	752.855
OL	オナジ	同じ		形状詞-一般	和	3.1130	相	関係	類	異同・類似	903	748.709
OL	メイレイ	命令		名詞-普通名詞-サ変可能	漢	1.3670	体	活動	待遇	命令・制約・服従	898	744.563
OL	コウフ	交付		名詞-普通名詞-サ変可能	漢	1.3770	体	活動	経済	授受	898	744.563
OL	キンガク	金額		名詞-普通名詞-一般	漢	1.1901	体	関係	量	値・額	896	742.905
OL	カギル	限る		動詞-一般	和	2.1584	用	関係	作用	限定・優劣	883	732.126
OL	ホウジン	法人		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	878	727.981
OL	トドケデ	届け出		名詞-普通名詞-一般	和	1.3141	体	活動	言語	報告・申告	872	723.006
OL	ハンバイ	販売		名詞-普通名詞-サ変可能	漢	1.3761	体	活動	経済	売買	864	716.373
OL	テイシュツ	提出		名詞-普通名詞-サ変可能	漢	1.1531	体	関係	作用	出・出し	864	716.373
OL	カブシキ	株式		名詞-普通名詞-一般	混	1.3721	体	活動	経済	資本・金銭	863	715.544
OL	テイキョウ	提供		名詞-普通名詞-サ変可能	漢	1.3711	体	活動	経済	需給	863	715.544
OL	サンギョウ	産業		名詞-普通名詞-一般	漢	1.3801	体	活動	事業	生産・産業	862	714.714
OL	セイキュウ	請求		名詞-普通名詞-サ変可能	漢	1.3660	体	活動	待遇	請求・依頼	855	708.91
OL	モノ	物		名詞-普通名詞-サ変可能	和	1.4000	体	生産物	物品	物品	851	705.594
OL	ダンタイ	団体		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	851	705.594
OL	モトヅク	基づく		動詞-一般	和	2.1110	用	関係	類	関係	849	703.936
OL	ナラビ	並び		名詞-普通名詞-一般	和	1.1850	体	関係	形	束・片・列・わく	842	698.132
OL	カンケイ	関係		名詞-普通名詞-サ変可能	漢	1.1110	体	関係	類	関係	834	691.499
OL	ゴ	五		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	825	684.036
OL	ソウトウ	相当		名詞-普通名詞-サ変可能	漢	1.1120	体	関係	類	相対	807	669.112
OL	ケイヤク	契約		名詞-普通名詞-サ変可能	漢	1.3760	体	活動	経済	取引	805	667.454
OL	キサイ	記載		名詞-普通名詞-サ変可能	漢	1.3151	体	活動	言語	書き	803	665.795
OL	セイゾウ	製造		名詞-普通名詞-サ変可能	漢	1.3860	体	活動	事業	製造・加工・包装	798	661.65
OL	チ	地		名詞-普通名詞-一般	漢	1.1700	体	関係	空間	空間・場所	798	661.65
OL	フソク	付則		名詞-普通名詞-一般	漢	x.xxxx					795	659.162
OL	ケイザイ	経済		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	785	650.871
OL	ニンカ	認可		名詞-普通名詞-サ変可能	漢	1.3532	体	活動	交わり	賛否	783	649.213
OL	ドウホウ	同法		名詞-普通名詞-一般	漢	1.1130	体	関係	類	異同・類似	781	647.555
OL	ケンキュウ	研究		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	779	645.896
OL	ニヒャク	二百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	779	645.896
OL	ケンリ	権利		名詞-普通名詞-一般	漢	1.3401	体	活動	行為	権利	774	641.751
OL	ガイコク	外国		名詞-普通名詞-一般	漢	1.2530	体	主体	公私	国	766	635.117
OL	シ	士		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	764	633.459
OL	クニ	国		名詞-普通名詞-一般	和	1.2530	体	主体	公私	国	764	633.459
OL	セル	せる		助動詞	和						760	630.143
OL	ズ	ず		助動詞	和						758	628.484
OL	カ	か		助詞-副助詞	和						754	625.168
OL	イハン	違反		名詞-普通名詞-サ変可能	漢	1.3440	体	活動	行為	犯罪・罪	749	621.022
OL	シヨウ	使用		名詞-普通名詞-サ変可能	漢	1.3852	体	活動	事業	扱い・操作・使用	741	614.389
OL	ショウニン	承認		名詞-普通名詞-サ変可能	漢	1.3532	体	活動	交わり	賛否	738	611.902
OL	モクテキ	目的		名詞-普通名詞-一般	漢	1.1113	体	関係	類	理由・目的・証拠	729	604.44
OL	クミアイ	組合		名詞-普通名詞-一般	和	1.2760	体	主体	機関	同盟・団体	727	602.781
OL	ネンド	年度		名詞-普通名詞-一般	漢	1.1630	体	関係	時間	年	721	597.806
OL	クイキ	区域		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	712	590.344
OL	ホウコク	報告		名詞-普通名詞-サ変可能	漢	1.3141	体	活動	言語	報告・申告	708	587.028
OL	デンキ	電気		名詞-普通名詞-一般	漢	1.5001	体	自然	自然	エネルギー	708	587.028
OL	ラ	等		接尾辞-名詞的-一般	和	1.1951	体	関係	量	群・組・対	708	587.028
OL	テツヅキ	手続き		名詞-普通名詞-サ変可能	和	1.3081	体	活動	心	方法	699	579.565
OL	サイセイ	再生		名詞-普通名詞-サ変可能	漢	1.1211	体	関係	存在	発生・復活	682	565.47
OL	ヤク	役		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	680	563.812
OL	ギョウセイ	行政		名詞-普通名詞-一般	漢	1.3600	体	活動	待遇	支配・政治	677	561.325
OL	ネン	年		名詞-普通名詞-助数詞可能	漢	1.1630	体	関係	時間	年	672	557.179
OL	ケンサ	検査		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	671	556.35
OL	シュム	主務		名詞-普通名詞-一般	漢	x.xxxx					669	554.691
OL	ミナス	見なす		動詞-一般	和	2.3066	用	活動	心	判断・推測・評価	668	553.862
OL	ハチジュウ	八十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	668	553.862
OL	コウツウ	交通		名詞-普通名詞-サ変可能	漢	1.3830	体	活動	事業	運輸	668	553.862
OL	コクド	国土		名詞-普通名詞-一般	漢	1.5270	体	自然	天地	地相	666	552.204
OL	サイム	債務		名詞-普通名詞-一般	漢	1.3780	体	活動	経済	貸借	666	552.204
OL	カツ	且つ		接続詞	和	4.1110	他		接続	累加	655	543.084
OL	ナイ	内		接尾辞-名詞的-一般	漢	1.1920	体	関係	量	程度・限度	654	542.254
OL	イズレ	何れ		代名詞	和	1.1010	体	関係	事柄	こそあど・他	652	540.596
OL	ザイサン	財産		名詞-普通名詞-一般	漢	1.3721	体	活動	経済	資本・金銭	649	538.109
OL	ギンコウ	銀行		名詞-普通名詞-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	649	538.109
OL	コウチュウ	項中		名詞-普通名詞-一般	漢	x.xxxx					647	536.45
OL	センパク	船舶		名詞-普通名詞-一般	漢	x.xxxx					646	535.621
OL	ユウスル	有する		動詞-一般	混	2.3701	用	活動	経済	所有	645	534.792
OL	ホゼン	保全		名詞-普通名詞-サ変可能	漢	x.xxxx					638	528.988
OL	ケッテイ	決定		名詞-普通名詞-サ変可能	漢	1.3067	体	活動	心	決心・解決・決定・迷い	626	519.039
OL	タテモノ	建物		名詞-普通名詞-一般	和	1.4410	体	生産物	住居	家屋・建物	624	517.38
OL	キロク	記録		名詞-普通名詞-サ変可能	漢	1.3151	体	活動	言語	書き	624	517.38
OL	モ	も		助詞-係助詞	和						623	516.551
OL	トクレイ	特例		名詞-普通名詞-一般	漢	x.xxxx					622	515.722
OL	ヨウ	様		形状詞-助動詞語幹	漢	3.1300					621	514.893
OL	カンキョウ	環境		名詞-普通名詞-一般	漢	1.1780	体	関係	空間	ふち・そば・まわり・沿い	614	509.089
OL	キュウジュウ	九十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	608	504.114
OL	ツウチ	通知		名詞-普通名詞-サ変可能	漢	1.3123	体	活動	言語	伝達・報知	608	504.114
OL	ホウホウ	方法		名詞-普通名詞-一般	漢	1.3081	体	活動	心	方法	608	504.114
OL	ホカ	他		名詞-普通名詞-副詞可能	和	1.1040	体	関係	事柄	本体・代理	604	500.798
OL	チジ	知事		名詞-普通名詞-一般	漢	1.2430	体	主体	成員	長	597	494.994
OL	ショ	所		接尾辞-名詞的-一般	漢	1.2720	体	主体	機関	公共機関	596	494.165
OL	カ	化		接尾辞-名詞的-サ変可能	漢	1.1500	体	関係	作用	作用・変化	595	493.336
OL	コウキョウ	公共		名詞-普通名詞-一般	漢	1.3610	体	活動	待遇	公式・公平	593	491.677
OL	ショウケイ	承継		名詞-普通名詞-サ変可能	漢	x.xxxx					593	491.677
OL	タダシ	但し		接続詞	和	4.1160	他		接続	補充	592	490.848
OL	ブツ	物		接尾辞-名詞的-一般	漢	1.4000	体	生産物	物品	物品	589	488.361
OL	ジョウホウ	情報		名詞-普通名詞-一般	漢	1.3123	体	活動	言語	伝達・報知	587	486.702
OL	キホン	基本		名詞-普通名詞-一般	漢	1.1111	体	関係	類	本末	583	483.386
OL	カイハツ	開発		名詞-普通名詞-サ変可能	漢	1.3801	体	活動	事業	生産・産業	577	478.411
OL	ソウム	総務		名詞-普通名詞-一般	漢	1.2430	体	主体	成員	長	575	476.753
OL	イガイ	以外		名詞-普通名詞-副詞可能	漢	1.1920	体	関係	量	程度・限度	571	473.436
OL	エキム	役務		名詞-普通名詞-一般	漢	x.xxxx					568	470.949
OL	ゼン	前		名詞-普通名詞-副詞可能	漢	1.1650	体	関係	時間	順序	565	468.461
OL	ショウ	章		名詞-普通名詞-一般	漢	1.3154	体	活動	言語	文章	561	465.145
OL	イッパン	一般		名詞-普通名詞-一般	漢	1.1940	体	関係	量	一般・全体・部分	561	465.145
OL	イジョウ	以上		名詞-普通名詞-副詞可能	漢	1.1920	体	関係	量	程度・限度	557	461.828
OL	ヘイセイ	平成		名詞-固有名詞-一般	固	1.1623	体	関係	時間	時代	557	461.828
OL	シ	市		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	556	460.999
OL	ギケツ	議決		名詞-普通名詞-サ変可能	漢	1.3067	体	活動	心	決心・解決・決定・迷い	554	459.341
OL	マエ	前		名詞-普通名詞-副詞可能	和	1.1670	体	関係	時間	時間的前後	553	458.512
OL	ゼンブ	全部		名詞-普通名詞-副詞可能	漢	1.1940	体	関係	量	一般・全体・部分	542	449.391
OL	エル	得る		動詞-非自立可能	和	2.3700	用	活動	経済	取得	542	449.391
OL	ニッポン	日本		名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	541	448.562
OL	ハケン	派遣		名詞-普通名詞-サ変可能	漢	1.3630	体	活動	待遇	人事	541	448.562
OL	ショユウ	所有		名詞-普通名詞-サ変可能	漢	1.3701	体	活動	経済	所有	539	446.904
OL	ケイカ	経過		名詞-普通名詞-サ変可能	漢	1.1600	体	関係	時間	時間	539	446.904
OL	ソクシン	促進		名詞-普通名詞-サ変可能	漢	1.1660	体	関係	時間	新旧・遅速	538	446.075
OL	ロク	六		名詞-数詞	漢	1.1961	体	関係	量	順位記号（甲乙丙）	533	441.929
OL	トシ	都市		名詞-普通名詞-一般	漢	1.2540	体	主体	公私	都会・田舎	530	439.442
OL	キュウフ	給付		名詞-普通名詞-サ変可能	漢	1.3770	体	活動	経済	授受	522	432.809
OL	セッチ	設置		名詞-普通名詞-サ変可能	漢	1.1220	体	関係	存在	成立	518	429.492
OL	メイズル	命ずる		動詞-一般	混	2.3670	用	活動	待遇	命令・制約・服従	517	428.663
OL	ホユウ	保有		名詞-普通名詞-サ変可能	漢	1.3701	体	活動	経済	所有	510	422.859
OL	ゴ	後		接尾辞-名詞的-副詞可能	漢	1.1670	体	関係	時間	時間的前後	509	422.03
OL	ショルイ	書類		名詞-普通名詞-一般	漢	1.3155	体	活動	言語	文書	509	422.03
