register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OM	ワケ	訳		名詞-普通名詞-一般	和	1.1113	体	関係	類	理由・目的・証拠	20548	3671.5
OM	ワタクシ	私	代名詞	代名詞	和	1.2010	体	主体	人間	われ・なれ・かれ	19826	3542.494
OM	オ	御		接頭辞	和	4.3320	他		挨拶	手紙用語など	19120	3416.346
OM	テキ	的		接尾辞-形状詞的	漢	3.1130	相	関係	類	異同・類似	18965	3388.651
OM	カ	か		助詞-副助詞	和						18708	3342.731
OM	ナル	成る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	18188	3249.817
OM	モノ	物		名詞-普通名詞-サ変可能	和	1.1000	体	関係	事柄	事柄	17573	3139.93
OM	ケレド	けれど		助詞-接続助詞	和						17089	3053.449
OM	イイン	委員		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	16742	2991.447
OM	ツク	つく		動詞-一般	和	2.3311	用	活動	生活	処世・出処進退	16059	2869.409
OM	ゴ	御		接頭辞	漢	4.3320	他		挨拶	手紙用語など	15444	2759.522
OM	タイ	たい		助動詞	和						15411	2753.625
OM	イタス	致す		動詞-非自立可能	和	2.3430	用	活動	行為	行為・活動	15340	2740.939
OM	モンダイ	問題		名詞-普通名詞-一般	漢	1.3070	体	活動	心	意味・問題・趣旨など	15120	2701.63
OM	ト	と		助詞-接続助詞	和						14861	2655.352
OM	コウ	こう		副詞	和	3.1010	相	関係	真偽	こそあど・他	14666	2620.509
OM	ズ	ず		助動詞	和						14229	2542.427
OM	イク	行く		動詞-非自立可能	和	2.3430	用	活動	行為	行為・活動	13659	2440.579
OM	カンガエル	考える		動詞-一般	和	2.3061	用	活動	心	思考・意見・疑い	13442	2401.806
OM	バ	ば		助詞-接続助詞	和						12791	2285.486
OM	フウ	風		名詞-普通名詞-形状詞可能	漢	1.1310	体	関係	様相	風・観・姿	12115	2164.699
OM	ドウ	どう		副詞	和	3.1010	相	関係	真偽	こそあど・他	11593	2071.428
OM	カラ	から		助詞-接続助詞	和						11586	2070.177
OM	イタダク	頂く		動詞-非自立可能	和	2.3770	用	活動	経済	授受	11394	2035.871
OM	クン	君		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	10824	1934.024
OM	イチ	一		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	10553	1885.602
OM	シャ	者		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	10245	1830.569
OM	クル	来る		動詞-非自立可能	和	2.1527	用	関係	作用	往復	9349	1670.472
OM	オク	於く		動詞-一般	和	2.1513	用	関係	作用	固定・傾き・転倒など	8980	1604.54
OM	トコロ	所		名詞-普通名詞-副詞可能	和	1.1690	体	関係	時間	場合	8856	1582.383
OM		）		補助記号-括弧閉	記号						8721	1558.262
OM		（		補助記号-括弧開	記号						8721	1558.262
OM	ネン	年		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	8656	1546.647
OM	アルイハ	或いは		接続詞	和	4.1140	他		接続	選択	8490	1516.987
OM	ヤル	遣る		動詞-非自立可能	和	2.3430	用	活動	行為	行為・活動	8460	1511.626
OM	セイフ	政府		名詞-普通名詞-一般	漢	1.2710	体	主体	機関	政府機関	8417	1503.943
OM	ダイジン	大臣		名詞-普通名詞-一般	漢	1.2411	体	主体	成員	管理的・書記的職業	8201	1465.348
OM	ツ	つ		接尾辞-名詞的-助数詞	和	1.1962	体	関係	量	助数接辞	8060	1440.155
OM	トウ	等		接尾辞-名詞的-一般	漢	1.1951	体	関係	量	群・組・対	7998	1429.077
OM	ニ	二		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	7901	1411.745
OM	ツク	つく		動詞-一般	和	2.1110	用	関係	類	関係	7802	1394.055
OM	ヨル	因る		動詞-一般	和	2.1112	用	関係	類	因果	7598	1357.605
OM	ジュウ	十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	7306	1305.431
OM	モウシアゲル	申し上げる		動詞-一般	和	2.3123	用	活動	言語	伝達・報知	7147	1277.021
OM	ネ	ね		助詞-終助詞	和						7114	1271.124
OM	デキル	出来る		動詞-非自立可能	和	2.1220	用	関係	存在	成立	7107	1269.873
OM	サン	三		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	7051	1259.867
OM	タイスル	対する		動詞-一般	混	2.1120	用	関係	類	相対	6749	1205.906
OM	マデ	まで		助詞-副助詞	和						6580	1175.709
OM	ニッポン	日本		名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	6529	1166.597
OM	バアイ	場合		名詞-普通名詞-副詞可能	和	1.1690	体	関係	時間	場合	6516	1164.274
OM	ショウ	省		接尾辞-名詞的-一般	漢	1.2710	体	主体	機関	政府機関	6469	1155.876
OM	マタ	又		接続詞	和	4.1110	他		接続	累加	6401	1143.726
OM	イマ	今		名詞-普通名詞-副詞可能	和	3.1641	相	関係	時間	現在	6388	1141.403
OM	ヒト	一		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	6173	1102.987
OM	テン	点		名詞-普通名詞-助数詞可能	漢	1.1710	体	関係	空間	点	6160	1100.664
OM	タメ	為		名詞-普通名詞-副詞可能	和	1.1113	体	関係	類	理由・目的・証拠	6108	1091.373
OM	ラレル	られる		助動詞	和						6088	1087.799
OM	ヤハリ	矢張り		副詞	和	4.3120	他		判断	予期	6042	1079.58
OM	カイ	会		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	5975	1067.609
OM	オコナウ	行う		動詞-一般	和	2.3430	用	活動	行為	行為・活動	5894	1053.136
OM	ヒジョウ	非常		形状詞-一般	漢	3.1920	相	関係	量	程度	5866	1048.133
OM	ゴ	五		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	5796	1035.625
OM	ナル	成る		動詞-非自立可能	和	2.1500	用	関係	作用	作用・変化	5471	977.554
OM	カンケイ	関係		名詞-普通名詞-サ変可能	漢	1.1110	体	関係	類	関係	5378	960.937
OM	ホウ	法		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	5292	945.571
OM	カ	化		接尾辞-名詞的-サ変可能	漢	1.1500	体	関係	作用	作用・変化	5255	938.96
OM	セル	せる		助動詞	和						5244	936.994
OM	ダケ	だけ		助詞-副助詞	和						5204	929.847
OM	クニ	国		名詞-普通名詞-一般	和	1.2530	体	主体	公私	国	5102	911.622
OM	ガツ	月		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	5012	895.541
OM	ジギョウ	事業		名詞-普通名詞-一般	漢	1.3800	体	活動	事業	事業・業務	4943	883.212
OM	ミル	見る		動詞-非自立可能	和	2.3091	用	活動	心	見る	4828	862.664
OM	ナニ	何		代名詞	和	1.1010	体	関係	事柄	こそあど・他	4762	850.871
OM	モツ	持つ		動詞-一般	和	2.3701	用	活動	経済	所有	4716	842.652
OM	イマ	今		名詞-普通名詞-副詞可能	和	1.1641	体	関係	時間	現在	4628	826.928
OM	ダイ	第		接頭辞	漢	3.1101	相	関係	類	等級・系列	4609	823.533
OM	ソコ	其処		代名詞	和	1.1700	体	関係	空間	空間・場所	4607	823.175
OM	ソシテ	そして		接続詞	和	4.1110	他		接続	累加	4604	822.639
OM	ドモ	共		接尾辞-名詞的-一般	和	1.1951	体	関係	量	群・組・対	4562	815.135
OM	ベシ	べし		助動詞	和						4523	808.166
OM	ホウ	方		名詞-普通名詞-一般	漢	1.1010	体	関係	事柄	こそあど・他	4393	784.938
OM	イン	員		接尾辞-名詞的-一般	漢	1.2400	体	主体	成員	成員・職	4387	783.866
OM	ヨイ	良い		形容詞-非自立可能	和	3.1332	相	関係	様相	良不良・適不適	4380	782.615
OM	ヨ	よ		助詞-終助詞	和						4371	781.007
OM	ヨン	四		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	4270	762.961
OM	ゴジュウ	五十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	4264	761.889
OM	エン	円	助数詞	名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	4260	761.174
OM	ハナシ	話		名詞-普通名詞-サ変可能	和	1.3131	体	活動	言語	話・談話	4169	744.914
OM	シテキ	指摘		名詞-普通名詞-サ変可能	漢	1.3092	体	活動	心	見せる	4145	740.626
OM	パーセント	パーセント	percent	名詞-普通名詞-助数詞可能	外	1.1962	体	関係	量	助数接辞	4126	737.231
OM	セイド	制度		名詞-普通名詞-一般	漢	1.3082	体	活動	心	制度・慣例	4067	726.689
OM	セツメイ	説明		名詞-普通名詞-サ変可能	漢	1.3136	体	活動	言語	説明	4050	723.651
OM	シ	し		助詞-接続助詞	和						4010	716.504
OM	チョウサ	調査		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	3918	700.066
OM	カタ	方		接尾辞-名詞的-一般	和	1.3081	体	活動	心	方法	3897	696.313
OM	ジョウキョウ	状況		名詞-普通名詞-一般	漢	1.1300	体	関係	様相	様相・情勢	3818	682.198
OM	ニジュウ	二十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3808	680.411
OM	ナカ	中		名詞-普通名詞-副詞可能	和	1.1770	体	関係	空間	内外	3775	674.514
OM	コクミン	国民		名詞-普通名詞-一般	漢	1.2301	体	主体	人物	国民・住民	3730	666.474
OM	シカシ	然し		接続詞	和	4.1130	他		接続	反対	3725	665.58
OM	センセイ	先生		名詞-普通名詞-一般	漢	1.2410	体	主体	成員	専門的・技術的職業	3684	658.255
OM	チョウ	長		接尾辞-名詞的-一般	漢	1.2430	体	主体	成員	長	3677	657.004
OM	モウ	もう		副詞	和	3.1920	相	関係	量	程度	3564	636.813
OM	ジン	人		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	3538	632.167
OM	ナル	成る		動詞-非自立可能	和	2.1112	用	関係	類	因果	3503	625.914
OM	セイ	性		接尾辞-名詞的-一般	漢	1.1330	体	関係	様相	性質	3470	620.017
OM	イミ	意味		名詞-普通名詞-サ変可能	漢	1.3070	体	活動	心	意味・問題・趣旨など	3463	618.766
OM	ロク	六		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3416	610.369
OM	ナド	など		助詞-副助詞	和						3413	609.833
OM	ケイザイ	経済		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	3410	609.296
OM	ヒツヨウ	必要		名詞-普通名詞-形状詞可能	漢	1.3711	体	活動	経済	需給	3364	601.077
OM	キギョウ	企業		名詞-普通名詞-一般	漢	1.3801	体	活動	事業	生産・産業	3350	598.576
OM	サン	さん		接尾辞-名詞的-一般	和	1.2000	体	主体	人間	人間	3325	594.109
OM	ホウリツ	法律		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	3324	593.93
OM	ヤ	や		助詞-副助詞	和						3274	584.996
OM	タイサク	対策		名詞-普通名詞-一般	漢	1.3084	体	活動	心	計画・案	3263	583.031
OM	ナガラ	ながら		助詞-接続助詞	和						3255	581.601
OM	シツモン	質問		名詞-普通名詞-サ変可能	漢	1.3132	体	活動	言語	問答	3254	581.423
OM	キク	聞く		動詞-一般	和	2.3093	用	活動	心	聞く・味わう	3245	579.814
OM	ケイカク	計画		名詞-普通名詞-サ変可能	漢	1.3084	体	活動	心	計画・案	3203	572.31
OM	タトエバ	例えば		副詞	和	4.1150	他		接続	換言	3158	564.269
OM	チョウ	庁		接尾辞-名詞的-一般	漢	1.2710	体	主体	機関	政府機関	3157	564.091
OM	シャカイ	社会		名詞-普通名詞-一般	漢	1.2600	体	主体	社会	社会・世界	3150	562.84
OM	ヒト	人		名詞-普通名詞-一般	和	1.2000	体	主体	人間	人間	3135	560.16
OM	ケントウ	検討		名詞-普通名詞-サ変可能	漢	1.3061	体	活動	心	思考・意見・疑い	3115	556.586
OM	カンスル	関する		動詞-一般	混	2.1110	用	関係	類	関係	3101	554.085
OM	モノ	物		名詞-普通名詞-サ変可能	和	1.4000	体	生産物	物品	物品	3067	548.01
OM	ナナ	七		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	3064	547.474
OM	オク	置く		動詞-非自立可能	和	2.1513	用	関係	作用	固定・傾き・転倒など	3046	544.257
OM	イロイロ	色々		副詞	和	3.1341	相	関係	様相	弛緩・粗密・繁簡	3040	543.185
OM	ハチ	八		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2991	534.43
OM	ケン	県		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	2989	534.073
OM	マズ	先ず		副詞	和	3.1650	相	関係	時間	順序	2967	530.142
OM		「		補助記号-括弧開	記号						2957	528.355
OM		」		補助記号-括弧閉	記号						2957	528.355
OM	チイキ	地域		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	2938	524.96
OM	キュウ	九		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2927	522.994
OM	トオリ	通り		名詞-普通名詞-助数詞可能	和	1.1130	体	関係	類	異同・類似	2838	507.092
OM	キホン	基本		名詞-普通名詞-一般	漢	1.1111	体	関係	類	本末	2798	499.945
OM	ワカル	分かる		動詞-一般	和	2.3062	用	活動	心	注意・認知・了解	2794	499.23
OM	ネンキン	年金		名詞-普通名詞-一般	漢	1.3740	体	活動	経済	給与・料金・利子	2790	498.515
OM	イワユル	所謂		連体詞	和	3.1040	相	関係	真偽	本体・代理	2777	496.193
OM	ヘ	へ		助詞-格助詞	和						2772	495.299
OM	ギロン	議論		名詞-普通名詞-サ変可能	漢	1.3133	体	活動	言語	会議・論議	2764	493.87
OM	ワケ	訳		名詞-普通名詞-一般	和	1.3070	体	活動	心	意味・問題・趣旨など	2760	493.155
OM	カタチ	形		名詞-普通名詞-一般	和	1.1800	体	関係	形	形・型・姿・構え	2743	490.117
OM	サキホド	先程		名詞-普通名詞-副詞可能	和	1.1642	体	関係	時間	過去	2674	477.789
OM	エル	得る		動詞-非自立可能	和	2.3700	用	活動	経済	取得	2614	467.068
OM	オッシャル	仰る		動詞-一般	和	2.3100	用	活動	言語	言語活動	2602	464.924
OM	マイル	参る		動詞-非自立可能	和	2.1526	用	関係	作用	進退	2601	464.745
OM	ウカガウ	伺う		動詞-一般	和	2.3132	用	活動	言語	問答	2596	463.852
OM	ネンド	年度		名詞-普通名詞-一般	漢	1.1962	体	関係	量	助数接辞	2584	461.707
OM	トウベン	答弁		名詞-普通名詞-サ変可能	漢	1.3132	体	活動	言語	問答	2584	461.707
OM	オク	億		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2580	460.993
OM	チョット	一寸		副詞	和	3.1920	相	関係	量	程度	2580	460.993
OM	ソチ	措置		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	2576	460.278
OM	ネガウ	願う		動詞-非自立可能	和	2.3042	用	活動	心	欲望・期待・失望	2563	457.955
OM	ヨサン	予算		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	2561	457.598
OM	ツクル	作る		動詞-一般	和	2.1220	用	関係	存在	成立	2548	455.275
OM	ワガ	我が		連体詞	和	3.1040	相	関係	真偽	本体・代理	2542	454.203
OM	チホウ	地方		名詞-普通名詞-一般	漢	1.2540	体	主体	公私	都会・田舎	2518	449.915
OM	イケン	意見		名詞-普通名詞-サ変可能	漢	1.3061	体	活動	心	思考・意見・疑い	2514	449.2
OM	カイハツ	開発		名詞-普通名詞-サ変可能	漢	1.3801	体	活動	事業	生産・産業	2507	447.949
OM		・		補助記号-一般	記号						2505	447.592
OM	キョウイク	教育		名詞-普通名詞-サ変可能	漢	1.3640	体	活動	待遇	教育・養成	2487	444.376
OM	トクニ	特に		副詞	混	3.1331	相	関係	様相	特徴	2465	440.445
OM	トキ	時		名詞-普通名詞-副詞可能	和	1.1690	体	関係	時間	場合	2465	440.445
OM	イロイロ	色々		形状詞-一般	和	3.1341	相	関係	様相	弛緩・粗密・繁簡	2462	439.909
OM	コクム	国務		名詞-普通名詞-一般	漢	1.3601	体	活動	待遇	国務	2455	438.658
OM	ラ	等		接尾辞-名詞的-一般	和	1.1951	体	関係	量	群・組・対	2443	436.514
OM	マン	万		名詞-数詞	漢	1.1962	体	関係	量	助数接辞	2441	436.156
OM	コタエル	答える		動詞-一般	和	2.3132	用	活動	言語	問答	2437	435.442
OM	ドノ	何の		連体詞	和	3.1010	相	関係	真偽	こそあど・他	2430	434.191
OM	ロクジュウ	六十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2417	431.868
OM	クライ	くらい		助詞-副助詞	和						2415	431.511
OM	ダス	出す		動詞-非自立可能	和	2.1531	用	関係	作用	出・出し	2411	430.796
OM	グタイ	具体		名詞-普通名詞-一般	漢	1.1200	体	関係	存在	存在	2389	426.865
OM	デル	出る		動詞-一般	和	2.1531	用	関係	作用	出・出し	2376	424.542
OM	ツギ	次		名詞-普通名詞-一般	和	1.1650	体	関係	時間	順序	2367	422.934
OM	ヨンジュウ	四十		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	2354	420.611
OM	サンコウ	参考		名詞-普通名詞-サ変可能	漢	1.3063	体	活動	心	比較・参考・区別・選択	2352	420.254
OM	オヨビ	及び		接続詞	和	4.1110	他		接続	累加	2341	418.288
OM	イジョウ	以上		名詞-普通名詞-副詞可能	漢	1.1920	体	関係	量	程度・限度	2336	417.395
OM	ギョウセイ	行政		名詞-普通名詞-一般	漢	1.3600	体	活動	待遇	支配・政治	2325	415.43
OM	サンジュウ	三十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2294	409.891
OM	タチ	達		接尾辞-名詞的-一般	和	1.1951	体	関係	量	群・組・対	2267	405.066
OM	マン	万		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2252	402.386
OM	ヒャク	百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	2250	402.029
OM	オオキナ	大きな		連体詞	和	3.1912	相	関係	量	広狭・大小	2227	397.919
OM	テン	．		名詞-普通名詞-一般	記号						2226	397.74
OM	タイオウ	対応		名詞-普通名詞-サ変可能	漢	1.1120	体	関係	類	相対	2222	397.026
OM	カイシャ	会社		名詞-普通名詞-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	2190	391.308
OM	アン	案		名詞-普通名詞-一般	漢	1.3084	体	活動	心	計画・案	2178	389.164
OM	シンギ	審議		名詞-普通名詞-サ変可能	漢	1.3133	体	活動	言語	会議・論議	2170	387.734
OM	ガッコウ	学校		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	2158	385.59
OM	デル	出る		動詞-一般	和	2.1211	用	関係	存在	発生・復活	2141	382.553
OM	タイヘン	大変		副詞	漢	3.1920	相	関係	量	程度	2138	382.017
OM	ナ	な		助詞-終助詞	和						2135	381.481
OM	ハイル	入る		動詞-一般	和	2.1532	用	関係	作用	入り・入れ	2133	381.123
OM	モウス	申す		動詞-一般	和	2.3100	用	活動	言語	言語活動	2123	379.336
OM	ドリョク	努力		名詞-普通名詞-サ変可能	漢	1.3040	体	活動	心	信念・努力・忍耐	2091	373.619
OM	ザイセイ	財政		名詞-普通名詞-一般	漢	1.3601	体	活動	待遇	国務	2067	369.33
OM	シドウ	指導		名詞-普通名詞-サ変可能	漢	1.3640	体	活動	待遇	教育・養成	2048	365.935
OM	ホウ	方		名詞-普通名詞-一般	漢	1.2000	体	主体	人間	人間	2036	363.791
OM	ジカン	時間		名詞-普通名詞-助数詞可能	漢	1.1600	体	関係	時間	時間	2033	363.255
OM	ゲンザイ	現在		名詞-普通名詞-副詞可能	漢	1.1641	体	関係	時間	現在	2031	362.898
OM	リカイ	理解		名詞-普通名詞-サ変可能	漢	1.3062	体	活動	心	注意・認知・了解	2021	361.111
OM	シセツ	施設		名詞-普通名詞-サ変可能	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	2019	360.754
OM	リ	り		助動詞	和						2007	358.61
OM	ジッシ	実施		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	1999	357.18
OM	キン	金		接尾辞-名詞的-一般	漢	1.4040	体	生産物	物品	貨幣・切符・証券	1995	356.465
OM	キカン	機関		名詞-普通名詞-一般	漢	1.2700	体	主体	機関	機関	1987	355.036
OM	トコロ	所		名詞-普通名詞-副詞可能	和	1.1700	体	関係	空間	空間・場所	1978	353.428
OM	セイビ	整備		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	1975	352.892
OM	ナカ	中		名詞-普通名詞-副詞可能	和	1.1652	体	関係	時間	途中・盛り	1973	352.535
OM	ホケン	保険		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	1968	351.641
OM	イッパン	一般		名詞-普通名詞-一般	漢	1.1940	体	関係	量	一般・全体・部分	1962	350.569
OM	ハカル	図る		動詞-一般	和	2.3084	用	活動	心	計画・案	1957	349.676
OM	ケンキュウ	研究		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	1936	345.923
OM	セキニン	責任		名詞-普通名詞-一般	漢	1.3400	体	活動	行為	義務	1925	343.958
OM	コンカイ	今回		名詞-普通名詞-副詞可能	漢	1.1641	体	関係	時間	現在	1923	343.601
OM	テイド	程度		名詞-普通名詞-一般	漢	1.1920	体	関係	量	程度・限度	1921	343.243
OM	ケッカ	結果		名詞-普通名詞-副詞可能	漢	1.1112	体	関係	類	因果	1921	343.243
OM	ホウコク	報告		名詞-普通名詞-サ変可能	漢	1.3141	体	活動	言語	報告・申告	1884	336.632
OM	ジュウヨウ	重要		形状詞-一般	漢	3.3070	相	活動	心	意味・問題・趣旨など	1875	335.024
OM	モウ	もう		副詞	和	3.1670	相	関係	時間	時間的前後	1853	331.093
OM	カンキョウ	環境		名詞-普通名詞-一般	漢	1.1780	体	関係	空間	ふち・そば・まわり・沿い	1845	329.664
OM	ナイヨウ	内容		名詞-普通名詞-一般	漢	1.1320	体	関係	様相	内容・構成	1840	328.77
OM	デキル	出来る		動詞-非自立可能	和	2.3421	用	活動	行為	才能	1836	328.055
OM	ホントウ	本当		名詞-普通名詞-一般	漢	1.1030	体	関係	事柄	真偽・是非	1833	327.519
OM	シ	市		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	1832	327.341
OM	イウ	言う		動詞-一般	和	2.3102	用	活動	言語	名	1827	326.447
OM	ヒガイ	被害		名詞-普通名詞-一般	漢	1.3310	体	活動	生活	人生・禍福	1826	326.269
OM	メン	面		名詞-普通名詞-助数詞可能	漢	1.1750	体	関係	空間	面・側・表裏	1816	324.482
OM	ニチ	日		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	1814	324.125
OM	キンユウ	金融		名詞-普通名詞-サ変可能	漢	1.3710	体	活動	経済	経済・収支	1805	322.516
OM	ススメル	進める		動詞-一般	和	2.1526	用	関係	作用	進退	1802	321.98
OM	コンゴ	今後		名詞-普通名詞-副詞可能	漢	3.1643	相	関係	時間	未来	1799	321.444
OM	ミナ	皆		名詞-普通名詞-副詞可能	和	1.2010	体	主体	人間	われ・なれ・かれ	1797	321.087
OM	モラウ	貰う		動詞-非自立可能	和	2.3770	用	活動	経済	授受	1795	320.73
OM	ゼンタイ	全体		名詞-普通名詞-一般	漢	1.1940	体	関係	量	一般・全体・部分	1792	320.194
OM	ボウエイ	防衛		名詞-普通名詞-サ変可能	漢	1.3560	体	活動	交わり	攻防	1790	319.836
OM	ホウアン	法案		名詞-普通名詞-一般	漢	1.3084	体	活動	心	計画・案	1785	318.943
OM	タダ	唯		接続詞	和	4.1160	他		接続	補充	1773	316.799
OM	アメリカ	アメリカ	America	名詞-固有名詞-地名-国	固	1.2590	体	主体	公私	固有地名	1771	316.441
OM	アト	後		名詞-普通名詞-副詞可能	和	1.1670	体	関係	時間	時間的前後	1770	316.263
OM	ゲンザイ	現在		名詞-普通名詞-副詞可能	漢	3.1641	相	関係	時間	現在	1768	315.905
OM	ヒツヨウ	必要		名詞-普通名詞-形状詞可能	漢	3.3710	相	活動	経済	経済・収支	1729	308.937
OM	ショウワ	昭和		名詞-固有名詞-一般	固	1.1623	体	関係	時間	時代	1709	305.363
OM	ヒ	費		接尾辞-名詞的-一般	漢	1.3730	体	活動	経済	価格・費用	1691	302.147
OM	ロウドウ	労働		名詞-普通名詞-サ変可能	漢	1.3320	体	活動	生活	労働・作業・休暇	1691	302.147
OM	シマウ	仕舞う		動詞-非自立可能	和	2.1503	用	関係	作用	終了・中止・停止	1671	298.573
OM	コッカイ	国会		名詞-普通名詞-一般	漢	1.2730	体	主体	機関	議会	1670	298.395
OM	フクメル	含める		動詞-一般	和	2.1130	用	関係	類	異同・類似	1669	298.216
OM	ショウヒ	消費		名詞-普通名詞-サ変可能	漢	1.3710	体	活動	経済	経済・収支	1663	297.144
OM	ヨリ	より		助詞-格助詞	和						1663	297.144
OM	トウキョウ	トウキョウ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	1661	296.787
