register	UniDic:lForm	UniDic:lemma	UniDic:pos	UniDic:subLemma	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
ALL	ナド	など	助詞-副助詞		和						181010	1458.571
ALL	ネ	ね	助詞-終助詞		和						180986	1458.378
ALL	ラレル	られる	助動詞		和						178542	1438.684
ALL	ヨ	よ	助詞-終助詞		和						175684	1415.654
ALL	サン	さん	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	169363	1364.72
ALL	ヨル	因る	動詞-一般		和	2.1112	用	関係	類	因果	166446	1341.215
ALL	モノ	物	名詞-普通名詞-サ変可能		和	1.1000	体	関係	事柄	事柄	166313	1340.143
ALL	ナニ	何	代名詞		和	1.1010	体	関係	事柄	こそあど・他	166101	1338.435
ALL	マデ	まで	助詞-副助詞		和						161893	1304.527
ALL	ニジュウ	二十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	157169	1266.461
ALL	ヒト	人	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	155643	1254.165
ALL	ミル	見る	動詞-非自立可能		和	2.3091	用	活動	心	見る	153850	1239.717
ALL	デキル	出来る	動詞-非自立可能		和	2.1220	用	関係	存在	成立	150945	1216.309
ALL	ロク	六	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	149724	1206.47
ALL	ガツ	月	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	149016	1200.765
ALL	ヘ	へ	助詞-格助詞		和						146882	1183.569
ALL	テル	てる	助動詞		和						145119	1169.363
ALL	ハチ	八	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	144145	1161.514
ALL		…	補助記号-一般		記号						143261	1154.391
ALL		〜	補助記号-一般		記号						142479	1148.09
ALL		．	補助記号-句点		記号						142206	1145.89
ALL	ダイ	第	接頭辞		漢	3.1101	相	関係	類	等級・系列	142199	1145.834
ALL			未知語								141900	1143.424
ALL	キュウ	九	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	129709	1045.19
ALL	イク	行く	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	126225	1017.116
ALL	ナナ	七	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	126136	1016.399
ALL	タメ	為	名詞-普通名詞-副詞可能		和	1.1113	体	関係	類	理由・目的・証拠	123863	998.083
ALL	ニッポン	日本	名詞-固有名詞-地名-国		固	1.2590	体	主体	公私	固有地名	121379	978.067
ALL	タチ	達	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	121320	977.592
ALL	ソウ	そう	副詞		和	3.1010	相	関係	真偽	こそあど・他	121047	975.392
ALL	ドウ	どう	副詞		和	3.1010	相	関係	真偽	こそあど・他	117687	948.317
ALL	タイ	たい	助動詞		和						116554	939.187
ALL	セル	せる	助動詞		和						116500	938.752
ALL	ダケ	だけ	助詞-副助詞		和						113571	915.151
ALL	セン	千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	112552	906.939
ALL	マタ	又	接続詞		和	4.1110	他		接続	累加	111143	895.586
ALL	ジブン	自分	名詞-普通名詞-一般		漢	1.2020	体	主体	人間	自他	111079	895.07
ALL	サンジュウ	三十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	105908	853.402
ALL	モノ	物	名詞-普通名詞-サ変可能		和	1.4000	体	生産物	物品	物品	105462	849.809
ALL	レイ	零	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	104557	842.516
ALL	ッテ	って	助詞-副助詞		和						104065	838.552
ALL		‐	補助記号-一般		記号						103423	833.378
ALL	カンガエル	考える	動詞-一般		和	2.3061	用	活動	心	思考・意見・疑い	98884	796.803
ALL	ヨウ	様	形状詞-助動詞語幹		漢	3.1130	相	関係	類	異同・類似	98853	796.554
ALL	ツ	つ	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	97834	788.342
ALL	シマウ	仕舞う	動詞-非自立可能		和	2.1503	用	関係	作用	終了・中止・停止	97551	786.062
ALL	ケレド	けれど	助詞-接続助詞		和						96823	780.196
ALL	バアイ	場合	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	96260	775.659
ALL	ナ	な	助詞-終助詞		和						96059	774.04
ALL		『	補助記号-括弧開		記号						95967	773.298
ALL		』	補助記号-括弧閉		記号						95938	773.065
ALL	ナカ	中	名詞-普通名詞-副詞可能		和	1.1770	体	関係	空間	内外	93740	755.353
ALL	イク	行く	動詞-非自立可能		和	2.1527	用	関係	作用	往復	92225	743.145
ALL	カレ	彼	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	92012	741.429
ALL	ツク	つく	動詞-一般		和	2.3311	用	活動	生活	処世・出処進退	91282	735.547
ALL	テン	．	名詞-普通名詞-一般		記号						89317	719.713
ALL	トウ	等	接尾辞-名詞的-一般		漢	1.1951	体	関係	量	群・組・対	88556	713.581
ALL	ヤル	遣る	動詞-非自立可能		和	2.3430	用	活動	行為	行為・活動	87944	708.649
ALL	オル	居る	動詞-非自立可能		和	2.1200	用	関係	存在	存在	84011	676.957
ALL	ワカル	分かる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	83908	676.127
ALL	オク	於く	動詞-一般		和	2.1513	用	関係	作用	固定・傾き・転倒など	82971	668.577
ALL		―	補助記号-一般		記号	x.xxxx					81994	660.704
ALL	ゴジュウ	五十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	81259	654.782
ALL	トキ	時	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	80648	649.858
ALL	トキ	時	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	79916	643.96
ALL	オコナウ	行う	動詞-一般		和	2.3430	用	活動	行為	行為・活動	79769	642.776
ALL		：	補助記号-一般		記号						78558	633.017
ALL	ラ	等	接尾辞-名詞的-一般		和	1.1951	体	関係	量	群・組・対	77553	624.919
ALL	タリ	たり	助詞-副助詞		和						77411	623.775
ALL	エン	円	名詞-普通名詞-助数詞可能	助数詞	漢	1.1962	体	関係	量	助数接辞	76776	618.658
ALL	セイ	性	接尾辞-名詞的-一般		漢	1.1330	体	関係	様相	性質	75345	607.127
ALL	ホウ	方	名詞-普通名詞-一般		漢	1.1010	体	関係	事柄	こそあど・他	73927	595.701
ALL	ニチ	日	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	73884	595.354
ALL	トコロ	所	名詞-普通名詞-副詞可能		和	1.1690	体	関係	時間	場合	73630	593.308
ALL	キュウヒャク	九百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	73149	589.432
ALL	ナガラ	ながら	助詞-接続助詞		和						72990	588.151
ALL	ヒャク	百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	72613	585.113
ALL	クダサル	下さる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	72299	582.583
ALL	シカシ	然し	接続詞		和	4.1130	他		接続	反対	71447	575.717
ALL	モンダイ	問題	名詞-普通名詞-一般		漢	1.3070	体	活動	心	意味・問題・趣旨など	70418	567.426
ALL	サ	さ	接尾辞-名詞的-一般		和	1.1920	体	関係	量	程度・限度	69150	557.208
ALL	タイスル	対する	動詞-一般		混	2.1120	用	関係	類	相対	68873	554.976
ALL	ツカウ	使う	動詞-一般		和	2.3852	用	活動	事業	扱い・操作・使用	68509	552.043
ALL	カ	化	接尾辞-名詞的-サ変可能		漢	1.1500	体	関係	作用	作用・変化	68086	548.634
ALL	モツ	持つ	動詞-一般		和	2.3701	用	活動	経済	所有	67829	546.564
ALL	ヨリ	より	助詞-格助詞		和						67812	546.427
ALL	ニ	二	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	67728	545.75
ALL	ヨンジュウ	四十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	67244	541.85
ALL	イチ	一	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	66041	532.156
ALL	クレル	呉れる	動詞-非自立可能		和	2.3770	用	活動	経済	授受	66023	532.011
ALL	ジン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	64390	518.852
ALL	シ	し	助詞-接続助詞		和						64182	517.176
ALL	パーセント	パーセント	名詞-普通名詞-助数詞可能	percent	外	1.1962	体	関係	量	助数接辞	63392	510.81
ALL	ソシテ	そして	接続詞		和	4.1110	他		接続	累加	62736	505.524
ALL	シル	知る	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	62615	504.549
ALL	ゴ	御	接頭辞		漢	4.3320	他		挨拶	手紙用語など	62531	503.872
ALL	ヒト	一	名詞-数詞		和	1.1960	体	関係	量	数記号（一二三）	61565	496.089
ALL	ミル	見る	動詞-非自立可能		和	2.3065	用	活動	心	研究・試験・調査・検査など	61187	493.043
ALL		／	補助記号-一般		記号						60801	489.932
ALL	オク	置く	動詞-非自立可能		和	2.1513	用	関係	作用	固定・傾き・転倒など	60593	488.256
ALL	イマ	今	名詞-普通名詞-副詞可能		和	1.1641	体	関係	時間	現在	59432	478.901
ALL	コウ	こう	副詞		和	3.1010	相	関係	真偽	こそあど・他	59144	476.58
ALL	ハイル	入る	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	58362	470.279
ALL	ジ	時	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	58212	469.07
ALL	カンケイ	関係	名詞-普通名詞-サ変可能		漢	1.1110	体	関係	類	関係	57530	463.575
ALL	アト	後	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	56125	452.253
ALL	オオイ	多い	形容詞-一般		和	3.1910	相	関係	量	多少	55800	449.634
ALL	ゴザル	御座る	動詞-非自立可能		混	2.1200	用	関係	存在	存在	55386	446.298
ALL	ソコ	其処	代名詞		和	1.1700	体	関係	空間	空間・場所	55012	443.285
ALL	ヒ	日	名詞-普通名詞-副詞可能		和	1.1633	体	関係	時間	日	54803	441.601
ALL	ロクジュウ	六十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	54794	441.528
ALL	キュウジュウ	九十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	54475	438.958
ALL	デキル	出来る	動詞-非自立可能		和	2.3421	用	活動	行為	才能	53031	427.322
ALL	メ	目	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	52767	425.195
ALL	ナル	成る	動詞-非自立可能		和	2.1112	用	関係	類	因果	52739	424.969
ALL	ホド	ほど	助詞-副助詞		和						51212	412.664
ALL	エー	Ａ	記号-文字		記号						50720	408.7
ALL	マエ	前	名詞-普通名詞-副詞可能		和	1.1670	体	関係	時間	時間的前後	50349	405.71
ALL	ジカン	時間	名詞-普通名詞-助数詞可能		漢	1.1600	体	関係	時間	時間	50084	403.575
ALL	シ	市	名詞-普通名詞-一般		漢	1.2550	体	主体	公私	政治的区画	49850	401.69
ALL	ハチジュウ	八十	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	49505	398.91
ALL	クライ	くらい	助詞-副助詞		和						49168	396.194
ALL	デル	出る	動詞-一般		和	2.1531	用	関係	作用	出・出し	49163	396.154
ALL	シャカイ	社会	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	48979	394.671
ALL	ワケ	訳	名詞-普通名詞-一般		和	1.1113	体	関係	類	理由・目的・証拠	48909	394.107
ALL	オヨビ	及び	接続詞		和	4.1110	他		接続	累加	48829	393.462
ALL	ニン	人	接尾辞-名詞的-一般		漢	1.2000	体	主体	人間	人間	48116	387.717
ALL	アナタ	貴方	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	47955	386.42
ALL	ボク	僕	代名詞		漢	1.2010	体	主体	人間	われ・なれ・かれ	47655	384.002
ALL	ハナシ	話	名詞-普通名詞-サ変可能		和	1.3131	体	活動	言語	話・談話	47533	383.019
ALL	カタ	方	接尾辞-名詞的-一般		和	1.3081	体	活動	心	方法	46606	375.55
ALL		●	補助記号-一般		記号						46544	375.05
ALL	ジギョウ	事業	名詞-普通名詞-一般		漢	1.3800	体	活動	事業	事業・業務	46516	374.824
ALL	カ	日	接尾辞-名詞的-助数詞		和	1.1962	体	関係	量	助数接辞	45763	368.757
ALL	キク	聞く	動詞-一般		和	2.3093	用	活動	心	聞く・味わう	45752	368.668
ALL	サイ	歳	接尾辞-名詞的-助数詞		漢	1.1962	体	関係	量	助数接辞	45483	366.5
ALL			カタカナ文								45194	364.172
ALL	イジョウ	以上	名詞-普通名詞-副詞可能		漢	1.1920	体	関係	量	程度・限度	45026	362.818
ALL	ウエ	上	名詞-普通名詞-副詞可能		和	1.1741	体	関係	空間	上下	44902	361.819
ALL	ナナジュウ	七十	名詞-数詞		混	1.1960	体	関係	量	数記号（一二三）	44469	358.33
ALL	ワタシ	私	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	44457	358.233
ALL	マン	万	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	44435	358.056
ALL	カイ	会	名詞-普通名詞-一般		漢	1.2760	体	主体	機関	同盟・団体	44151	355.767
ALL	ベシ	べし	助動詞		和						44133	355.622
ALL	ド	度	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	43867	353.479
ALL	サン	三	名詞-数詞		漢	1.1961	体	関係	量	順位記号（甲乙丙）	43836	353.229
ALL	セカイ	世界	名詞-普通名詞-一般		漢	1.2600	体	主体	社会	社会・世界	42930	345.929
ALL	テ	手	名詞-普通名詞-助数詞可能		和	1.5603	体	自然	身体	手足・指	42922	345.864
ALL	ニセン	二千	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	42560	342.947
ALL	ニンゲン	人間	名詞-普通名詞-一般		漢	1.2000	体	主体	人間	人間	42509	342.536
ALL		”	補助記号-括弧閉		記号						42420	341.819
ALL	セイカツ	生活	名詞-普通名詞-サ変可能		漢	1.3330	体	活動	生活	生活・起臥	42162	339.74
ALL	ツギ	次	名詞-普通名詞-一般		和	1.1650	体	関係	時間	順序	42019	338.588
ALL	オナジ	同じ	連体詞		和	3.1130	相	関係	類	異同・類似	41933	337.895
ALL	カク	書く	動詞-一般		和	2.3151	用	活動	言語	書き	41862	337.323
ALL	モラウ	貰う	動詞-非自立可能		和	2.3770	用	活動	経済	授受	41836	337.113
ALL		○	補助記号-一般		記号						41335	333.076
ALL	カイシャ	会社	名詞-普通名詞-一般		漢	1.2640	体	主体	社会	事務所・市場・駅など	41167	331.722
ALL	ヒツヨウ	必要	名詞-普通名詞-形状詞可能		漢	1.3711	体	活動	経済	需給	40286	324.623
ALL	イツ	何時	代名詞		和	1.1611	体	関係	時間	時機・時刻	40237	324.228
ALL	ソンナ	そんな	連体詞		和	3.1010	相	関係	真偽	こそあど・他	40226	324.14
ALL	コドモ	子供	名詞-普通名詞-一般		和	1.2050	体	主体	人間	老少	40168	323.672
ALL	オトコ	男	名詞-普通名詞-一般		和	1.2040	体	主体	人間	男女	39992	322.254
ALL	ケンキュウ	研究	名詞-普通名詞-サ変可能		漢	1.3065	体	活動	心	研究・試験・調査・検査など	39871	321.279
ALL	チイキ	地域	名詞-普通名詞-一般		漢	1.1720	体	関係	空間	範囲・席・跡	39644	319.45
ALL	ジョウ	条	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	39405	317.524
ALL	ジョウホウ	情報	名詞-普通名詞-一般		漢	1.3123	体	活動	言語	伝達・報知	39385	317.363
ALL	イミ	意味	名詞-普通名詞-サ変可能		漢	1.3070	体	活動	心	意味・問題・趣旨など	39275	316.477
ALL	カノジョ	彼女	代名詞		混	1.2010	体	主体	人間	われ・なれ・かれ	39187	315.768
ALL	シレル	知れる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	39157	315.526
ALL	カイ	回	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	39017	314.398
ALL	ママ	侭	名詞-普通名詞-副詞可能		和	1.1130	体	関係	類	異同・類似	38883	313.318
ALL	ダス	出す	動詞-非自立可能		和	2.1531	用	関係	作用	出・出し	38837	312.947
ALL	ズ	図	名詞-普通名詞-一般		漢	1.3115	体	活動	言語	表・図・譜・式	38822	312.826
ALL	ホカ	他	名詞-普通名詞-副詞可能		和	1.1040	体	関係	事柄	本体・代理	38591	310.965
ALL	タカイ	高い	形容詞-一般		和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	38547	310.61
ALL	カンスル	関する	動詞-一般		混	2.1110	用	関係	類	関係	38189	307.726
ALL	クニ	国	名詞-普通名詞-一般		和	1.2530	体	主体	公私	国	38180	307.653
ALL	ガッコウ	学校	名詞-普通名詞-一般		漢	1.2630	体	主体	社会	社寺・学校	38115	307.129
ALL	ケン	県	名詞-普通名詞-一般		漢	1.2550	体	主体	公私	政治的区画	38075	306.807
ALL	ダイ	大	接頭辞		漢	3.1912	相	関係	量	広狭・大小	37895	305.357
ALL	イウ	言う	動詞-一般		和	2.3102	用	活動	言語	名	37825	304.793
ALL	リ	り	助動詞		和						37785	304.47
ALL	イレル	入れる	動詞-一般		和	2.1532	用	関係	作用	入り・入れ	37700	303.785
ALL	シゴト	仕事	名詞-普通名詞-サ変可能		和	1.3320	体	活動	生活	労働・作業・休暇	37646	303.35
ALL		＝	補助記号-一般		記号						37420	301.529
ALL	キ	気	名詞-普通名詞-一般		漢	1.3001	体	活動	心	感覚	37254	300.192
ALL	オオキイ	大きい	形容詞-一般		和	3.1912	相	関係	量	広狭・大小	36874	297.13
ALL	キギョウ	企業	名詞-普通名詞-一般		漢	1.3801	体	活動	事業	生産・産業	36662	295.421
ALL	ダレ	誰	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	36565	294.64
ALL	カノウ	可能	形状詞-一般		漢	3.1346	相	関係	様相	難易・安危	36362	293.004
ALL	ニヒャク	二百	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	36084	290.764
ALL	フン	分	名詞-普通名詞-助数詞可能		漢	1.1962	体	関係	量	助数接辞	35969	289.837
ALL	ヒトリ	一人	名詞-普通名詞-副詞可能		和	x.xxxx					35925	289.483
ALL		“	補助記号-括弧開		記号						35888	289.184
ALL	モウ	もう	副詞		和	3.1920	相	関係	量	程度	35825	288.677
ALL	ドコ	何処	代名詞		和	1.1700	体	関係	空間	空間・場所	35770	288.234
ALL	イマ	今	名詞-普通名詞-副詞可能		和	3.1641	相	関係	時間	現在	35665	287.387
ALL	イイン	委員	名詞-普通名詞-一般		漢	1.2400	体	主体	成員	成員・職	35454	285.687
ALL	イタダク	頂く	動詞-非自立可能		和	2.3770	用	活動	経済	授受	35431	285.502
ALL	リヨウ	利用	名詞-普通名詞-サ変可能		漢	1.3852	体	活動	事業	扱い・操作・使用	35337	284.744
ALL	ホウ	法	名詞-普通名詞-一般		漢	1.3080	体	活動	心	原理・規則	35278	284.269
ALL	ジダイ	時代	名詞-普通名詞-一般		漢	1.1623	体	関係	時間	時代	35134	283.109
ALL	ホントウ	本当	名詞-普通名詞-一般		漢	1.1030	体	関係	事柄	真偽・是非	35068	282.577
ALL	モノ	者	名詞-普通名詞-一般		和	1.2000	体	主体	人間	人間	34896	281.191
ALL	ミエル	見える	動詞-一般		和	2.3091	用	活動	心	見る	34720	279.773
ALL	ココ	此処	代名詞		和	1.1700	体	関係	空間	空間・場所	34354	276.823
ALL	アノ	彼の	連体詞		和	3.1010	相	関係	真偽	こそあど・他	34287	276.284
ALL	フタリ	二人	名詞-普通名詞-副詞可能		和	x.xxxx					34263	276.09
ALL	サマ	様	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	34073	274.559
ALL	フ	不	接頭辞		漢	3.1120	相	関係	類	相対	33928	273.391
ALL	トル	取る	動詞-一般		和	2.3063	用	活動	心	比較・参考・区別・選択	33811	272.448
ALL	トコロ	所	名詞-普通名詞-副詞可能		和	1.1700	体	関係	空間	空間・場所	33588	270.651
ALL	ノ	の	助詞-終助詞		和						33438	269.442
ALL	ホウホウ	方法	名詞-普通名詞-一般		漢	1.3081	体	活動	心	方法	33321	268.5
ALL	ケイザイ	経済	名詞-普通名詞-一般		漢	1.3710	体	活動	経済	経済・収支	33246	267.895
ALL	マダ	未だ	副詞		和	3.1670	相	関係	時間	時間的前後	33091	266.646
ALL	ジョセイ	女性	名詞-普通名詞-一般		漢	1.2040	体	主体	人間	男女	32996	265.881
ALL	コロ	頃	名詞-普通名詞-副詞可能		和	1.1611	体	関係	時間	時機・時刻	32285	260.152
ALL	タベル	食べる	動詞-一般		和	2.3331	用	活動	生活	食生活	32212	259.563
ALL	マン	万	名詞-数詞		漢	1.1962	体	関係	量	助数接辞	32038	258.161
ALL	タ	他	名詞-普通名詞-副詞可能		漢	1.1040	体	関係	事柄	本体・代理	31978	257.678
ALL	ココロ	心	名詞-普通名詞-サ変可能		和	1.3000	体	活動	心	心	31871	256.816
ALL	カオ	顔	名詞-普通名詞-一般		和	1.5601	体	自然	身体	頭・目鼻・顔	31695	255.397
ALL	ゴ	後	接尾辞-名詞的-副詞可能		漢	1.1670	体	関係	時間	時間的前後	31599	254.624
ALL	ヤハリ	矢張り	副詞		和	4.3120	他		判断	予期	31589	254.543
ALL	カツドウ	活動	名詞-普通名詞-サ変可能		漢	1.3430	体	活動	行為	行為・活動	31436	253.31
ALL	スコシ	少し	副詞		和	3.1920	相	関係	量	程度	31357	252.674
ALL	コエ	声	名詞-普通名詞-一般		和	1.3031	体	活動	心	声	30995	249.757
ALL	ミナ	皆	名詞-普通名詞-副詞可能		和	1.2010	体	主体	人間	われ・なれ・かれ	30950	249.394
ALL	トモ	共	名詞-普通名詞-一般		和	1.1130	体	関係	類	異同・類似	30915	249.112
ALL	シカ	しか	助詞-副助詞		和						30848	248.572
ALL	ハジメル	始める	動詞-非自立可能		和	2.1502	用	関係	作用	開始	30769	247.936
ALL	ワ	わ	助詞-終助詞		和						30740	247.702
ALL	テン	点	名詞-普通名詞-助数詞可能		漢	1.1710	体	関係	空間	点	30737	247.678
ALL	エス	Ｓ	記号-文字		記号						30659	247.049
ALL	チガウ	違う	動詞-一般		和	2.1130	用	関係	類	異同・類似	30562	246.268
ALL	オオキナ	大きな	連体詞		和	3.1912	相	関係	量	広狭・大小	30378	244.785
ALL	カンキョウ	環境	名詞-普通名詞-一般		漢	1.1780	体	関係	空間	ふち・そば・まわり・沿い	30319	244.31
ALL	ヒツヨウ	必要	名詞-普通名詞-形状詞可能		漢	3.3710	相	活動	経済	経済・収支	30306	244.205
ALL	オレ	俺	代名詞		和	1.2010	体	主体	人間	われ・なれ・かれ	30249	243.746
ALL	ショ	所	接尾辞-名詞的-一般		漢	1.2640	体	主体	社会	事務所・市場・駅など	30163	243.053
ALL	コトバ	言葉	名詞-普通名詞-一般		和	1.3100	体	活動	言語	言語活動	30132	242.803
ALL	トウキョウ	トウキョウ	名詞-固有名詞-地名-一般		固	1.2590	体	主体	公私	固有地名	29787	240.023
